,from_node,to_node,dist,cost,lead_time,stage_time,kind
183,甲府市,水戸市,184.99607693046468,1850.0,4,1,dc-cust
184,山形市,宇都宮市,190.98104438000797,1910.0,4,2,dc-cust
185,福島市,宇都宮市,141.48413794693468,1415.0,4,2,dc-cust
186,水戸市,宇都宮市,56.20380728598211,562.0,4,1,dc-cust
187,宇都宮市,宇都宮市,0.0,0.0,3,2,dc-cust
188,前橋市,宇都宮市,76.08646731421803,761.0,4,1,dc-cust
189,さいたま市,宇都宮市,81.58942047863263,816.0,4,2,dc-cust
190,千葉市,宇都宮市,109.01999054988264,1090.0,4,2,dc-cust
191,新宿区,宇都宮市,98.96317611111601,990.0,4,2,dc-cust
192,横浜市,宇都宮市,126.19908751985881,1262.0,4,1,dc-cust
193,新潟市,宇都宮市,166.96675420454875,1670.0,4,2,dc-cust
194,甲府市,宇都宮市,154.97228340427634,1550.0,4,2,dc-cust
195,長野市,宇都宮市,152.2596146191391,1523.0,4,2,dc-cust
196,福島市,前橋市,195.98814588950594,1960.0,4,1,dc-cust
197,水戸市,前橋市,124.208875734639,1242.0,4,2,dc-cust
198,宇都宮市,前橋市,76.08646731421793,761.0,4,2,dc-cust
199,前橋市,前橋市,0.0,0.0,3,2,dc-cust
200,さいたま市,前橋市,79.48378263358984,795.0,4,2,dc-cust
201,千葉市,前橋市,129.54536274677557,1295.0,4,2,dc-cust
202,新宿区,前橋市,96.4602431651138,965.0,4,1,dc-cust
203,横浜市,前橋市,117.24394689458566,1172.0,4,1,dc-cust
204,新潟市,前橋市,168.0603786682307,1681.0,4,1,dc-cust
205,富山市,前橋市,168.64315565718607,1686.0,4,1,dc-cust
206,甲府市,前橋市,92.19725262442677,922.0,4,1,dc-cust
207,長野市,前橋市,83.77007985178288,838.0,4,1,dc-cust
208,静岡市,前橋市,168.74213459269296,1687.0,4,1,dc-cust
209,水戸市,さいたま市,89.66204246328756,897.0,4,2,dc-cust
210,宇都宮市,さいたま市,81.58942047863292,816.0,4,1,dc-cust
211,前橋市,さいたま市,79.48378263358984,795.0,4,1,dc-cust
212,さいたま市,さいたま市,0.0,0.0,3,2,dc-cust
213,千葉市,さいたま市,51.19125964917086,512.0,4,1,dc-cust
214,新宿区,さいたま市,19.020849001853207,190.0,4,2,dc-cust
215,横浜市,さいたま市,45.50024366700965,455.0,4,1,dc-cust
216,甲府市,さいたま市,99.83475585937222,998.0,4,2,dc-cust
217,長野市,さいたま市,158.5074918938445,1585.0,4,1,dc-cust
218,静岡市,さいたま市,150.77183633589584,1508.0,4,1,dc-cust
219,水戸市,千葉市,86.92831647314875,869.0,4,2,dc-cust
220,宇都宮市,千葉市,109.01999054988286,1090.0,4,2,dc-cust
221,前橋市,千葉市,129.54536274677562,1295.0,4,1,dc-cust
222,さいたま市,千葉市,51.19125964917078,512.0,4,1,dc-cust
223,千葉市,千葉市,0.0,0.0,3,1,dc-cust
224,新宿区,千葉市,40.1260771236499,401.0,4,1,dc-cust
225,横浜市,千葉市,46.88207648460601,469.0,4,1,dc-cust
226,甲府市,千葉市,140.68407991474407,1407.0,4,2,dc-cust
227,静岡市,千葉市,172.68256426841128,1727.0,4,1,dc-cust
228,水戸市,新宿区,99.32944686258202,993.0,4,1,dc-cust
229,宇都宮市,新宿区,98.96317611111597,990.0,4,1,dc-cust
230,前橋市,新宿区,96.46024316511404,965.0,4,1,dc-cust
231,さいたま市,新宿区,19.020849001853428,190.0,4,2,dc-cust
232,千葉市,新宿区,40.1260771236499,401.0,4,1,dc-cust
233,新宿区,新宿区,0.0,0.0,3,2,dc-cust
234,横浜市,新宿区,27.236943925009797,272.0,4,2,dc-cust
235,甲府市,新宿区,101.50614937956571,1015.0,4,1,dc-cust
236,長野市,新宿区,172.70060744435446,1727.0,4,2,dc-cust
237,静岡市,新宿区,142.715907934305,1427.0,4,2,dc-cust
238,水戸市,横浜市,122.96531890531332,1230.0,4,2,dc-cust
239,宇都宮市,横浜市,126.19908751985865,1262.0,4,1,dc-cust
240,前橋市,横浜市,117.24394689458586,1172.0,4,1,dc-cust
241,さいたま市,横浜市,45.50024366700959,455.0,4,2,dc-cust
242,千葉市,横浜市,46.882076484606024,469.0,4,2,dc-cust
243,新宿区,横浜市,27.236943925009886,272.0,4,2,dc-cust
244,横浜市,横浜市,0.0,0.0,3,2,dc-cust
245,甲府市,横浜市,100.09890652301348,1001.0,4,2,dc-cust
246,長野市,横浜市,187.53991858175377,1875.0,4,1,dc-cust
247,静岡市,横浜市,125.8263769194331,1258.0,4,2,dc-cust
248,仙台市,新潟市,166.82259214784455,1668.0,4,1,dc-cust
249,山形市,新潟市,123.16111490493945,1232.0,4,2,dc-cust
250,福島市,新潟市,127.96485863592656,1280.0,4,1,dc-cust
251,宇都宮市,新潟市,166.96675420454866,1670.0,4,2,dc-cust
252,前橋市,新潟市,168.06037866823095,1681.0,4,2,dc-cust
253,新潟市,新潟市,0.0,0.0,3,2,dc-cust
254,長野市,新潟市,157.80109049980604,1578.0,4,2,dc-cust
255,前橋市,富山市,168.64315565718604,1686.0,4,2,dc-cust
256,富山市,富山市,0.0,0.0,3,2,dc-cust
257,金沢市,富山市,53.45539344634202,535.0,4,2,dc-cust
258,福井市,富山市,112.93041414726012,1129.0,4,1,dc-cust
259,甲府市,富山市,167.28503157169746,1673.0,4,1,dc-cust
260,長野市,富山市,86.62114073371716,866.0,4,2,dc-cust
261,岐阜市,富山市,151.53917673311724,1515.0,4,1,dc-cust
262,名古屋市,富山市,170.67940412500607,1707.0,4,2,dc-cust
263,富山市,金沢市,53.455393446342086,535.0,4,1,dc-cust
264,金沢市,金沢市,0.0,0.0,3,2,dc-cust
265,福井市,金沢市,69.06100427110124,691.0,4,1,dc-cust
266,長野市,金沢市,138.96451931780365,1390.0,4,1,dc-cust
267,岐阜市,金沢市,134.0866471412548,1341.0,4,2,dc-cust
268,名古屋市,金沢市,159.27353668155376,1593.0,4,2,dc-cust
269,大津市,金沢市,189.52927998414955,1895.0,4,2,dc-cust
270,京都市,金沢市,191.7014559592945,1917.0,4,1,dc-cust
271,富山市,福井市,112.93041414726031,1129.0,4,2,dc-cust
272,金沢市,福井市,69.06100427110134,691.0,4,2,dc-cust
273,福井市,福井市,0.0,0.0,3,2,dc-cust
274,長野市,福井市,187.14952090601403,1871.0,4,2,dc-cust
275,岐阜市,福井市,87.51539439055965,875.0,4,1,dc-cust
276,名古屋市,福井市,116.25110546773932,1163.0,4,2,dc-cust
277,津市,福井市,150.702146841645,1507.0,4,1,dc-cust
278,大津市,福井市,122.22246898826928,1222.0,4,2,dc-cust
279,京都市,福井市,123.50679555125927,1235.0,4,2,dc-cust
280,大阪市,福井市,166.00767552490885,1660.0,4,1,dc-cust
281,神戸市,福井市,179.46797491783676,1795.0,4,1,dc-cust
282,奈良市,福井市,157.45297585780784,1575.0,4,1,dc-cust
283,鳥取市,福井市,189.51156007698143,1895.0,4,1,dc-cust
284,水戸市,甲府市,184.9960769304646,1850.0,4,2,dc-cust
285,宇都宮市,甲府市,154.97228340427665,1550.0,4,2,dc-cust
286,前橋市,甲府市,92.19725262442707,922.0,4,1,dc-cust
287,さいたま市,甲府市,99.83475585937225,998.0,4,2,dc-cust
288,千葉市,甲府市,140.68407991474407,1407.0,4,2,dc-cust
289,新宿区,甲府市,101.50614937956573,1015.0,4,1,dc-cust
290,横浜市,甲府市,100.09890652301338,1001.0,4,2,dc-cust
291,富山市,甲府市,167.28503157169726,1673.0,4,1,dc-cust
292,甲府市,甲府市,0.0,0.0,3,2,dc-cust
293,長野市,甲府市,115.17651492298089,1152.0,4,2,dc-cust
294,岐阜市,甲府市,169.7914470695253,1698.0,4,1,dc-cust
295,静岡市,甲府市,78.21301811561116,782.0,4,1,dc-cust
296,名古屋市,甲府市,159.8805491035874,1599.0,4,2,dc-cust
297,宇都宮市,長野市,152.2596146191391,1523.0,4,2,dc-cust
298,前橋市,長野市,83.77007985178302,838.0,4,2,dc-cust
299,さいたま市,長野市,158.50749189384453,1585.0,4,1,dc-cust
300,新宿区,長野市,172.70060744435443,1727.0,4,1,dc-cust
301,横浜市,長野市,187.53991858175402,1875.0,4,1,dc-cust
302,新潟市,長野市,157.80109049980555,1578.0,4,1,dc-cust
303,富山市,長野市,86.62114073371714,866.0,4,1,dc-cust
304,金沢市,長野市,138.96451931780365,1390.0,4,1,dc-cust
305,福井市,長野市,187.14952090601392,1871.0,4,1,dc-cust
306,甲府市,長野市,115.17651492298113,1152.0,4,2,dc-cust
307,長野市,長野市,0.0,0.0,3,2,dc-cust
308,岐阜市,長野市,191.96578931813457,1920.0,4,2,dc-cust
309,静岡市,長野市,187.0788109886332,1871.0,4,1,dc-cust
310,名古屋市,長野市,199.8209327052391,1998.0,4,2,dc-cust
311,富山市,岐阜市,151.539176733117,1515.0,4,2,dc-cust
312,金沢市,岐阜市,134.08664714125462,1341.0,4,1,dc-cust
313,福井市,岐阜市,87.51539439055969,875.0,4,2,dc-cust
314,甲府市,岐阜市,169.79144706952536,1698.0,4,1,dc-cust
315,長野市,岐阜市,191.96578931813454,1920.0,4,2,dc-cust
316,岐阜市,岐阜市,0.0,0.0,3,1,dc-cust
317,静岡市,岐阜市,157.80483361015894,1578.0,4,2,dc-cust
318,名古屋市,岐阜市,28.8075734746105,288.0,4,1,dc-cust
319,津市,岐阜市,76.00960127596761,760.0,4,1,dc-cust
320,大津市,岐阜市,88.70485732326628,887.0,4,2,dc-cust
321,京都市,岐阜市,96.9714581476813,970.0,4,1,dc-cust
322,大阪市,岐阜市,134.61047860344652,1346.0,4,1,dc-cust
323,神戸市,岐阜市,160.27360705398794,1603.0,4,1,dc-cust
324,奈良市,岐阜市,112.76950248853538,1128.0,4,1,dc-cust
325,和歌山市,岐阜市,192.16388528050143,1922.0,4,2,dc-cust
326,前橋市,静岡市,168.7421345926931,1687.0,4,1,dc-cust
327,さいたま市,静岡市,150.77183633589584,1508.0,4,1,dc-cust
328,千葉市,静岡市,172.6825642684112,1727.0,4,1,dc-cust
329,新宿区,静岡市,142.71590793430488,1427.0,4,2,dc-cust
330,横浜市,静岡市,125.82637691943299,1258.0,4,2,dc-cust
331,甲府市,静岡市,78.2130181156113,782.0,4,2,dc-cust
332,長野市,静岡市,187.07881098863325,1871.0,4,2,dc-cust
333,岐阜市,静岡市,157.8048336101589,1578.0,4,1,dc-cust
334,静岡市,静岡市,0.0,0.0,3,2,dc-cust
335,名古屋市,静岡市,136.2366276915938,1362.0,4,2,dc-cust
336,津市,静岡市,173.22278102775715,1732.0,4,2,dc-cust
337,富山市,名古屋市,170.6794041250065,1707.0,4,1,dc-cust
338,金沢市,名古屋市,159.27353668155376,1593.0,4,1,dc-cust
339,福井市,名古屋市,116.25110546773915,1163.0,4,2,dc-cust
340,甲府市,名古屋市,159.88054910358733,1599.0,4,1,dc-cust
341,長野市,名古屋市,199.8209327052387,1998.0,4,2,dc-cust
342,岐阜市,名古屋市,28.807573474610543,288.0,4,1,dc-cust
343,静岡市,名古屋市,136.23662769159378,1362.0,4,1,dc-cust
344,名古屋市,名古屋市,0.0,0.0,3,2,dc-cust
345,津市,名古屋市,61.80460637536443,618.0,4,2,dc-cust
346,大津市,名古屋市,96.4726869722333,965.0,4,1,dc-cust
347,京都市,名古屋市,106.19955759938881,1062.0,4,2,dc-cust
348,大阪市,名古屋市,137.82102868752455,1378.0,4,1,dc-cust
349,神戸市,名古屋市,166.25494995924987,1663.0,4,2,dc-cust
350,奈良市,名古屋市,112.30769574143092,1123.0,4,2,dc-cust
351,和歌山市,名古屋市,191.13210415570916,1911.0,4,1,dc-cust
352,福井市,津市,150.70214684164486,1507.0,4,2,dc-cust
353,岐阜市,津市,76.00960127596758,760.0,4,1,dc-cust
354,静岡市,津市,173.22278102775724,1732.0,4,2,dc-cust
355,名古屋市,津市,61.80460637536456,618.0,4,2,dc-cust
356,津市,津市,0.0,0.0,3,1,dc-cust
357,大津市,津市,65.89083348341588,659.0,4,2,dc-cust
358,京都市,津市,75.94016858846726,759.0,4,2,dc-cust
359,大阪市,津市,90.49933369707418,905.0,4,2,dc-cust
360,神戸市,津市,121.24002113119552,1212.0,4,2,dc-cust
361,奈良市,津市,61.97966528938739,620.0,4,1,dc-cust
362,和歌山市,津市,135.10790240649172,1351.0,4,2,dc-cust
363,徳島市,津市,193.49382552835468,1935.0,4,2,dc-cust
364,金沢市,大津市,189.52927998414927,1895.0,4,1,dc-cust
365,福井市,大津市,122.22246898826955,1222.0,4,1,dc-cust
366,岐阜市,大津市,88.7048573232661,887.0,4,2,dc-cust
367,名古屋市,大津市,96.47268697223335,965.0,4,1,dc-cust
368,津市,大津市,65.89083348341596,659.0,4,2,dc-cust
369,大津市,大津市,0.0,0.0,3,1,dc-cust
370,京都市,大津市,10.441621891645045,104.0,4,1,dc-cust
371,大阪市,大津市,47.5518224725754,476.0,4,2,dc-cust
372,神戸市,大津市,71.56941566321186,716.0,4,1,dc-cust
373,奈良市,大津市,35.63699855576033,356.0,4,1,dc-cust
374,和歌山市,大津市,107.7187353049132,1077.0,4,2,dc-cust
375,鳥取市,大津市,158.07008495753257,1581.0,4,2,dc-cust
376,岡山市,大津市,180.5232900163837,1805.0,4,1,dc-cust
377,徳島市,大津市,158.9545982638396,1590.0,4,1,dc-cust
378,高松市,大津市,182.49982467551465,1825.0,4,2,dc-cust
379,金沢市,京都市,191.7014559592946,1917.0,4,1,dc-cust
380,福井市,京都市,123.50679555125957,1235.0,4,1,dc-cust
381,岐阜市,京都市,96.97145814768137,970.0,4,1,dc-cust
382,名古屋市,京都市,106.19955759938877,1062.0,4,1,dc-cust
383,津市,京都市,75.9401685884673,759.0,4,1,dc-cust
384,大津市,京都市,10.441621891645001,104.0,4,1,dc-cust
385,京都市,京都市,0.0,0.0,3,2,dc-cust
386,大阪市,京都市,43.006905827515546,430.0,4,2,dc-cust
387,神戸市,京都市,63.83768799403182,638.0,4,2,dc-cust
388,奈良市,京都市,38.032200396357034,380.0,4,2,dc-cust
389,和歌山市,京都市,103.51505728194664,1035.0,4,1,dc-cust
390,鳥取市,京都市,147.81892694293077,1478.0,4,2,dc-cust
391,岡山市,京都市,170.89156062195704,1709.0,4,2,dc-cust
392,徳島市,京都市,152.61389525336298,1526.0,4,2,dc-cust
393,高松市,京都市,173.91787064577204,1739.0,4,2,dc-cust
394,福井市,大阪市,166.00767552490893,1660.0,4,2,dc-cust
395,岐阜市,大阪市,134.61047860344658,1346.0,4,1,dc-cust
396,名古屋市,大阪市,137.82102868752472,1378.0,4,1,dc-cust
397,津市,大阪市,90.49933369707419,905.0,4,1,dc-cust
398,大津市,大阪市,47.55182247257555,476.0,4,2,dc-cust
399,京都市,大阪市,43.00690582751572,430.0,4,1,dc-cust
400,大阪市,大阪市,0.0,0.0,3,2,dc-cust
401,神戸市,大阪市,30.811644719769333,308.0,4,2,dc-cust
402,奈良市,大阪市,28.59898835007487,286.0,4,2,dc-cust
403,和歌山市,大阪市,60.5311866146468,605.0,4,2,dc-cust
404,鳥取市,大阪市,147.83007456276226,1478.0,4,2,dc-cust
405,岡山市,大阪市,144.96815018988852,1450.0,4,2,dc-cust
