,date,cust,prod,demand
99,2019-01-01,DC_高松市,J,0.0
100,2019-01-01,DC_札幌市,A,0.0
101,2019-01-01,DC_札幌市,B,2.0
102,2019-01-01,DC_札幌市,C,0.0
103,2019-01-01,DC_札幌市,D,1.0
104,2019-01-01,DC_札幌市,E,1.0
105,2019-01-01,DC_札幌市,F,0.0
106,2019-01-01,DC_札幌市,G,0.0
107,2019-01-01,DC_札幌市,H,0.0
108,2019-01-01,DC_札幌市,I,0.0
109,2019-01-01,DC_札幌市,J,0.0
110,2019-01-01,DC_盛岡市,A,1.0
111,2019-01-01,DC_盛岡市,B,6.0
112,2019-01-01,DC_盛岡市,C,8.0
113,2019-01-01,DC_盛岡市,D,2.0
114,2019-01-01,DC_盛岡市,E,4.0
115,2019-01-01,DC_盛岡市,F,3.0
116,2019-01-01,DC_盛岡市,G,21.0
117,2019-01-01,DC_盛岡市,H,1.0
118,2019-01-01,DC_盛岡市,I,4.0
119,2019-01-01,DC_盛岡市,J,0.0
120,2019-01-02,DC_さいたま市,A,7.0
121,2019-01-02,Plnt_Odawara,A,11.0
122,2019-01-02,DC_さいたま市,B,15.0
123,2019-01-02,Plnt_Odawara,B,28.0
124,2019-01-02,DC_さいたま市,C,11.0
125,2019-01-02,Plnt_Odawara,C,22.0
126,2019-01-02,DC_さいたま市,D,7.0
127,2019-01-02,Plnt_Odawara,D,11.0
128,2019-01-02,DC_さいたま市,E,3.0
129,2019-01-02,Plnt_Odawara,E,7.0
130,2019-01-02,DC_さいたま市,F,4.0
131,2019-01-02,Plnt_Chiba,F,29.622023748276504
132,2019-01-02,DC_さいたま市,G,51.0
133,2019-01-02,Plnt_Chiba,G,98.0
134,2019-01-02,DC_さいたま市,H,5.0
135,2019-01-02,Plnt_Chiba,H,8.0
136,2019-01-02,DC_さいたま市,I,18.0
137,2019-01-02,Plnt_Chiba,I,36.0
138,2019-01-02,DC_さいたま市,J,2.0
139,2019-01-02,Plnt_Chiba,J,4.0
140,2019-01-02,DC_大津市,A,7.0
141,2019-01-02,Plnt_Osaka,A,28.0
142,2019-01-02,DC_大津市,B,50.0
143,2019-01-02,Plnt_Osaka,B,129.0
144,2019-01-02,DC_大津市,C,45.0
145,2019-01-02,Plnt_Osaka,C,119.0
146,2019-01-02,DC_大津市,D,14.0
147,2019-01-02,Plnt_Osaka,D,28.0
148,2019-01-02,DC_大津市,E,26.0
149,2019-01-02,Plnt_Osaka,E,61.0
150,2019-01-02,DC_大津市,F,25.0
151,2019-01-02,Plnt_Odawara,F,45.377976251723496
152,2019-01-02,DC_大津市,G,180.0
153,2019-01-02,Plnt_Odawara,G,473.0
154,2019-01-02,DC_大津市,H,15.0
155,2019-01-02,Plnt_Odawara,H,34.0
156,2019-01-02,DC_大津市,I,64.0
157,2019-01-02,Plnt_Odawara,I,165.0
158,2019-01-02,DC_大津市,J,4.0
159,2019-01-02,Plnt_Odawara,J,7.0
160,2019-01-02,DC_山形市,A,1.0
161,2019-01-02,DC_山形市,B,4.0
162,2019-01-02,DC_山形市,C,5.0
163,2019-01-02,DC_山形市,D,2.0
164,2019-01-02,DC_山形市,E,2.0
165,2019-01-02,DC_山形市,F,5.0
166,2019-01-02,DC_山形市,G,21.0
167,2019-01-02,DC_山形市,H,2.0
168,2019-01-02,DC_山形市,I,5.0
169,2019-01-02,DC_山形市,J,2.0
170,2019-01-02,DC_福岡市,A,2.0
171,2019-01-02,DC_福岡市,B,19.0
172,2019-01-02,DC_福岡市,C,16.0
173,2019-01-02,DC_福岡市,D,3.0
174,2019-01-02,DC_福岡市,E,8.0
175,2019-01-02,DC_福岡市,F,10.0
176,2019-01-02,DC_福岡市,G,64.0
177,2019-01-02,DC_福岡市,H,2.0
178,2019-01-02,DC_福岡市,I,21.0
179,2019-01-02,DC_福岡市,J,0.0
180,2019-01-02,DC_岐阜市,A,8.0
181,2019-01-02,DC_岐阜市,B,29.0
182,2019-01-02,DC_岐阜市,C,25.0
183,2019-01-02,DC_岐阜市,D,6.0
184,2019-01-02,DC_岐阜市,E,12.0
185,2019-01-02,DC_岐阜市,F,11.0
186,2019-01-02,DC_岐阜市,G,101.0
187,2019-01-02,DC_岐阜市,H,8.0
188,2019-01-02,DC_岐阜市,I,36.0
189,2019-01-02,DC_岐阜市,J,0.0
190,2019-01-02,DC_熊本市,A,3.0
191,2019-01-02,DC_熊本市,B,3.0
192,2019-01-02,DC_熊本市,C,1.0
193,2019-01-02,DC_熊本市,D,0.0
194,2019-01-02,DC_熊本市,E,0.0
195,2019-01-02,DC_熊本市,F,3.0
196,2019-01-02,DC_熊本市,G,11.0
197,2019-01-02,DC_熊本市,H,0.0
198,2019-01-02,DC_熊本市,I,5.0
199,2019-01-02,DC_熊本市,J,1.0
200,2019-01-02,DC_宮崎市,A,3.0
201,2019-01-02,DC_宮崎市,B,11.0
202,2019-01-02,DC_宮崎市,C,10.0
203,2019-01-02,DC_宮崎市,D,1.0
204,2019-01-02,DC_宮崎市,E,5.0
205,2019-01-02,DC_宮崎市,F,5.0
206,2019-01-02,DC_宮崎市,G,42.0
207,2019-01-02,DC_宮崎市,H,3.0
208,2019-01-02,DC_宮崎市,I,15.0
209,2019-01-02,DC_宮崎市,J,0.0
210,2019-01-02,DC_高松市,A,5.0
211,2019-01-02,DC_高松市,B,17.0
212,2019-01-02,DC_高松市,C,22.0
213,2019-01-02,DC_高松市,D,4.0
214,2019-01-02,DC_高松市,E,10.0
215,2019-01-02,DC_高松市,F,11.0
216,2019-01-02,DC_高松市,G,75.0
217,2019-01-02,DC_高松市,H,6.0
218,2019-01-02,DC_高松市,I,24.0
219,2019-01-02,DC_高松市,J,2.0
220,2019-01-02,DC_札幌市,A,0.0
221,2019-01-02,DC_札幌市,B,1.0
222,2019-01-02,DC_札幌市,C,1.0
223,2019-01-02,DC_札幌市,D,0.0
224,2019-01-02,DC_札幌市,E,0.0
225,2019-01-02,DC_札幌市,F,0.0
226,2019-01-02,DC_札幌市,G,0.0
227,2019-01-02,DC_札幌市,H,0.0
228,2019-01-02,DC_札幌市,I,0.0
229,2019-01-02,DC_札幌市,J,0.0
230,2019-01-02,DC_盛岡市,A,3.0
231,2019-01-02,DC_盛岡市,B,8.0
232,2019-01-02,DC_盛岡市,C,5.0
233,2019-01-02,DC_盛岡市,D,2.0
234,2019-01-02,DC_盛岡市,E,2.0
235,2019-01-02,DC_盛岡市,F,1.0
236,2019-01-02,DC_盛岡市,G,26.0
237,2019-01-02,DC_盛岡市,H,1.0
238,2019-01-02,DC_盛岡市,I,13.0
239,2019-01-02,DC_盛岡市,J,0.0
240,2019-01-03,DC_さいたま市,A,4.0
241,2019-01-03,Plnt_Odawara,A,7.0
242,2019-01-03,DC_さいたま市,B,12.0
243,2019-01-03,Plnt_Odawara,B,25.0
244,2019-01-03,DC_さいたま市,C,17.0
245,2019-01-03,Plnt_Odawara,C,29.0
246,2019-01-03,DC_さいたま市,D,2.0
247,2019-01-03,Plnt_Odawara,D,6.0
248,2019-01-03,DC_さいたま市,E,5.0
249,2019-01-03,Plnt_Odawara,E,14.0
250,2019-01-03,DC_さいたま市,F,7.0
251,2019-01-03,Plnt_Chiba,F,40.622023748276504
252,2019-01-03,DC_さいたま市,G,58.0
253,2019-01-03,Plnt_Chiba,G,118.0
254,2019-01-03,DC_さいたま市,H,6.0
255,2019-01-03,Plnt_Chiba,H,7.0
256,2019-01-03,DC_さいたま市,I,13.0
257,2019-01-03,Plnt_Chiba,I,36.0
258,2019-01-03,DC_さいたま市,J,5.0
259,2019-01-03,Plnt_Chiba,J,7.0
260,2019-01-03,DC_大津市,A,12.0
261,2019-01-03,Plnt_Osaka,A,31.0
262,2019-01-03,DC_大津市,B,62.0
263,2019-01-03,Plnt_Osaka,B,154.0
264,2019-01-03,DC_大津市,C,52.0
265,2019-01-03,Plnt_Osaka,C,135.0
266,2019-01-03,DC_大津市,D,14.0
267,2019-01-03,Plnt_Osaka,D,37.0
268,2019-01-03,DC_大津市,E,25.0
269,2019-01-03,Plnt_Osaka,E,74.0
270,2019-01-03,DC_大津市,F,25.0
271,2019-01-03,Plnt_Odawara,F,46.377976251723496
272,2019-01-03,DC_大津市,G,190.0
273,2019-01-03,Plnt_Odawara,G,506.0
274,2019-01-03,DC_大津市,H,17.0
275,2019-01-03,Plnt_Odawara,H,41.0
276,2019-01-03,DC_大津市,I,68.0
277,2019-01-03,Plnt_Odawara,I,179.0
278,2019-01-03,DC_大津市,J,3.0
279,2019-01-03,Plnt_Odawara,J,9.0
280,2019-01-03,DC_山形市,A,2.0
281,2019-01-03,DC_山形市,B,5.0
282,2019-01-03,DC_山形市,C,5.0
283,2019-01-03,DC_山形市,D,1.0
284,2019-01-03,DC_山形市,E,5.0
285,2019-01-03,DC_山形市,F,3.0
286,2019-01-03,DC_山形市,G,25.0
287,2019-01-03,DC_山形市,H,0.0
288,2019-01-03,DC_山形市,I,12.0
289,2019-01-03,DC_山形市,J,2.0
290,2019-01-03,DC_福岡市,A,4.0
291,2019-01-03,DC_福岡市,B,21.0
292,2019-01-03,DC_福岡市,C,15.0
293,2019-01-03,DC_福岡市,D,7.0
294,2019-01-03,DC_福岡市,E,10.0
295,2019-01-03,DC_福岡市,F,10.0
296,2019-01-03,DC_福岡市,G,68.0
297,2019-01-03,DC_福岡市,H,4.0
298,2019-01-03,DC_福岡市,I,25.0
299,2019-01-03,DC_福岡市,J,1.0
300,2019-01-03,DC_岐阜市,A,8.0
301,2019-01-03,DC_岐阜市,B,34.0
302,2019-01-03,DC_岐阜市,C,29.0
303,2019-01-03,DC_岐阜市,D,8.0
304,2019-01-03,DC_岐阜市,E,14.0
305,2019-01-03,DC_岐阜市,F,17.0
306,2019-01-03,DC_岐阜市,G,110.0
307,2019-01-03,DC_岐阜市,H,8.0
308,2019-01-03,DC_岐阜市,I,38.0
309,2019-01-03,DC_岐阜市,J,1.0
310,2019-01-03,DC_熊本市,A,0.0
311,2019-01-03,DC_熊本市,B,3.0
312,2019-01-03,DC_熊本市,C,7.0
313,2019-01-03,DC_熊本市,D,1.0
314,2019-01-03,DC_熊本市,E,3.0
315,2019-01-03,DC_熊本市,F,0.0
316,2019-01-03,DC_熊本市,G,13.0
317,2019-01-03,DC_熊本市,H,2.0
318,2019-01-03,DC_熊本市,I,6.0
319,2019-01-03,DC_熊本市,J,1.0
320,2019-01-03,DC_宮崎市,A,4.0
321,2019-01-03,DC_宮崎市,B,11.0
322,2019-01-03,DC_宮崎市,C,10.0
323,2019-01-03,DC_宮崎市,D,1.0
324,2019-01-03,DC_宮崎市,E,7.0
325,2019-01-03,DC_宮崎市,F,6.0
326,2019-01-03,DC_宮崎市,G,44.0
327,2019-01-03,DC_宮崎市,H,3.0
328,2019-01-03,DC_宮崎市,I,15.0
329,2019-01-03,DC_宮崎市,J,1.0
330,2019-01-03,DC_高松市,A,3.0
331,2019-01-03,DC_高松市,B,23.0
332,2019-01-03,DC_高松市,C,22.0
333,2019-01-03,DC_高松市,D,6.0
334,2019-01-03,DC_高松市,E,15.0
335,2019-01-03,DC_高松市,F,14.0
336,2019-01-03,DC_高松市,G,81.0
337,2019-01-03,DC_高松市,H,7.0
338,2019-01-03,DC_高松市,I,27.0
339,2019-01-03,DC_高松市,J,2.0
340,2019-01-03,DC_札幌市,A,0.0
341,2019-01-03,DC_札幌市,B,1.0
342,2019-01-03,DC_札幌市,C,1.0
343,2019-01-03,DC_札幌市,D,0.0
344,2019-01-03,DC_札幌市,E,1.0
345,2019-01-03,DC_札幌市,F,1.0
346,2019-01-03,DC_札幌市,G,2.0
347,2019-01-03,DC_札幌市,H,0.0
348,2019-01-03,DC_札幌市,I,1.0
349,2019-01-03,DC_札幌市,J,0.0
350,2019-01-03,DC_盛岡市,A,1.0
351,2019-01-03,DC_盛岡市,B,7.0
352,2019-01-03,DC_盛岡市,C,6.0
353,2019-01-03,DC_盛岡市,D,3.0
354,2019-01-03,DC_盛岡市,E,3.0
355,2019-01-03,DC_盛岡市,F,4.0
356,2019-01-03,DC_盛岡市,G,33.0
357,2019-01-03,DC_盛岡市,H,1.0
358,2019-01-03,DC_盛岡市,I,10.0
359,2019-01-03,DC_盛岡市,J,0.0
360,2019-01-04,DC_さいたま市,A,3.0
361,2019-01-04,Plnt_Odawara,A,5.0
362,2019-01-04,DC_さいたま市,B,11.0
363,2019-01-04,Plnt_Odawara,B,19.0
364,2019-01-04,DC_さいたま市,C,8.0
365,2019-01-04,Plnt_Odawara,C,17.0
366,2019-01-04,DC_さいたま市,D,1.0
367,2019-01-04,Plnt_Odawara,D,5.0
368,2019-01-04,DC_さいたま市,E,5.0
369,2019-01-04,Plnt_Odawara,E,7.0
370,2019-01-04,DC_さいたま市,F,8.0
371,2019-01-04,Plnt_Chiba,F,23.862976148828018
372,2019-01-04,DC_さいたま市,G,35.0
373,2019-01-04,Plnt_Chiba,G,74.0
374,2019-01-04,DC_さいたま市,H,1.0
375,2019-01-04,Plnt_Chiba,H,5.0
376,2019-01-04,DC_さいたま市,I,10.0
377,2019-01-04,Plnt_Chiba,I,19.0
378,2019-01-04,DC_さいたま市,J,1.0
379,2019-01-04,Plnt_Chiba,J,2.0
380,2019-01-04,DC_大津市,A,5.0
381,2019-01-04,Plnt_Osaka,A,23.0
382,2019-01-04,DC_大津市,B,37.0
383,2019-01-04,Plnt_Osaka,B,96.0
384,2019-01-04,DC_大津市,C,35.0
385,2019-01-04,Plnt_Osaka,C,88.0
386,2019-01-04,DC_大津市,D,9.0
387,2019-01-04,Plnt_Osaka,D,26.0
388,2019-01-04,DC_大津市,E,17.0
389,2019-01-04,Plnt_Osaka,E,49.0
390,2019-01-04,DC_大津市,F,17.0
391,2019-01-04,Plnt_Odawara,F,30.137023851171982
392,2019-01-04,DC_大津市,G,136.0
393,2019-01-04,Plnt_Odawara,G,351.0
394,2019-01-04,DC_大津市,H,13.0
395,2019-01-04,Plnt_Odawara,H,36.0
396,2019-01-04,DC_大津市,I,45.0
397,2019-01-04,Plnt_Odawara,I,119.0
398,2019-01-04,DC_大津市,J,1.0
399,2019-01-04,Plnt_Odawara,J,3.0
400,2019-01-04,DC_山形市,A,2.0
401,2019-01-04,DC_山形市,B,2.0
402,2019-01-04,DC_山形市,C,5.0
403,2019-01-04,DC_山形市,D,0.0
404,2019-01-04,DC_山形市,E,0.0
405,2019-01-04,DC_山形市,F,1.0
406,2019-01-04,DC_山形市,G,16.0
407,2019-01-04,DC_山形市,H,2.0
408,2019-01-04,DC_山形市,I,3.0
409,2019-01-04,DC_山形市,J,1.0
410,2019-01-04,DC_福岡市,A,4.0
411,2019-01-04,DC_福岡市,B,13.0
412,2019-01-04,DC_福岡市,C,13.0
413,2019-01-04,DC_福岡市,D,3.0
414,2019-01-04,DC_福岡市,E,5.0
415,2019-01-04,DC_福岡市,F,4.0
416,2019-01-04,DC_福岡市,G,49.0
417,2019-01-04,DC_福岡市,H,2.0
418,2019-01-04,DC_福岡市,I,15.0
419,2019-01-04,DC_福岡市,J,0.0
420,2019-01-04,DC_岐阜市,A,7.0
421,2019-01-04,DC_岐阜市,B,22.0
422,2019-01-04,DC_岐阜市,C,19.0
423,2019-01-04,DC_岐阜市,D,6.0
424,2019-01-04,DC_岐阜市,E,10.0
425,2019-01-04,DC_岐阜市,F,8.0
426,2019-01-04,DC_岐阜市,G,75.0
427,2019-01-04,DC_岐阜市,H,7.0
428,2019-01-04,DC_岐阜市,I,30.0
429,2019-01-04,DC_岐阜市,J,1.0
430,2019-01-04,DC_熊本市,A,0.0
431,2019-01-04,DC_熊本市,B,0.0
432,2019-01-04,DC_熊本市,C,1.0
433,2019-01-04,DC_熊本市,D,2.0
434,2019-01-04,DC_熊本市,E,1.0
435,2019-01-04,DC_熊本市,F,1.0
436,2019-01-04,DC_熊本市,G,9.0
437,2019-01-04,DC_熊本市,H,3.0
438,2019-01-04,DC_熊本市,I,3.0
439,2019-01-04,DC_熊本市,J,0.0
440,2019-01-04,DC_宮崎市,A,1.0
441,2019-01-04,DC_宮崎市,B,7.0
442,2019-01-04,DC_宮崎市,C,6.0
443,2019-01-04,DC_宮崎市,D,0.0
444,2019-01-04,DC_宮崎市,E,6.0
445,2019-01-04,DC_宮崎市,F,4.0
446,2019-01-04,DC_宮崎市,G,28.0
447,2019-01-04,DC_宮崎市,H,4.0
448,2019-01-04,DC_宮崎市,I,10.0
449,2019-01-04,DC_宮崎市,J,1.0
450,2019-01-04,DC_高松市,A,6.0
451,2019-01-04,DC_高松市,B,17.0
452,2019-01-04,DC_高松市,C,14.0
453,2019-01-04,DC_高松市,D,6.0
454,2019-01-04,DC_高松市,E,10.0
455,2019-01-04,DC_高松市,F,10.0
456,2019-01-04,DC_高松市,G,54.0
457,2019-01-04,DC_高松市,H,7.0
458,2019-01-04,DC_高松市,I,16.0
459,2019-01-04,DC_高松市,J,0.0
460,2019-01-04,DC_札幌市,A,0.0
461,2019-01-04,DC_札幌市,B,2.0
462,2019-01-04,DC_札幌市,C,0.0
463,2019-01-04,DC_札幌市,D,0.0
464,2019-01-04,DC_札幌市,E,0.0
465,2019-01-04,DC_札幌市,F,0.0
466,2019-01-04,DC_札幌市,G,0.0
467,2019-01-04,DC_札幌市,H,0.0
468,2019-01-04,DC_札幌市,I,1.0
469,2019-01-04,DC_札幌市,J,0.0
470,2019-01-04,DC_盛岡市,A,0.0
471,2019-01-04,DC_盛岡市,B,4.0
472,2019-01-04,DC_盛岡市,C,4.0
473,2019-01-04,DC_盛岡市,D,4.0
474,2019-01-04,DC_盛岡市,E,2.0
475,2019-01-04,DC_盛岡市,F,1.0
476,2019-01-04,DC_盛岡市,G,23.0
477,2019-01-04,DC_盛岡市,H,2.0
478,2019-01-04,DC_盛岡市,I,5.0
479,2019-01-04,DC_盛岡市,J,0.0
480,2019-01-05,DC_さいたま市,A,5.0
481,2019-01-05,Plnt_Odawara,A,10.0
482,2019-01-05,DC_さいたま市,B,15.0
483,2019-01-05,Plnt_Odawara,B,28.0
484,2019-01-05,DC_さいたま市,C,10.0
485,2019-01-05,Plnt_Odawara,C,25.0
486,2019-01-05,DC_さいたま市,D,3.0
487,2019-01-05,Plnt_Odawara,D,9.0
488,2019-01-05,DC_さいたま市,E,8.0
489,2019-01-05,Plnt_Odawara,E,15.0
490,2019-01-05,DC_さいたま市,F,10.0
491,2019-01-05,Plnt_Chiba,F,45.41571419751816
492,2019-01-05,DC_さいたま市,G,68.0
493,2019-01-05,Plnt_Chiba,G,129.0
494,2019-01-05,DC_さいたま市,H,4.0
495,2019-01-05,Plnt_Chiba,H,10.0
496,2019-01-05,DC_さいたま市,I,24.0
497,2019-01-05,Plnt_Chiba,I,43.0
498,2019-01-05,DC_さいたま市,J,0.0
499,2019-01-05,Plnt_Chiba,J,2.0
500,2019-01-05,DC_大津市,A,16.0
501,2019-01-05,Plnt_Osaka,A,39.0
502,2019-01-05,DC_大津市,B,66.0
503,2019-01-05,Plnt_Osaka,B,176.0
504,2019-01-05,DC_大津市,C,64.0
505,2019-01-05,Plnt_Osaka,C,165.0
506,2019-01-05,DC_大津市,D,13.0
507,2019-01-05,Plnt_Osaka,D,39.0
508,2019-01-05,DC_大津市,E,32.0
509,2019-01-05,Plnt_Osaka,E,83.0
510,2019-01-05,DC_大津市,F,36.0
511,2019-01-05,Plnt_Odawara,F,59.58428580248184
512,2019-01-05,DC_大津市,G,228.0
513,2019-01-05,Plnt_Odawara,G,600.0
514,2019-01-05,DC_大津市,H,21.0
515,2019-01-05,Plnt_Odawara,H,58.0
516,2019-01-05,DC_大津市,I,80.0
517,2019-01-05,Plnt_Odawara,I,206.0
518,2019-01-05,DC_大津市,J,0.0
519,2019-01-05,Plnt_Odawara,J,5.0
520,2019-01-05,DC_山形市,A,2.0
521,2019-01-05,DC_山形市,B,5.0
522,2019-01-05,DC_山形市,C,6.0
523,2019-01-05,DC_山形市,D,3.0
524,2019-01-05,DC_山形市,E,3.0
525,2019-01-05,DC_山形市,F,2.0
526,2019-01-05,DC_山形市,G,26.0
527,2019-01-05,DC_山形市,H,5.0
528,2019-01-05,DC_山形市,I,8.0
529,2019-01-05,DC_山形市,J,2.0
530,2019-01-05,DC_福岡市,A,4.0
531,2019-01-05,DC_福岡市,B,22.0
532,2019-01-05,DC_福岡市,C,26.0
533,2019-01-05,DC_福岡市,D,7.0
534,2019-01-05,DC_福岡市,E,12.0
535,2019-01-05,DC_福岡市,F,14.0
536,2019-01-05,DC_福岡市,G,82.0
537,2019-01-05,DC_福岡市,H,6.0
538,2019-01-05,DC_福岡市,I,30.0
539,2019-01-05,DC_福岡市,J,1.0
540,2019-01-05,DC_岐阜市,A,8.0
541,2019-01-05,DC_岐阜市,B,42.0
542,2019-01-05,DC_岐阜市,C,34.0
543,2019-01-05,DC_岐阜市,D,8.0
544,2019-01-05,DC_岐阜市,E,19.0
545,2019-01-05,DC_岐阜市,F,19.0
546,2019-01-05,DC_岐阜市,G,128.0
547,2019-01-05,DC_岐阜市,H,12.0
548,2019-01-05,DC_岐阜市,I,45.0
549,2019-01-05,DC_岐阜市,J,1.0
550,2019-01-05,DC_熊本市,A,2.0
551,2019-01-05,DC_熊本市,B,4.0
552,2019-01-05,DC_熊本市,C,4.0
553,2019-01-05,DC_熊本市,D,2.0
554,2019-01-05,DC_熊本市,E,2.0
555,2019-01-05,DC_熊本市,F,2.0
556,2019-01-05,DC_熊本市,G,18.0
557,2019-01-05,DC_熊本市,H,2.0
558,2019-01-05,DC_熊本市,I,5.0
559,2019-01-05,DC_熊本市,J,1.0
560,2019-01-05,DC_宮崎市,A,3.0
561,2019-01-05,DC_宮崎市,B,15.0
562,2019-01-05,DC_宮崎市,C,14.0
563,2019-01-05,DC_宮崎市,D,1.0
564,2019-01-05,DC_宮崎市,E,7.0
565,2019-01-05,DC_宮崎市,F,6.0
566,2019-01-05,DC_宮崎市,G,50.0
567,2019-01-05,DC_宮崎市,H,6.0
568,2019-01-05,DC_宮崎市,I,16.0
569,2019-01-05,DC_宮崎市,J,1.0
570,2019-01-05,DC_高松市,A,6.0
571,2019-01-05,DC_高松市,B,27.0
572,2019-01-05,DC_高松市,C,23.0
573,2019-01-05,DC_高松市,D,8.0
574,2019-01-05,DC_高松市,E,11.0
575,2019-01-05,DC_高松市,F,14.0
576,2019-01-05,DC_高松市,G,94.0
577,2019-01-05,DC_高松市,H,11.0
578,2019-01-05,DC_高松市,I,30.0
579,2019-01-05,DC_高松市,J,1.0
580,2019-01-05,DC_札幌市,A,0.0
581,2019-01-05,DC_札幌市,B,0.0
582,2019-01-05,DC_札幌市,C,0.0
583,2019-01-05,DC_札幌市,D,1.0
584,2019-01-05,DC_札幌市,E,0.0
585,2019-01-05,DC_札幌市,F,0.0
586,2019-01-05,DC_札幌市,G,1.0
587,2019-01-05,DC_札幌市,H,0.0
588,2019-01-05,DC_札幌市,I,0.0
589,2019-01-05,DC_札幌市,J,0.0
590,2019-01-05,DC_盛岡市,A,3.0
591,2019-01-05,DC_盛岡市,B,8.0
592,2019-01-05,DC_盛岡市,C,9.0
593,2019-01-05,DC_盛岡市,D,2.0
594,2019-01-05,DC_盛岡市,E,4.0
