,from_node,to_node,prod,flow
38,Plnt_Odawara,DC_cust8,prod68,2168132.1
39,Plnt_Odawara,DC_cust28,prod28,42771.181
40,Plnt_Osaka,DC_cust2,prod91,5215489.0
41,Plnt_Odawara,DC_cust38,prod98,2325063.0
42,Plnt_Odawara,DC_cust5,prod54,2183103.1
43,Plnt_Odawara,DC_cust31,prod63,17482.898
44,Plnt_Odawara,DC_cust3,prod98,6954494.4
45,Plnt_Odawara,DC_cust6,prod48,1104826.9
46,Plnt_Osaka,DC_cust31,prod26,22973.942
47,Plnt_Osaka,DC_cust31,prod89,17838.874
48,Plnt_Odawara,DC_cust17,prod43,3176828.6
49,Plnt_Odawara,DC_cust2,prod81,1330564.4
50,Plnt_Odawara,DC_cust38,prod39,601731.58
51,Plnt_Odawara,DC_cust31,prod73,15231.731
52,Plnt_Chiba,DC_cust18,prod81,1952969.6
53,Plnt_Osaka,DC_cust17,prod71,1279503.5
54,Plnt_Odawara,DC_cust3,prod39,1798927.6
55,Plnt_Odawara,DC_cust6,prod51,2117451.2
56,Plnt_Osaka,DC_cust8,prod44,5772970.4
57,Plnt_Odawara,DC_cust8,prod29,6877770.2
58,Plnt_Osaka,DC_cust31,prod98,68031.387
59,Plnt_Chiba,DC_cust28,prod34,60672.225
60,Plnt_Osaka,DC_cust8,prod23,1730143.1
61,Plnt_Osaka,DC_cust17,prod28,650022.88
62,Plnt_Odawara,DC_cust27,prod34,1562463.7
63,Plnt_Odawara,DC_cust2,prod46,7487087.6
64,Plnt_Odawara,DC_cust31,prod1,27534.437
65,Plnt_Chiba,DC_cust3,prod68,2375685.7
66,Plnt_Osaka,DC_cust31,prod39,17271.319
67,Plnt_Osaka,DC_cust2,prod48,1558898.0
68,Plnt_Chiba,DC_cust6,prod74,923252.46
69,Plnt_Chiba,DC_cust38,prod63,606830.55
70,Plnt_Odawara,DC_cust27,prod63,1297475.7
71,Plnt_Chiba,DC_cust38,prod79,674991.29
72,Plnt_Odawara,DC_cust27,prod79,1443616.1
73,Plnt_Odawara,DC_cust18,prod26,1751639.0
74,Plnt_Osaka,DC_cust27,prod26,1705041.3
75,Plnt_Osaka,DC_cust27,prod89,1323948.3
76,Plnt_Chiba,DC_cust28,prod73,43747.857
77,Plnt_Odawara,DC_cust27,prod73,1142377.8
78,Plnt_Odawara,DC_cust8,prod54,2121458.2
79,Plnt_Osaka,DC_cust30,prod44,2479886.2
80,Plnt_Odawara,DC_cust38,prod71,1030699.8
81,Plnt_Osaka,DC_cust30,prod23,741823.39
82,Plnt_Odawara,DC_cust31,prod81,25772.61
83,Plnt_Odawara,DC_cust17,prod46,6180119.8
84,Plnt_Odawara,DC_cust3,prod71,3083482.9
85,Plnt_Odawara,DC_cust8,prod34,1993707.2
86,Plnt_Odawara,DC_cust18,prod98,5100543.1
87,Plnt_Chiba,DC_cust3,prod29,7552412.5
88,Plnt_Odawara,DC_cust38,prod28,521379.44
89,Plnt_Osaka,DC_cust5,prod51,5587310.7
90,Plnt_Chiba,DC_cust28,prod1,79383.489
91,Plnt_Chiba,DC_cust38,prod43,2568041.7
92,Plnt_Odawara,DC_cust6,prod44,2252865.2
93,Plnt_Odawara,DC_cust3,prod28,1559435.4
94,Plnt_Odawara,DC_cust27,prod1,2030966.3
95,Plnt_Odawara,DC_cust6,prod23,670833.9
96,Plnt_Odawara,DC_cust18,prod39,1322364.9
97,Plnt_Osaka,DC_cust27,prod39,1286862.7
98,Plnt_Odawara,DC_cust2,prod74,1303038.0
99,Plnt_Osaka,DC_cust31,prod71,29903.929
100,Plnt_Odawara,DC_cust30,prod54,910009.18
101,Plnt_Chiba,DC_cust18,prod74,1912552.9
102,Plnt_Odawara,DC_cust5,prod68,2231302.2
103,Plnt_Chiba,DC_cust6,prod43,2731608.9
104,Plnt_Osaka,DC_cust31,prod28,14967.005
105,Plnt_Chiba,DC_cust28,prod81,74084.973
106,Plnt_Odawara,DC_cust28,prod91,296901.43
107,Plnt_Odawara,DC_cust27,prod81,1901758.3
108,Plnt_Osaka,DC_cust2,prod44,3171286.5
109,Plnt_Odawara,DC_cust6,prod98,2472718.6
110,Plnt_Chiba,DC_cust3,prod34,2183719.8
111,Plnt_Osaka,DC_cust2,prod23,948305.1
112,Plnt_Chiba,DC_cust18,prod79,1482489.6
113,Plnt_Osaka,DC_cust8,prod60,1340834.5
114,Plnt_Odawara,DC_cust17,prod54,966125.92
115,Plnt_Chiba,DC_cust38,prod46,5001959.0
116,Plnt_Odawara,DC_cust27,prod46,10696054.0
117,Plnt_Odawara,DC_cust18,prod71,2263148.4
118,Plnt_Osaka,DC_cust27,prod71,2204782.5
119,Plnt_Osaka,DC_cust5,prod44,5943685.1
120,Plnt_Odawara,DC_cust5,prod29,7081868.4
121,Plnt_Osaka,DC_cust8,prod51,5426866.1
122,Plnt_Chiba,DC_cust3,prod73,1597565.9
123,Plnt_Odawara,DC_cust31,prod74,25272.239
124,Plnt_Osaka,DC_cust17,prod91,4307302.8
125,Plnt_Osaka,DC_cust5,prod26,2239592.9
126,Plnt_Odawara,DC_cust18,prod28,1146336.6
127,Plnt_Odawara,DC_cust38,prod89,619168.35
128,Plnt_Osaka,DC_cust27,prod28,1114972.7
129,Plnt_Odawara,DC_cust28,prod48,87106.648
130,Plnt_Chiba,DC_cust18,prod43,5632675.0
131,Plnt_Odawara,DC_cust3,prod89,1850902.0
132,Plnt_Chiba,DC_cust6,prod46,5324901.8
133,Plnt_Osaka,DC_cust30,prod60,574564.15
134,Plnt_Chiba,DC_cust3,prod1,2840640.6
135,Plnt_Odawara,DC_cust28,prod51,168833.56
136,Plnt_Odawara,DC_cust31,prod79,19383.104
137,Plnt_Osaka,DC_cust30,prod51,2331078.5
138,Plnt_Osaka,DC_cust5,prod98,6521509.1
139,Plnt_Odawara,DC_cust6,prod60,518257.88
140,Plnt_Odawara,DC_cust5,prod34,2051653.0
141,Plnt_Chiba,DC_cust28,prod74,72668.091
142,Plnt_Chiba,DC_cust38,prod74,871142.69
143,Plnt_Odawara,DC_cust27,prod74,1862544.9
144,Plnt_Osaka,DC_cust17,prod48,1292829.0
145,Plnt_Odawara,DC_cust38,prod91,3484434.4
146,Plnt_Odawara,DC_cust5,prod63,1704776.6
147,Plnt_Odawara,DC_cust5,prod79,1895635.5
148,Plnt_Odawara,DC_cust30,prod68,930234.59
149,Plnt_Chiba,DC_cust3,prod81,2659279.7
150,Plnt_Chiba,DC_cust38,prod54,776971.69
151,Plnt_Odawara,DC_cust3,prod91,10420825.0
152,Plnt_Odawara,DC_cust2,prod68,1188868.2
153,Plnt_Odawara,DC_cust31,prod43,75207.047
154,Plnt_Odawara,DC_cust5,prod73,1501355.3
155,Plnt_Osaka,DC_cust17,prod51,2465856.8
156,Plnt_Chiba,DC_cust18,prod46,10966398.0
157,Plnt_Osaka,DC_cust8,prod26,2176279.4
158,Plnt_Chiba,DC_cust28,prod63,49995.975
159,Plnt_Chiba,DC_cust28,prod79,55825.948
160,Plnt_Chiba,DC_cust6,prod54,823615.48
161,Plnt_Osaka,DC_cust31,prod91,102204.01
162,Plnt_Odawara,DC_cust18,prod89,1360097.3
163,Plnt_Osaka,DC_cust2,prod51,2981176.6
164,Plnt_Odawara,DC_cust28,prod44,179762.5
165,Plnt_Odawara,DC_cust17,prod68,987667.94
166,Plnt_Odawara,DC_cust5,prod1,2666430.3
167,Plnt_Odawara,DC_cust30,prod29,2955289.7
168,Plnt_Odawara,DC_cust28,prod23,52356.442
169,Plnt_Osaka,DC_cust8,prod98,6333810.9
170,Plnt_Osaka,DC_cust5,prod60,1378905.8
171,Plnt_Odawara,DC_cust38,prod48,1041585.7
172,Plnt_Odawara,DC_cust3,prod48,3114788.7
173,Plnt_Osaka,DC_cust30,prod26,933730.16
174,Plnt_Osaka,DC_cust8,prod39,1643123.7
175,Plnt_Chiba,DC_cust28,prod43,218305.1
176,Plnt_Osaka,DC_cust5,prod28,1465770.8
177,Plnt_Odawara,DC_cust27,prod43,5492028.7
178,Plnt_Odawara,DC_cust8,prod63,1656940.6
179,Plnt_Odawara,DC_cust8,prod79,1842893.0
180,Plnt_Odawara,DC_cust3,prod51,5957372.6
181,Plnt_Odawara,DC_cust5,prod81,2496982.0
182,Plnt_Odawara,DC_cust31,prod46,146945.59
183,Plnt_Odawara,DC_cust6,prod26,844898.79
184,Plnt_Osaka,DC_cust17,prod44,2622914.1
185,Plnt_Osaka,DC_cust31,prod48,30242.857
186,Plnt_Odawara,DC_cust17,prod29,3124022.0
187,Plnt_Osaka,DC_cust30,prod98,2721379.8
188,Plnt_Odawara,DC_cust8,prod73,1459481.6
189,Plnt_Odawara,DC_cust18,prod91,7641026.3
190,Plnt_Osaka,DC_cust27,prod91,7451147.1
191,Plnt_Odawara,DC_cust6,prod89,654864.15
192,Plnt_Odawara,DC_cust2,prod54,1163082.5
193,Plnt_Osaka,DC_cust17,prod23,788801.1
194,Plnt_Chiba,DC_cust18,prod54,1707393.8
195,Plnt_Odawara,DC_cust30,prod34,855310.32
196,Plnt_Chiba,DC_cust3,prod74,2604605.9
197,Plnt_Osaka,DC_cust30,prod39,704502.14
198,Plnt_Odawara,DC_cust2,prod34,1092745.8
199,Plnt_Osaka,DC_cust31,prod51,58235.549
200,Plnt_Odawara,DC_cust30,prod63,710527.65
201,Plnt_Odawara,DC_cust30,prod79,790262.1
202,Plnt_Odawara,DC_cust8,prod43,6995026.5
203,Plnt_Odawara,DC_cust8,prod1,2591317.5
204,Plnt_Osaka,DC_cust8,prod71,2811952.0
205,Plnt_Odawara,DC_cust6,prod39,636550.98
206,Plnt_Chiba,DC_cust38,prod68,794259.05
207,Plnt_Osaka,DC_cust2,prod26,1193159.9
208,Plnt_Odawara,DC_cust30,prod73,625816.57
209,Plnt_Osaka,DC_cust17,prod98,2877422.3
210,Plnt_Chiba,DC_cust3,prod63,1814520.3
211,Plnt_Chiba,DC_cust3,prod79,2018316.6
212,Plnt_Chiba,DC_cust28,prod46,427304.7
213,Plnt_Odawara,DC_cust17,prod34,908157.1
214,Plnt_Osaka,DC_cust8,prod28,1424614.1
215,Plnt_Odawara,DC_cust18,prod48,2286802.2
216,Plnt_Odawara,DC_cust38,prod44,2119048.6
217,Plnt_Osaka,DC_cust27,prod48,2227385.4
218,Plnt_Odawara,DC_cust38,prod23,633592.87
219,Plnt_Odawara,DC_cust3,prod44,6337756.7
220,Plnt_Odawara,DC_cust3,prod23,1894710.0
221,Plnt_Odawara,DC_cust8,prod81,2426571.1
222,Plnt_Osaka,DC_cust2,prod98,3480486.6
223,Plnt_Chiba,DC_cust6,prod68,841693.01
224,Plnt_Odawara,DC_cust17,prod63,755379.53
225,Plnt_Odawara,DC_cust30,prod43,3005110.2
226,Plnt_Odawara,DC_cust31,prod54,22522.706
227,Plnt_Osaka,DC_cust5,prod89,1739014.4
228,Plnt_Odawara,DC_cust30,prod1,1112179.1
229,Plnt_Odawara,DC_cust28,prod60,40220.192
230,Plnt_Osaka,DC_cust27,prod51,4259285.3
231,Plnt_Osaka,DC_cust30,prod71,1206866.5
232,Plnt_Odawara,DC_cust17,prod73,665868.3
233,Plnt_Chiba,DC_cust38,prod29,2525323.7
234,Plnt_Chiba,DC_cust3,prod43,7681142.2
235,Plnt_Odawara,DC_cust5,prod74,2445652.4
236,Plnt_Osaka,DC_cust31,prod44,61986.827
237,Plnt_Osaka,DC_cust30,prod28,610721.21
238,Plnt_Osaka,DC_cust31,prod23,18164.766
239,Plnt_Odawara,DC_cust8,prod46,13615849.0
240,Plnt_Odawara,DC_cust6,prod71,1093526.0
241,Plnt_Odawara,DC_cust30,prod81,1041380.1
242,Plnt_Osaka,DC_cust5,prod39,1690860.5
243,Plnt_Chiba,DC_cust6,prod29,2685397.3
244,Plnt_Odawara,DC_cust17,prod1,1179538.6
245,Plnt_Osaka,DC_cust17,prod60,611889.41
246,Plnt_Odawara,DC_cust6,prod28,551261.3
247,Plnt_Osaka,DC_cust5,prod91,9768568.2
248,Plnt_Chiba,DC_cust28,prod54,64595.975
249,Plnt_Odawara,DC_cust27,prod54,1662307.3
250,Plnt_Chiba,DC_cust18,prod68,1744955.7
251,Plnt_Odawara,DC_cust30,prod46,5852369.9
252,Plnt_Chiba,DC_cust38,prod34,730253.7
253,Plnt_Osaka,DC_cust2,prod60,733644.99
254,Plnt_Osaka,DC_cust2,prod71,1542731.7
255,Plnt_Osaka,DC_cust8,prod89,1690130.5
256,Plnt_Odawara,DC_cust18,prod44,4648594.9
257,Plnt_Osaka,DC_cust27,prod44,4531666.5
258,Plnt_Odawara,DC_cust17,prod81,1104599.3
259,Plnt_Odawara,DC_cust18,prod23,1392391.8
260,Plnt_Osaka,DC_cust27,prod23,1355309.2
261,Plnt_Chiba,DC_cust3,prod46,14959227.0
262,Plnt_Osaka,DC_cust2,prod28,780190.51
263,Plnt_Odawara,DC_cust5,prod43,7201963.4
264,Plnt_Odawara,DC_cust8,prod74,2376567.1
265,Plnt_Chiba,DC_cust6,prod34,773783.96
266,Plnt_Chiba,DC_cust38,prod73,534198.56
267,Plnt_Osaka,DC_cust5,prod71,2894049.9
268,Plnt_Odawara,DC_cust2,prod29,3779451.7
269,Plnt_Odawara,DC_cust38,prod60,490520.89
270,Plnt_Osaka,DC_cust5,prod48,2924033.0
271,Plnt_Chiba,DC_cust18,prod29,5539015.4
272,Plnt_Odawara,DC_cust28,prod26,66387.885
273,Plnt_Odawara,DC_cust3,prod60,1466742.5
274,Plnt_Chiba,DC_cust6,prod63,641874.56
275,Plnt_Chiba,DC_cust6,prod79,714433.35
276,Plnt_Odawara,DC_cust28,prod89,51064.904
277,Plnt_Osaka,DC_cust30,prod89,724876.96
278,Plnt_Osaka,DC_cust27,prod98,4972609.6
279,Plnt_Odawara,DC_cust38,prod51,1992103.8
280,Plnt_Odawara,DC_cust31,prod68,22984.973
281,Plnt_Chiba,DC_cust6,prod73,564921.73
282,Plnt_Osaka,DC_cust8,prod91,9487288.6
283,Plnt_Chiba,DC_cust38,prod1,950049.88
284,Plnt_Odawara,DC_cust30,prod74,1019738.8
285,Plnt_Odawara,DC_cust28,prod98,197329.63
286,Plnt_Osaka,DC_cust31,prod60,14065.536
287,Plnt_Odawara,DC_cust28,prod39,49628.97
288,DC_cust18,Cust_cust0,prod1,1307396.9093406594
289,DC_cust18,Cust_cust0,prod23,873956.401098901
290,DC_cust18,Cust_cust0,prod26,1098511.6208791207
291,DC_cust18,Cust_cust0,prod28,720100.8791208791
292,DC_cust18,Cust_cust0,prod29,3465759.230769231
293,DC_cust18,Cust_cust0,prod34,1006429.3406593405
294,DC_cust18,Cust_cust0,prod39,830052.1153846155
295,DC_cust18,Cust_cust0,prod43,3524269.5329670333
296,DC_cust18,Cust_cust0,prod44,2909349.8214285714
297,DC_cust18,Cust_cust0,prod46,6857762.390109889
298,DC_cust18,Cust_cust0,prod48,1432950.892857143
299,DC_cust18,Cust_cust0,prod51,2735113.461538462
300,DC_cust18,Cust_cust0,prod54,1070949.107142857
301,DC_cust18,Cust_cust0,prod60,677607.4587912087
302,DC_cust18,Cust_cust0,prod63,836924.945054945
303,DC_cust18,Cust_cust0,prod68,1094309.1071428575
304,DC_cust18,Cust_cust0,prod71,1418472.2252747251
305,DC_cust18,Cust_cust0,prod73,737522.60989011
306,DC_cust18,Cust_cust0,prod74,1199217.5274725275
307,DC_cust18,Cust_cust0,prod79,930334.8626373627
308,DC_cust18,Cust_cust0,prod81,1224472.7197802195
309,DC_cust18,Cust_cust0,prod89,853807.1978021979
310,DC_cust18,Cust_cust0,prod91,4779257.857142857
311,DC_cust18,Cust_cust0,prod98,3191829.739010989
312,DC_cust30,Cust_cust1,prod1,175590.0686813187
313,DC_cust30,Cust_cust1,prod23,116736.82692307694
314,DC_cust30,Cust_cust1,prod26,147225.35714285713
315,DC_cust30,Cust_cust1,prod28,95924.80769230769
316,DC_cust30,Cust_cust1,prod29,468098.46153846144
317,DC_cust30,Cust_cust1,prod34,134689.01098901097
318,DC_cust30,Cust_cust1,prod39,110671.2087912088
319,DC_cust30,Cust_cust1,prod43,476145.5082417581
320,DC_cust30,Cust_cust1,prod44,392637.71978021984
321,DC_cust30,Cust_cust1,prod46,928354.436813187
322,DC_cust30,Cust_cust1,prod48,192528.47527472532
323,DC_cust30,Cust_cust1,prod51,369006.978021978
324,DC_cust30,Cust_cust1,prod54,143244.45054945053
325,DC_cust30,Cust_cust1,prod60,90172.04670329668
326,DC_cust30,Cust_cust1,prod63,111766.2087912088
327,DC_cust30,Cust_cust1,prod68,146599.6428571429
328,DC_cust30,Cust_cust1,prod71,190466.82692307694
329,DC_cust30,Cust_cust1,prod73,98316.35989010989
330,DC_cust30,Cust_cust1,prod74,160816.59340659343
331,DC_cust30,Cust_cust1,prod79,124401.82692307692
332,DC_cust30,Cust_cust1,prod81,164280.0824175824
333,DC_cust30,Cust_cust1,prod89,114017.37637362636
334,DC_cust30,Cust_cust1,prod91,646485.1923076924
335,DC_cust30,Cust_cust1,prod98,430977.7609890109
336,DC_cust2,Cust_cust2,prod1,594049.532967033
337,DC_cust2,Cust_cust2,prod23,396891.37362637365
338,DC_cust2,Cust_cust2,prod26,499107.4175824176
339,DC_cust2,Cust_cust2,prod28,326924.6840659341
340,DC_cust2,Cust_cust2,prod29,1576531.2637362636
341,DC_cust2,Cust_cust2,prod34,457165.5082417583
342,DC_cust2,Cust_cust2,prod39,376794.3131868132
343,DC_cust2,Cust_cust2,prod43,1603321.6620879124
344,DC_cust2,Cust_cust2,prod44,1323164.107142857
345,DC_cust2,Cust_cust2,prod46,3120626.6620879127
346,DC_cust2,Cust_cust2,prod48,651387.6236263736
347,DC_cust2,Cust_cust2,prod51,1243957.1016483516
348,DC_cust2,Cust_cust2,prod54,486550.0137362637
349,DC_cust2,Cust_cust2,prod60,307572.6648351648
350,DC_cust2,Cust_cust2,prod63,379960.9890109889
351,DC_cust2,Cust_cust2,prod68,497282.41758241755
352,DC_cust2,Cust_cust2,prod71,644717.348901099
353,DC_cust2,Cust_cust2,prod73,334837.3626373627
354,DC_cust2,Cust_cust2,prod74,544825.673076923
355,DC_cust2,Cust_cust2,prod79,422465.43956043955
356,DC_cust2,Cust_cust2,prod81,556396.3736263736
357,DC_cust2,Cust_cust2,prod89,387591.8956043956
358,DC_cust2,Cust_cust2,prod91,2174480.4807692314
359,DC_cust2,Cust_cust2,prod98,1452004.093406593
360,DC_cust3,Cust_cust3,prod1,1060277.8708791211
361,DC_cust3,Cust_cust3,prod23,706038.3516483518
362,DC_cust3,Cust_cust3,prod26,889342.5549450548
363,DC_cust3,Cust_cust3,prod28,580430.2197802198
364,DC_cust3,Cust_cust3,prod29,2824470.274725275
365,DC_cust3,Cust_cust3,prod34,814168.598901099
366,DC_cust3,Cust_cust3,prod39,670295.4258241758
367,DC_cust3,Cust_cust3,prod43,2872967.1428571413
368,DC_cust3,Cust_cust3,prod44,2369657.211538461
369,DC_cust3,Cust_cust3,prod46,5598414.120879121
370,DC_cust3,Cust_cust3,prod48,1162711.5109890113
371,DC_cust3,Cust_cust3,prod51,2227275.123626373
372,DC_cust3,Cust_cust3,prod54,867136.7170329669
373,DC_cust3,Cust_cust3,prod60,546131.2499999999
374,DC_cust3,Cust_cust3,prod63,676202.6098901099
375,DC_cust3,Cust_cust3,prod68,886283.1730769234
376,DC_cust3,Cust_cust3,prod71,1151416.5659340657
377,DC_cust3,Cust_cust3,prod73,594850.7280219779
378,DC_cust3,Cust_cust3,prod74,971839.5741758242
379,DC_cust3,Cust_cust3,prod79,752402.3763736263
380,DC_cust3,Cust_cust3,prod81,992067.9945054941
381,DC_cust3,Cust_cust3,prod89,689925.2060439561
382,DC_cust3,Cust_cust3,prod91,3898939.024725275
383,DC_cust3,Cust_cust3,prod98,2600485.6181318676
384,DC_cust38,Cust_cust4,prod1,32184.175824175825
385,DC_cust38,Cust_cust4,prod23,21114.848901098903
386,DC_cust38,Cust_cust4,prod26,26746.27747252747
387,DC_cust38,Cust_cust4,prod28,17158.00824175824
388,DC_cust38,Cust_cust4,prod29,87574.93131868132
389,DC_cust38,Cust_cust4,prod34,24412.88461538461
390,DC_cust38,Cust_cust4,prod39,20022.857142857145
391,DC_cust38,Cust_cust4,prod43,89142.22527472528
392,DC_cust38,Cust_cust4,prod44,73134.36813186813
393,DC_cust38,Cust_cust4,prod46,175095.71428571432
394,DC_cust38,Cust_cust4,prod48,35433.076923076915
395,DC_cust38,Cust_cust4,prod51,68896.75824175825
396,DC_cust38,Cust_cust4,prod54,26053.379120879115
397,DC_cust38,Cust_cust4,prod60,16223.447802197801
398,DC_cust38,Cust_cust4,prod63,20170.26098901099
399,DC_cust38,Cust_cust4,prod68,26608.9010989011
400,DC_cust38,Cust_cust4,prod71,34862.51373626373
401,DC_cust38,Cust_cust4,prod73,17627.29395604396
402,DC_cust38,Cust_cust4,prod74,29428.62637362638
403,DC_cust38,Cust_cust4,prod79,22503.653846153848
404,DC_cust38,Cust_cust4,prod81,30048.32417582417
405,DC_cust38,Cust_cust4,prod89,20549.299450549453
406,DC_cust38,Cust_cust4,prod91,121481.82692307691
407,DC_cust38,Cust_cust4,prod98,80517.59615384614
408,DC_cust5,Cust_cust5,prod1,1246872.0879120878
409,DC_cust5,Cust_cust5,prod23,832938.0219780221
410,DC_cust5,Cust_cust5,prod26,1047416.6346153847
411,DC_cust5,Cust_cust5,prod28,685824.9725274725
412,DC_cust5,Cust_cust5,prod29,3308959.6428571423
413,DC_cust5,Cust_cust5,prod34,959591.0164835165
414,DC_cust5,Cust_cust5,prod39,790978.0631868131
415,DC_cust5,Cust_cust5,prod43,3364938.0082417587
416,DC_cust5,Cust_cust5,prod44,2777412.348901099
417,DC_cust5,Cust_cust5,prod46,6549831.744505494
418,DC_cust5,Cust_cust5,prod48,1367157.6373626373
419,DC_cust5,Cust_cust5,prod51,2610864.052197802
420,DC_cust5,Cust_cust5,prod54,1021056.4148351649
421,DC_cust5,Cust_cust5,prod60,645544.6153846154
422,DC_cust5,Cust_cust5,prod63,797548.0631868131
423,DC_cust5,Cust_cust5,prod68,1043579.1208791208
424,DC_cust5,Cust_cust5,prod71,1353094.107142857
425,DC_cust5,Cust_cust5,prod73,702630.0137362637
426,DC_cust5,Cust_cust5,prod74,1143628.2280219782
427,DC_cust5,Cust_cust5,prod79,886935.9615384616
428,DC_cust5,Cust_cust5,prod81,1167781.4010989012
429,DC_cust5,Cust_cust5,prod89,813716.3598901099
430,DC_cust5,Cust_cust5,prod91,4563715.329670329
431,DC_cust5,Cust_cust5,prod98,3047405.0549450554
432,DC_cust6,Cust_cust6,prod1,202555.9478021978
433,DC_cust6,Cust_cust6,prod23,135240.52197802195
434,DC_cust6,Cust_cust6,prod26,170094.01098901095
435,DC_cust6,Cust_cust6,prod28,111357.0879120879
436,DC_cust6,Cust_cust6,prod29,538841.2774725275
437,DC_cust6,Cust_cust6,prod34,155892.1016483516
438,DC_cust6,Cust_cust6,prod39,128431.86813186812
439,DC_cust6,Cust_cust6,prod43,547862.9945054945
440,DC_cust6,Cust_cust6,prod44,452062.52747252735
441,DC_cust6,Cust_cust6,prod46,1067423.447802198
442,DC_cust6,Cust_cust6,prod48,222147.62362637356
443,DC_cust6,Cust_cust6,prod51,425012.41758241755
444,DC_cust6,Cust_cust6,prod54,165741.0851648352
445,DC_cust6,Cust_cust6,prod60,104646.70329670332
446,DC_cust6,Cust_cust6,prod63,129416.56593406592
447,DC_cust6,Cust_cust6,prod68,169516.42857142855
448,DC_cust6,Cust_cust6,prod71,219878.40659340666
449,DC_cust6,Cust_cust6,prod73,114057.48626373624
450,DC_cust6,Cust_cust6,prod74,185849.1758241758
451,DC_cust6,Cust_cust6,prod79,143988.489010989
452,DC_cust6,Cust_cust6,prod81,189726.79945054947
453,DC_cust6,Cust_cust6,prod89,132067.82967032967
454,DC_cust6,Cust_cust6,prod91,743459.8763736263
455,DC_cust6,Cust_cust6,prod98,496080.12362637365
456,DC_cust6,Cust_cust7,prod1,240214.12087912083
457,DC_cust6,Cust_cust7,prod23,159880.0274725275
458,DC_cust6,Cust_cust7,prod26,201408.804945055
459,DC_cust6,Cust_cust7,prod28,131138.28296703292
460,DC_cust6,Cust_cust7,prod29,640657.2252747254
461,DC_cust6,Cust_cust7,prod34,184498.47527472524
462,DC_cust6,Cust_cust7,prod39,151514.10714285713
463,DC_cust6,Cust_cust7,prod43,651591.1813186816
464,DC_cust6,Cust_cust7,prod44,537415.3708791209
465,DC_cust6,Cust_cust7,prod46,1270616.1401098901
466,DC_cust6,Cust_cust7,prod48,263452.7884615385
467,DC_cust6,Cust_cust7,prod51,505005.576923077
468,DC_cust6,Cust_cust7,prod54,196182.48626373627
469,DC_cust6,Cust_cust7,prod60,123374.01098901102
470,DC_cust6,Cust_cust7,prod63,153005.19230769234
471,DC_cust6,Cust_cust7,prod68,200781.08516483518
472,DC_cust6,Cust_cust7,prod71,260631.0576923077
473,DC_cust6,Cust_cust7,prod73,134717.08791208788
474,DC_cust6,Cust_cust7,prod74,219950.6043956044
475,DC_cust6,Cust_cust7,prod79,170265.48076923078
476,DC_cust6,Cust_cust7,prod81,224727.69230769237
477,DC_cust6,Cust_cust7,prod89,156005.41208791206
478,DC_cust6,Cust_cust7,prod91,884693.8186813187
479,DC_cust6,Cust_cust7,prod98,589915.2060439559
480,DC_cust8,Cust_cust8,prod1,2092074.7115384613
481,DC_cust8,Cust_cust8,prod23,1397677.2527472521
482,DC_cust8,Cust_cust8,prod26,1757412.829670329
483,DC_cust8,Cust_cust8,prod28,1151184.9313186812
