,name,lat,lon,customers,demand
30,30,26.319739637870388,127.78810810503616,"[181, 421, 575, 614, 884, 919]",95995.0
31,31,35.97703791365486,140.3911622479016,"[24, 57, 67, 74, 159, 293, 308, 314, 472, 479, 937]",59201.19505494506
32,32,31.447598533475436,131.22577499704738,"[87, 112, 186, 195, 426, 445, 497, 553, 618, 645, 825, 940, 970]",86513.02197802196
33,33,34.8870177116279,136.98081087193643,"[125, 242, 251, 409, 466, 583, 601, 786, 822, 823, 833, 946]",62564.40934065934
34,34,35.628280855249436,134.88592666624297,"[117, 203, 397, 434, 526, 731, 775, 852, 930]",55490.02747252747
35,35,38.852127039867604,139.8829306701272,"[52, 172, 190, 207, 266, 364, 365, 590, 849, 856, 909, 957, 984]",67951.16758241758
36,36,34.77526427595915,134.58287899093548,"[65, 119, 320, 354, 419, 496, 694, 815, 824, 935]",87811.5796703297
37,37,33.4837050775202,130.5131575567992,"[13, 25, 43, 101, 199, 410, 467, 538, 584, 715, 763, 769, 800, 801, 850, 964]",63000.604395604394
38,38,34.02529749648251,131.8429429154515,"[204, 333, 480, 491, 523, 542, 830, 841, 931]",64058.50274725275
39,39,34.44422215,136.62075335,"[78, 217, 527, 577, 859]",116170.27472527474
40,40,37.847790551952826,139.35890304092962,"[31, 35, 54, 70, 91, 113, 263, 291, 355, 382, 398, 408, 429, 510, 536, 566, 655, 785, 809, 838, 881, 891, 900]",107954.76648351649
41,41,34.89432372750151,137.50629911259614,"[88, 230, 405, 806, 873, 922]",17362.568681318684
42,42,35.31496488,133.36740654,[711],6234.079670329671
43,43,34.95970475179473,139.77510802096467,"[277, 648, 675, 678, 870]",70137.15659340659
44,44,34.403120663257646,135.39107260254428,"[180, 318, 415, 501, 528, 569, 671, 673, 729, 912]",27092.22527472527
45,45,36.996666773579534,137.86585900724876,"[227, 235, 298, 494, 512, 524, 556, 741, 797, 928]",109183.13186813187
46,46,34.989725803973585,135.73386669022148,"[16, 26, 62, 72, 80, 111, 116, 161, 208, 219, 223, 259, 261, 276, 296, 299, 301, 323, 396, 399, 401, 450, 463, 475, 487, 508, 513, 529, 533, 548, 559, 560, 574, 602, 605, 626, 630, 643, 647, 664, 685, 721, 732, 804, 805, 835, 842, 844, 894, 918, 929, 949, 956, 989, 993, 999]",363205.08241758234
47,47,33.05671908999107,129.8362712500659,"[8, 12, 438, 558, 561, 591, 612, 644, 705, 712, 745, 795, 895, 938, 945]",133174.86263736265
48,48,35.688232037698704,140.3023018226526,"[28, 95, 147, 183, 244, 257, 269, 350, 386, 404, 543, 546, 622, 808, 819, 861, 910, 958]",272961.8406593406
49,49,37.13787840540294,140.14581436759454,"[40, 162, 192, 194, 206, 380, 456, 477, 522, 534, 578, 680, 761, 766, 784, 839, 980]",49123.58516483516
50,50,34.661847300062604,136.19403307001943,"[97, 170, 363, 638, 803]",119448.25549450552
51,51,35.070384502524746,137.37643029546496,"[693, 746, 750]",16528.282967032967
52,52,33.22380885101873,129.13534105166977,"[163, 379, 492, 511, 606, 793, 983]",119647.8021978022
53,53,39.698721142223135,140.1090249093567,"[234, 274, 283, 284, 348, 572, 727, 908, 954]",162390.9065934066
54,54,40.61897013607592,140.56038074414528,"[11, 68, 104, 122, 352, 378, 540, 627, 634, 728, 810]",44873.942307692305
55,55,33.69454204965805,130.6788788044598,"[3, 154, 158, 250, 255, 309, 349, 514, 582, 585, 593, 616, 623, 633, 635, 717, 737, 749, 817, 943, 962]",300266.64835164836
56,56,35.28961217299359,132.89618120425652,"[56, 109, 145, 268, 504, 516, 652, 670, 676, 743]",101242.3763736264
57,57,36.316221792227026,139.57299510748985,"[4, 144, 165, 168, 185, 211, 225, 254, 326, 377, 431, 454, 488, 661, 677, 689, 710, 720, 757, 770, 826, 863, 872, 907, 942, 955, 963]",147043.85989010986
58,58,35.236464083860895,136.84915972869527,"[2, 6, 32, 60, 61, 89, 92, 100, 114, 132, 157, 160, 182, 187, 205, 213, 233, 240, 245, 246, 252, 264, 265, 282, 287, 290, 292, 306, 312, 325, 357, 374, 381, 384, 391, 407, 428, 446, 449, 451, 476, 478, 525, 531, 537, 557, 567, 568, 576, 589, 594, 599, 659, 684, 690, 709, 734, 751, 754, 760, 783, 798, 829, 848, 876, 892, 893, 902, 925, 950, 959, 971, 986]",623266.5796703293
59,59,43.41374070754147,142.38136813916552,"[19, 46, 53, 55, 75, 94, 106, 146, 153, 169, 175, 184, 188, 247, 262, 310, 383, 432, 473, 485, 499, 517, 521, 547, 580, 598, 628, 657, 667, 756, 814, 816, 832, 840, 846, 875, 888, 914, 923, 966]",188744.10714285716
