,prod,cust,demand
152,prod28,cust38,788024.9725274724
153,prod28,cust39,9896.112637362638
154,prod28,cust4,416408.8461538462
155,prod28,cust5,114519.75274725274
156,prod28,cust6,338540.5082417583
157,prod28,cust7,1437087.2252747254
158,prod28,cust8,411603.68131868134
159,prod28,cust9,625073.53021978
160,prod29,cust0,1946391.5796703289
161,prod29,cust1,2193421.3736263737
162,prod29,cust10,3183882.9670329685
163,prod29,cust11,2887912.087912088
164,prod29,cust12,329345.31593406596
165,prod29,cust13,351357.6236263736
166,prod29,cust14,3151239.5329670333
167,prod29,cust15,649000.0824175824
168,prod29,cust16,352637.1291208791
169,prod29,cust17,40975.26098901099
170,prod29,cust18,1042121.1263736263
171,prod29,cust19,1400768.7225274725
172,prod29,cust2,5315751.7032967005
173,prod29,cust20,457677.91208791215
174,prod29,cust21,2658.282967032967
175,prod29,cust22,241090.52197802198
176,prod29,cust23,61526.56593406593
177,prod29,cust24,83458.65384615384
178,prod29,cust25,56274.17582417582
179,prod29,cust26,9528.104395604396
180,prod29,cust27,16604.49175824176
181,prod29,cust28,143217.37637362638
182,prod29,cust29,1986.4423076923076
183,prod29,cust3,1185811.7994505498
184,prod29,cust30,121883.92857142858
185,prod29,cust31,7862.541208791209
186,prod29,cust32,4772.074175824176
187,prod29,cust33,22233.914835164836
188,prod29,cust34,315810.2335164835
189,prod29,cust35,27944.560439560442
190,prod29,cust36,1914804.0384615385
191,prod29,cust37,286780.7005494505
192,prod29,cust38,3786014.642857143
193,prod29,cust39,48571.07142857143
194,prod29,cust4,2019287.2939560432
195,prod29,cust5,554262.5274725275
196,prod29,cust6,1644497.4725274723
197,prod29,cust7,6938078.4340659315
198,prod29,cust8,1983536.3461538465
199,prod29,cust9,3028210.4670329653
200,prod34,cust0,561483.3104395606
201,prod34,cust1,634077.1978021979
202,prod34,cust10,923097.0329670331
203,prod34,cust11,839464.9038461538
204,prod34,cust12,95389.34065934065
205,prod34,cust13,101169.17582417585
206,prod34,cust14,912443.8461538459
207,prod34,cust15,187669.16208791206
208,prod34,cust16,100930.52197802198
209,prod34,cust17,11214.725274725275
210,prod34,cust18,301638.40659340663
211,prod34,cust19,405927.12912087905
212,prod34,cust2,1535717.4450549458
213,prod34,cust20,131483.228021978
214,prod34,cust21,722.9807692307693
215,prod34,cust22,69484.36813186813
216,prod34,cust23,17502.953296703294
217,prod34,cust24,23680.87912087912
218,prod34,cust25,16187.348901098901
219,prod34,cust26,2598.118131868132
220,prod34,cust27,4720.934065934066
221,prod34,cust28,40740.618131868134
222,prod34,cust29,494.3543956043956
223,prod34,cust3,341915.75549450546
224,prod34,cust30,34893.5989010989
225,prod34,cust31,2179.9725274725274
226,prod34,cust32,1283.5164835164835
227,prod34,cust33,6384.491758241758
228,prod34,cust34,91302.14285714286
229,prod34,cust35,7962.815934065934
230,prod34,cust36,556075.4945054945
231,prod34,cust37,82197.19780219778
232,prod34,cust38,1100906.1813186812
233,prod34,cust39,13966.263736263736
234,prod34,cust4,583755.3296703299
235,prod34,cust5,160238.00824175825
236,prod34,cust6,474787.78846153856
237,prod34,cust7,2010975.521978022
238,prod34,cust8,575696.25
239,prod34,cust9,875651.0439560439
240,prod39,cust0,462295.5631868133
241,prod39,cust1,522287.9258241757
242,prod39,cust10,760995.9203296701
243,prod39,cust11,692500.2609890109
244,prod39,cust12,78624.40934065933
245,prod39,cust13,83171.86813186813
246,prod39,cust14,751503.9148351649
247,prod39,cust15,154529.36813186813
248,prod39,cust16,82755.728021978
249,prod39,cust17,9189.175824175822
250,prod39,cust18,248517.87087912083
251,prod39,cust19,334690.96153846156
252,prod39,cust2,1264637.7609890106
253,prod39,cust20,108108.18681318683
254,prod39,cust21,558.5302197802198
255,prod39,cust22,56986.12637362638
256,prod39,cust23,14281.126373626374
257,prod39,cust24,19483.37912087912
258,prod39,cust25,13244.285714285714
259,prod39,cust26,2147.8846153846152
260,prod39,cust27,3889.6565934065934
261,prod39,cust28,33351.37362637363
262,prod39,cust29,415.1373626373626
263,prod39,cust3,281328.7637362636
264,prod39,cust30,28542.1978021978
265,prod39,cust31,1773.85989010989
266,prod39,cust32,1065.9203296703297
267,prod39,cust33,5254.395604395604
268,prod39,cust34,75188.99725274724
269,prod39,cust35,6541.923076923077
270,prod39,cust36,458832.0741758242
271,prod39,cust37,67527.00549450549
272,prod39,cust38,908107.967032967
273,prod39,cust39,11470.425824175825
274,prod39,cust4,480750.12362637365
275,prod39,cust5,132133.00824175825
276,prod39,cust6,390848.81868131866
277,prod39,cust7,1657529.175824175
278,prod39,cust8,474662.44505494507
279,prod39,cust9,721253.0357142859
280,prod43,cust0,1979557.445054946
281,prod43,cust1,2230669.423076923
282,prod43,cust10,3238109.532967032
283,prod43,cust11,2936659.6428571427
284,prod43,cust12,334771.18131868134
285,prod43,cust13,357459.34065934055
286,prod43,cust14,3204881.4972527483
287,prod43,cust15,660121.5521978022
288,prod43,cust16,358791.9917582417
289,prod43,cust17,41679.18956043956
290,prod43,cust18,1059855.7142857143
291,prod43,cust19,1424614.0521978023
292,prod43,cust2,5406506.34615385
293,prod43,cust20,465555.49450549454
294,prod43,cust21,2747.5274725274726
295,prod43,cust22,245107.52747252744
296,prod43,cust23,62621.56593406594
297,prod43,cust24,84858.48901098901
298,prod43,cust25,57228.79120879121
299,prod43,cust26,9732.664835164835
300,prod43,cust27,16879.244505494506
301,prod43,cust28,145813.48901098903
302,prod43,cust29,1994.4642857142858
303,prod43,cust3,1206376.1401098904
304,prod43,cust30,123949.5879120879
305,prod43,cust31,8003.928571428572
306,prod43,cust32,4838.255494505494
307,prod43,cust33,22595.906593406595
308,prod43,cust34,321009.47802197805
309,prod43,cust35,28348.667582417584
310,prod43,cust36,1947185.7554945056
311,prod43,cust37,291596.8956043956
312,prod43,cust38,3850239.601648353
313,prod43,cust39,49362.23901098901
314,prod43,cust4,2053412.788461539
315,prod43,cust5,563644.2307692308
316,prod43,cust6,1672592.4450549455
317,prod43,cust7,7055660.576923076
318,prod43,cust8,2017315.8928571432
319,prod43,cust9,3079577.1978021977
320,prod44,cust0,1633094.2307692305
321,prod44,cust1,1840397.1840659343
322,prod44,cust10,2672317.417582417
323,prod44,cust11,2424355.068681319
324,prod44,cust12,276327.06043956045
325,prod44,cust13,294924.01098901103
326,prod44,cust14,2644502.2115384615
327,prod44,cust15,544377.4450549451
328,prod44,cust16,295672.0604395604
329,prod44,cust17,34212.73351648352
330,prod44,cust18,874601.1675824175
331,prod44,cust19,1175799.3681318683
332,prod44,cust2,4460427.348901098
333,prod44,cust20,383890.7554945055
334,prod44,cust21,2223.0906593406594
335,prod44,cust22,202200.9752747253
336,prod44,cust23,51615.41208791208
337,prod44,cust24,69825.30219780219
338,prod44,cust25,47137.142857142855
339,prod44,cust26,7939.752747252747
340,prod44,cust27,13901.085164835165
341,prod44,cust28,120036.86813186813
342,prod44,cust29,1626.456043956044
343,prod44,cust3,995114.3406593403
344,prod44,cust30,102126.79945054944
345,prod44,cust31,6567.994505494506
346,prod44,cust32,3993.9423076923076
347,prod44,cust33,18645.082417582416
348,prod44,cust34,264895.7417582417
349,prod44,cust35,23326.909340659342
350,prod44,cust36,1607345.6868131869
351,prod44,cust37,240551.04395604393
352,prod44,cust38,3178677.7060439563
353,prod44,cust39,40693.48901098901
354,prod44,cust4,1694345.0412087913
355,prod44,cust5,465232.60989010986
356,prod44,cust6,1379912.5824175824
357,prod44,cust7,5823374.450549449
358,prod44,cust8,1664918.4203296702
359,prod44,cust9,2541297.45879121
360,prod46,cust0,3857831.4010989023
361,prod46,cust1,4344513.777472528
362,prod46,cust10,6302731.758241761
363,prod46,cust11,5712892.76098901
364,prod46,cust12,651971.2225274725
365,prod46,cust13,697130.9478021977
366,prod46,cust14,6239364.148351648
367,prod46,cust15,1285616.2362637362
368,prod46,cust16,699903.5439560441
369,prod46,cust17,81981.60714285714
370,prod46,cust18,2063597.6923076927
371,prod46,cust19,2773610.9340659343
372,prod46,cust2,10532593.420329675
373,prod46,cust20,908025.7417582418
374,prod46,cust21,5415.837912087912
375,prod46,cust22,477973.5164835165
376,prod46,cust23,122584.8489010989
377,prod46,cust24,165866.42857142858
378,prod46,cust25,111504.49175824175
379,prod46,cust26,19174.532967032967
380,prod46,cust27,32962.307692307695
381,prod46,cust28,284837.37637362635
382,prod46,cust29,4011.9917582417584
383,prod46,cust3,2351081.3186813192
384,prod46,cust30,241872.66483516485
385,prod46,cust31,15686.978021978022
386,prod46,cust32,9551.167582417582
387,prod46,cust33,44113.85989010989
388,prod46,cust34,625519.7527472528
389,prod46,cust35,55387.74725274726
390,prod46,cust36,3788533.543956044
391,prod46,cust37,568923.6950549451
392,prod46,cust38,7489696.717032967
393,prod46,cust39,96353.98351648352
394,prod46,cust4,4000016.9505494502
395,prod46,cust5,1097905.9615384617
396,prod46,cust6,3258831.304945055
397,prod46,cust7,13735269.876373626
398,prod46,cust8,3926029.244505495
399,prod46,cust9,5998706.813186811
400,prod48,cust0,801545.013736264
401,prod48,cust1,904471.0027472528
402,prod48,cust10,1315283.5164835167
403,prod48,cust11,1194826.4972527472
404,prod48,cust12,135913.36538461538
405,prod48,cust13,144607.18406593404
406,prod48,cust14,1300649.423076923
407,prod48,cust15,267601.1538461539
408,prod48,cust16,144497.88461538462
409,prod48,cust17,16307.678571428572
410,prod48,cust18,430179.57417582424
411,prod48,cust19,578316.4285714286
412,prod48,cust2,2190755.0686813197
413,prod48,cust20,187913.83241758242
414,prod48,cust21,1076.9505494505495
415,prod48,cust22,99086.46978021979
416,prod48,cust23,25152.912087912093
417,prod48,cust24,34047.280219780216
418,prod48,cust25,23100.28846153846
419,prod48,cust26,3754.285714285714
420,prod48,cust27,6796.620879120879
421,prod48,cust28,58540.38461538462
422,prod48,cust29,741.0302197802198
423,prod48,cust3,488107.2802197802
424,prod48,cust30,49989.95879120879
425,prod48,cust31,3178.7087912087914
426,prod48,cust32,1899.2032967032967
427,prod48,cust33,9121.991758241758
428,prod48,cust34,130261.88186813187
429,prod48,cust35,11429.313186813188
430,prod48,cust36,791947.7197802198
431,prod48,cust37,117705.48076923077
432,prod48,cust38,1566731.4148351648
433,prod48,cust39,19944.64285714286
434,prod48,cust4,832640.2060439562
435,prod48,cust5,228574.23076923078
436,prod48,cust6,677768.9010989012
437,prod48,cust7,2865664.1346153845
438,prod48,cust8,819829.107142857
439,prod48,cust9,1248836.4697802193
440,prod51,cust0,1534827.0054945054
441,prod51,cust1,1729863.3516483519
442,prod51,cust10,2512376.2225274723
443,prod51,cust11,2279322.71978022
444,prod51,cust12,259718.55769230772
445,prod51,cust13,277005.92032967036
446,prod51,cust14,2485732.225274725
447,prod51,cust15,511835.2884615384
448,prod51,cust16,277667.73351648357
449,prod51,cust17,32114.98626373626
450,prod51,cust18,822067.239010989
451,prod51,cust19,1105111.7032967033
452,prod51,cust2,4192991.648351646
453,prod51,cust20,360629.0247252747
454,prod51,cust21,2098.75
455,prod51,cust22,189990.52197802198
456,prod51,cust23,48450.741758241755
457,prod51,cust24,65652.87087912088
458,prod51,cust25,44402.6510989011
459,prod51,cust26,7485.508241758242
460,prod51,cust27,13076.826923076924
461,prod51,cust28,112840.15109890111
462,prod51,cust29,1532.1978021978023
463,prod51,cust3,935092.8983516482
464,prod51,cust30,96023.07692307692
465,prod51,cust31,6162.884615384615
466,prod51,cust32,3687.1016483516482
467,prod51,cust33,17495.934065934067
468,prod51,cust34,249130.54945054947
469,prod51,cust35,21936.0989010989
470,prod51,cust36,1511142.1153846153
471,prod51,cust37,225939.01098901103
472,prod51,cust38,2988391.3736263737
473,prod51,cust39,38316.97802197802
474,prod51,cust4,1592819.89010989
475,prod51,cust5,437245.93406593404
476,prod51,cust6,1296982.3763736263
477,prod51,cust7,5474203.818681326
478,prod51,cust8,1565459.9313186808
479,prod51,cust9,2388596.098901099
480,prod54,cust0,597795.796703297
481,prod54,cust1,674726.5659340658
482,prod54,cust10,982359.3956043953
483,prod54,cust11,893113.8873626374
484,prod54,cust12,101442.92582417582
485,prod54,cust13,107662.96703296702
486,prod54,cust14,971060.4395604393
487,prod54,cust15,199638.95604395604
488,prod54,cust16,107413.28296703297
489,prod54,cust17,12017.925824175827
490,prod54,cust18,321012.48626373627
491,prod54,cust19,431834.10714285716
492,prod54,cust2,1634203.2692307688
493,prod54,cust20,139956.44230769228
494,prod54,cust21,747.0467032967033
495,prod54,cust22,73790.16483516485
496,prod54,cust23,18644.07967032967
497,prod54,cust24,25282.266483516483
498,prod54,cust25,17256.277472527472
499,prod54,cust26,2754.546703296703
500,prod54,cust27,5010.728021978022
501,prod54,cust28,43476.11263736263
502,prod54,cust29,514.4093406593406
503,prod54,cust3,363915.02747252746
504,prod54,cust30,37076.57967032967
505,prod54,cust31,2345.4258241758243
506,prod54,cust32,1368.75
507,prod54,cust33,6778.571428571428
508,prod54,cust34,97142.14285714287
509,prod54,cust35,8471.208791208792
510,prod54,cust36,591766.2774725275
511,prod54,cust37,87646.12637362636
512,prod54,cust38,1170988.186813187
513,prod54,cust39,14862.71978021978
514,prod54,cust4,621102.6510989012
515,prod54,cust5,170652.54120879123
516,prod54,cust6,505557.0879120881
517,prod54,cust7,2139883.695054946
518,prod54,cust8,612607.3763736263
519,prod54,cust9,931874.0796703296
520,prod60,cust0,376442.3489010988
521,prod60,cust1,425631.1126373627
522,prod60,cust10,621095.6318681319
523,prod60,cust11,565379.9862637362
524,prod60,cust12,64141.730769230766
525,prod60,cust13,67787.71978021978
526,prod60,cust14,613041.565934066
527,prod60,cust15,125884.89010989011
528,prod60,cust16,67340.49450549453
529,prod60,cust17,7443.392857142857
530,prod60,cust18,202676.2774725274
531,prod60,cust19,272845.521978022
532,prod60,cust2,1030578.5027472529
533,prod60,cust20,87940.93406593407
534,prod60,cust21,449.2307692307692
535,prod60,cust22,46429.203296703294
536,prod60,cust23,11630.865384615385
537,prod60,cust24,15714.052197802197
538,prod60,cust25,10837.692307692309
539,prod60,cust26,1708.6813186813188
540,prod60,cust27,3145.618131868132
541,prod60,cust28,27094.230769230773
542,prod60,cust29,306.84065934065933
543,prod60,cust3,229028.47527472524
544,prod60,cust30,23227.63736263736
545,prod60,cust31,1452.9807692307693
546,prod60,cust32,817.239010989011
547,prod60,cust33,4244.629120879121
548,prod60,cust34,61359.107142857145
549,prod60,cust35,5306.538461538461
550,prod60,cust36,374588.2692307692
551,prod60,cust37,54980.63186813186
552,prod60,cust38,741709.0796703296
553,prod60,cust39,9366.662087912087
554,prod60,cust4,391878.6401098902
555,prod60,cust5,107690.04120879121
556,prod60,cust6,318480.5494505495
557,prod60,cust7,1352334.0247252746
558,prod60,cust8,387247.9532967033
559,prod60,cust9,588010.9890109889
560,prod63,cust0,466180.20604395616
561,prod63,cust1,526491.4423076924
562,prod63,cust10,767342.3076923079
563,prod63,cust11,698039.4368131871
564,prod63,cust12,79277.1978021978
565,prod63,cust13,83933.95604395603
566,prod63,cust14,757886.4010989012
567,prod63,cust15,155720.63186813187
568,prod63,cust16,83553.91483516486
569,prod63,cust17,9293.461538461539
570,prod63,cust18,250548.43406593407
571,prod63,cust19,337282.06043956045
572,prod63,cust2,1275301.978021978
573,prod63,cust20,109033.72252747252
574,prod63,cust21,571.565934065934
575,prod63,cust22,57577.74725274726
576,prod63,cust23,14539.835164835164
577,prod63,cust24,19460.315934065933
578,prod63,cust25,13430.796703296703
579,prod63,cust26,2132.8434065934066
580,prod63,cust27,3878.6263736263736
581,prod63,cust28,33669.244505494506
582,prod63,cust29,397.0879120879121
583,prod63,cust3,283648.11813186813
584,prod63,cust30,28889.14835164835
585,prod63,cust31,1782.8846153846155
586,prod63,cust32,1064.9175824175825
587,prod63,cust33,5278.461538461538
588,prod63,cust34,75874.87637362636
589,prod63,cust35,6607.101648351649
590,prod63,cust36,462709.6978021979
591,prod63,cust37,68327.19780219778
592,prod63,cust38,915679.7115384616
593,prod63,cust39,11579.725274725275
594,prod63,cust4,484690.92032967025
595,prod63,cust5,133223.99725274724
596,prod63,cust6,394340.3846153847
597,prod63,cust7,1671301.9093406603
598,prod63,cust8,478519.010989011
599,prod63,cust9,727422.9395604398
600,prod68,cust0,610999.9725274727
601,prod68,cust1,689419.8214285714
602,prod68,cust10,1004044.8076923081
603,prod68,cust11,912622.3351648351
604,prod68,cust12,103736.2087912088
605,prod68,cust13,110194.90384615384
606,prod68,cust14,992182.3076923076
607,prod68,cust15,203904.64285714287
608,prod68,cust16,109934.18956043957
609,prod68,cust17,12276.634615384615
610,prod68,cust18,328020.68681318685
611,prod68,cust19,441434.40934065933
612,prod68,cust2,1670832.623626374
613,prod68,cust20,143133.1456043956
614,prod68,cust21,744.0384615384615
615,prod68,cust22,75625.19230769231
616,prod68,cust23,19023.11813186813
617,prod68,cust24,25867.870879120877
618,prod68,cust25,17567.129120879123
619,prod68,cust26,2844.793956043956
620,prod68,cust27,5148.104395604396
621,prod68,cust28,44471.84065934066
622,prod68,cust29,553.5164835164835
623,prod68,cust3,371836.7307692307
624,prod68,cust30,37857.71978021978
625,prod68,cust31,2418.6263736263736
626,prod68,cust32,1394.8214285714287
627,prod68,cust33,6955.054945054945
628,prod68,cust34,99376.26373626373
629,prod68,cust35,8699.835164835165
630,prod68,cust36,604878.2005494506
631,prod68,cust37,89569.39560439561
632,prod68,cust38,1196947.3076923075
633,prod68,cust39,15184.601648351647
634,prod68,cust4,634871.3736263737
635,prod68,cust5,174567.2664835165
636,prod68,cust6,516642.45879120874
637,prod68,cust7,2186977.7197802193
638,prod68,cust8,625911.8269230771
639,prod68,cust9,952340.1510989009
640,prod71,cust0,793209.1758241757
641,prod71,cust1,895028.1318681318
642,prod71,cust10,1301879.7939560441
643,prod71,cust11,1182640.1098901099
644,prod71,cust12,134543.61263736265
645,prod71,cust13,142925.5769230769
646,prod71,cust14,1287219.6291208786
647,prod71,cust15,264865.65934065933
648,prod71,cust16,143016.82692307697
649,prod71,cust17,16163.282967032967
650,prod71,cust18,425632.1153846154
651,prod71,cust19,572655.9203296705
652,prod71,cust2,2168796.909340658
653,prod71,cust20,186200.13736263732
654,prod71,cust21,1006.7582417582418
655,prod71,cust22,98070.68681318681
656,prod71,cust23,24892.197802197803
657,prod71,cust24,33626.12637362637
658,prod71,cust25,22883.695054945056
659,prod71,cust26,3712.17032967033
660,prod71,cust27,6707.376373626374
661,prod71,cust28,57860.52197802197
662,prod71,cust29,764.0934065934066
663,prod71,cust3,483408.40659340675
664,prod71,cust30,49358.22802197802
665,prod71,cust31,3167.6785714285716
666,prod71,cust32,1876.14010989011
667,prod71,cust33,9027.733516483517
668,prod71,cust34,128944.27197802196
669,prod71,cust35,11334.052197802197
670,prod71,cust36,783795.3846153847
671,prod71,cust37,116384.86263736263
672,prod71,cust38,1550702.4999999998
673,prod71,cust39,19718.021978021978
674,prod71,cust4,824010.563186813
675,prod71,cust5,226356.15384615387
676,prod71,cust6,670770.728021978
677,prod71,cust7,2836226.4835164836
678,prod71,cust8,811459.1758241759
679,prod71,cust9,1236086.5384615392
680,prod73,cust0,410229.91758241766
681,prod73,cust1,463646.2637362638
682,prod73,cust10,675921.8406593406
683,prod73,cust11,615250.6181318682
684,prod73,cust12,69730.04120879121
685,prod73,cust13,73833.28296703295
686,prod73,cust14,667456.6483516484
687,prod73,cust15,137169.80769230772
688,prod73,cust16,73430.17857142858
689,prod73,cust17,8147.321428571428
690,prod73,cust18,220784.89010989017
691,prod73,cust19,297076.9093406594
692,prod73,cust2,1122537.4450549453
693,prod73,cust20,95802.47252747252
694,prod73,cust21,498.36538461538464
695,prod73,cust22,50641.7445054945
696,prod73,cust23,12704.807692307693
697,prod73,cust24,17149.986263736264
698,prod73,cust25,11770.247252747253
699,prod73,cust26,1859.0934065934066
700,prod73,cust27,3413.3516483516482
701,prod73,cust28,29681.318681318684
702,prod73,cust29,368.00824175824175
703,prod73,cust3,249630.9203296703
704,prod73,cust30,25318.365384615387
705,prod73,cust31,1575.315934065934
706,prod73,cust32,934.5604395604396
707,prod73,cust33,4607.623626373626
708,prod73,cust34,66842.12912087911
709,prod73,cust35,5818.942307692308
710,prod73,cust36,407509.4642857143
711,prod73,cust37,59936.20879120879
712,prod73,cust38,807161.4010989008
713,prod73,cust39,10192.925824175823
714,prod73,cust4,426655.92032967036
715,prod73,cust5,117353.5164835165
716,prod73,cust6,346923.47527472535
717,prod73,cust7,1471967.788461539
718,prod73,cust8,421675.27472527476
719,prod73,cust9,640313.2829670327
720,prod74,cust0,670130.9752747252
721,prod74,cust1,756355.206043956
722,prod74,cust10,1100138.076923077
723,prod74,cust11,999883.4065934065
724,prod74,cust12,113745.63186813187
725,prod74,cust13,120719.739010989
726,prod74,cust14,1087658.887362637
727,prod74,cust15,223802.1565934066
728,prod74,cust16,120461.03021978021
729,prod74,cust17,13535.082417582418
730,prod74,cust18,359770.67307692306
731,prod74,cust19,483869.67032967036
732,prod74,cust2,1831640.192307692
733,prod74,cust20,157090.38461538462
734,prod74,cust21,883.4203296703297
735,prod74,cust22,82850.98901098901
736,prod74,cust23,20922.321428571428
737,prod74,cust24,28360.70054945055
738,prod74,cust25,19303.88736263736
739,prod74,cust26,3163.6675824175827
740,prod74,cust27,5654.491758241758
741,prod74,cust28,48826.77197802198
742,prod74,cust29,652.7884615384615
743,prod74,cust3,408090.0549450548
744,prod74,cust30,41655.12362637363
745,prod74,cust31,2631.2087912087914
746,prod74,cust32,1546.2362637362637
747,prod74,cust33,7656.978021978022
748,prod74,cust34,108922.41758241758
749,prod74,cust35,9492.005494505494
750,prod74,cust36,662591.3186813187
751,prod74,cust37,98322.37637362638
752,prod74,cust38,1311268.5164835164
753,prod74,cust39,16645.604395604394
754,prod74,cust4,695978.7912087912
755,prod74,cust5,191076.49725274727
756,prod74,cust6,566255.3846153847
757,prod74,cust7,2396934.9450549474
758,prod74,cust8,686098.7225274727
759,prod74,cust9,1044340.2060439561
760,prod79,cust0,518457.4313186813
761,prod79,cust1,586116.7994505494
762,prod79,cust10,853183.4890109889
763,prod79,cust11,776106.3186813187
764,prod79,cust12,88110.39835164836
765,prod79,cust13,93398.88736263737
766,prod79,cust14,842870.2335164836
767,prod79,cust15,173405.0824175824
768,prod79,cust16,93150.20604395604
769,prod79,cust17,10434.58791208791
770,prod79,cust18,278707.58241758245
