,from_node,to_node,dist,cost,lead_time,stage_time,kind
63,Osaka,cust23,1169.045394252638,1169.045394252638,5,1,plnt-dc
64,Osaka,cust24,925.8701663702021,925.8701663702021,5,2,plnt-dc
65,Osaka,cust25,545.1409907474348,545.1409907474348,4,2,plnt-dc
66,Osaka,cust26,1308.2921444437693,1308.2921444437693,5,2,plnt-dc
67,Osaka,cust27,914.0771362806566,914.0771362806566,5,2,plnt-dc
68,Osaka,cust28,356.1158054320015,356.1158054320015,4,1,plnt-dc
69,Osaka,cust29,606.01953310639,606.01953310639,4,2,plnt-dc
70,Osaka,cust30,1220.5740961157392,1220.5740961157392,5,2,plnt-dc
71,Osaka,cust31,328.5358101406256,328.5358101406256,4,2,plnt-dc
72,Osaka,cust32,231.15888125932543,231.15888125932543,4,2,plnt-dc
73,Osaka,cust33,642.8155045138705,642.8155045138705,4,2,plnt-dc
74,Osaka,cust34,808.5693151719777,808.5693151719777,5,2,plnt-dc
75,Osaka,cust35,463.28600425330455,463.28600425330455,4,1,plnt-dc
76,Osaka,cust36,95.68496392184602,95.68496392184602,4,2,plnt-dc
77,Osaka,cust37,126.52194841641996,126.52194841641996,4,1,plnt-dc
78,Osaka,cust38,238.4865598359072,238.4865598359072,4,1,plnt-dc
79,Osaka,cust39,534.7203527398979,534.7203527398979,4,1,plnt-dc
80,Chiba,cust0,337.7456300802095,337.7456300802095,4,2,plnt-dc
81,Chiba,cust1,909.3547840197998,909.3547840197998,5,2,plnt-dc
82,Chiba,cust2,315.5469114867681,315.5469114867681,4,2,plnt-dc
83,Chiba,cust3,92.96175602349261,92.96175602349261,4,1,plnt-dc
84,Chiba,cust4,159.09448127250445,159.09448127250445,4,2,plnt-dc
85,Chiba,cust5,987.5537504434892,987.5537504434892,5,1,plnt-dc
86,Chiba,cust6,561.374765333908,561.374765333908,4,1,plnt-dc
87,Chiba,cust7,35.982831610222554,35.982831610222554,4,1,plnt-dc
88,Chiba,cust8,547.0860824121634,547.0860824121634,4,1,plnt-dc
89,Chiba,cust9,431.37680200465235,431.37680200465235,4,1,plnt-dc
90,Chiba,cust10,169.11965356018027,169.11965356018027,4,2,plnt-dc
91,Chiba,cust11,731.6794023991869,731.6794023991869,4,1,plnt-dc
92,Chiba,cust12,845.9597332507675,845.9597332507675,5,1,plnt-dc
93,Chiba,cust13,639.3744686432074,639.3744686432074,4,1,plnt-dc
94,Chiba,cust14,246.31375108898706,246.31375108898706,4,2,plnt-dc
95,Chiba,cust15,729.2307106027426,729.2307106027426,4,2,plnt-dc
96,Chiba,cust16,958.4142991213549,958.4142991213549,5,2,plnt-dc
97,Chiba,cust17,970.2985098741394,970.2985098741394,5,1,plnt-dc
98,Chiba,cust18,407.01896535069886,407.01896535069886,4,1,plnt-dc
99,Chiba,cust19,362.7174707935938,362.7174707935938,4,1,plnt-dc
100,Chiba,cust20,848.3507339774605,848.3507339774605,5,1,plnt-dc
101,Chiba,cust21,1039.321218291442,1039.321218291442,5,1,plnt-dc
102,Chiba,cust22,925.8538141384912,925.8538141384912,5,2,plnt-dc
103,Chiba,cust23,1556.6881042428943,1556.6881042428943,5,2,plnt-dc
104,Chiba,cust24,698.8860210549034,698.8860210549034,4,1,plnt-dc
105,Chiba,cust25,974.8195870111545,974.8195870111545,5,1,plnt-dc
106,Chiba,cust26,1094.773230444467,1094.773230444467,5,1,plnt-dc
107,Chiba,cust27,735.7793078427082,735.7793078427082,4,1,plnt-dc
108,Chiba,cust28,201.00351656552596,201.00351656552596,4,2,plnt-dc
109,Chiba,cust29,1047.3375367928,1047.3375367928,5,2,plnt-dc
110,Chiba,cust30,952.1922454249427,952.1922454249427,5,1,plnt-dc
111,Chiba,cust31,769.8213064269365,769.8213064269365,4,1,plnt-dc
112,Chiba,cust32,670.9927104252432,670.9927104252432,4,1,plnt-dc
113,Chiba,cust33,1084.0710553113684,1084.0710553113684,5,1,plnt-dc
114,Chiba,cust34,565.2810822814067,565.2810822814067,4,1,plnt-dc
115,Chiba,cust35,323.68307737158034,323.68307737158034,4,1,plnt-dc
116,Chiba,cust36,449.36459199435484,449.36459199435484,4,2,plnt-dc
117,Chiba,cust37,564.8542830518895,564.8542830518895,4,1,plnt-dc
118,Chiba,cust38,639.8884742065768,639.8884742065768,4,2,plnt-dc
119,Chiba,cust39,973.997060313595,973.997060313595,5,2,plnt-dc
120,cust6,0,31.089055473552772,310.8905547355277,4,2,dc-cust
121,cust9,0,148.6385254223765,1486.3852542237648,4,2,dc-cust
122,cust13,0,166.30480980248842,1663.0480980248842,4,1,dc-cust
123,cust15,0,171.4398613652122,1714.398613652122,4,2,dc-cust
124,cust32,0,123.31406364474944,1233.1406364474944,4,1,dc-cust
125,cust36,0,120.52306205789948,1205.2306205789948,4,2,dc-cust
126,cust37,0,117.26429682604403,1172.6429682604403,4,2,dc-cust
127,cust38,0,94.00637179047541,940.0637179047542,4,2,dc-cust
128,cust0,1,199.27691203188385,1992.7691203188385,4,2,dc-cust
129,cust3,1,132.5092520590558,1325.092520590558,4,2,dc-cust
130,cust7,1,177.54632185874522,1775.463218587452,4,2,dc-cust
131,cust10,1,141.43745620853602,1414.3745620853601,4,1,dc-cust
132,cust14,1,39.604771561773575,396.0477156177358,4,2,dc-cust
133,cust28,1,51.243313677974236,512.4331367797423,4,1,dc-cust
134,cust35,1,119.07779548259163,1190.7779548259164,4,1,dc-cust
135,cust6,2,96.70141128436478,967.0141128436478,4,1,dc-cust
136,cust15,2,159.29222995366942,1592.9222995366943,4,1,dc-cust
137,cust32,2,133.46256577646287,1334.6256577646286,4,2,dc-cust
138,cust36,2,165.01277313587732,1650.1277313587732,4,2,dc-cust
139,cust37,2,177.97448475888794,1779.7448475888793,4,1,dc-cust
140,cust38,2,27.08786532382681,270.8786532382681,4,1,dc-cust
141,cust6,3,18.985558204370392,189.85558204370392,4,2,dc-cust
142,cust9,3,116.132694713229,1161.3269471322901,4,1,dc-cust
143,cust13,3,147.80168175589958,1478.0168175589959,4,2,dc-cust
144,cust15,3,187.21382991160024,1872.1382991160024,4,2,dc-cust
145,cust32,3,131.3994540267473,1313.994540267473,4,1,dc-cust
146,cust36,3,110.47447655844114,1104.7447655844114,4,1,dc-cust
147,cust37,3,85.38222612994447,853.8222612994447,4,1,dc-cust
148,cust38,3,133.44539307547964,1334.4539307547964,4,1,dc-cust
149,cust6,4,83.31427482730574,833.1427482730574,4,1,dc-cust
150,cust9,4,125.47441009531853,1254.7441009531854,4,2,dc-cust
151,cust11,4,180.3789851172208,1803.7898511722078,4,2,dc-cust
152,cust13,4,91.99899706612689,919.9899706612689,4,2,dc-cust
153,cust15,4,194.0563414102773,1940.563414102773,4,2,dc-cust
154,cust32,4,133.84059477524121,1338.4059477524122,4,2,dc-cust
155,cust36,4,166.4424445146209,1664.4244451462089,4,1,dc-cust
156,cust37,4,13.687573047468172,136.87573047468172,4,2,dc-cust
157,cust38,4,198.17955666396193,1981.7955666396192,4,1,dc-cust
158,cust2,5,127.89056800275803,1278.9056800275803,4,1,dc-cust
159,cust4,5,50.9727968955347,509.727968955347,4,1,dc-cust
160,cust7,5,186.4745807705709,1864.745807705709,4,2,dc-cust
161,cust2,6,145.71243061710206,1457.1243061710206,4,1,dc-cust
162,cust6,6,105.61598028595246,1056.1598028595247,4,1,dc-cust
163,cust9,6,29.642381527355425,296.4238152735543,4,2,dc-cust
164,cust13,6,192.69604272464358,1926.9604272464358,4,1,dc-cust
165,cust36,6,81.60380201443944,816.0380201443944,4,1,dc-cust
166,cust37,6,114.26545619144717,1142.6545619144717,4,2,dc-cust
167,cust6,7,59.60087265823158,596.0087265823158,4,1,dc-cust
168,cust9,7,157.15669890241406,1571.5669890241406,4,1,dc-cust
169,cust11,7,149.63449362443947,1496.3449362443948,4,1,dc-cust
170,cust13,7,80.50052327544155,805.0052327544155,4,1,dc-cust
171,cust15,7,147.53113785506932,1475.3113785506932,4,2,dc-cust
172,cust31,7,181.59723684509603,1815.9723684509604,4,2,dc-cust
173,cust32,7,86.9705510265143,869.705510265143,4,2,dc-cust
174,cust36,7,175.39975714183987,1753.9975714183988,4,2,dc-cust
175,cust37,7,42.020628653372604,420.20628653372603,4,2,dc-cust
176,cust38,7,157.68477739509666,1576.8477739509667,4,1,dc-cust
177,cust6,8,79.96197726423297,799.6197726423297,4,1,dc-cust
178,cust9,8,171.39023357989728,1713.902335798973,4,1,dc-cust
179,cust15,8,195.72997283237532,1957.2997283237532,4,1,dc-cust
180,cust32,8,158.025161644077,1580.25161644077,4,1,dc-cust
181,cust36,8,117.18123829877847,1171.8123829877848,4,2,dc-cust
182,cust37,8,166.1564131565733,1661.564131565733,4,2,dc-cust
183,cust38,8,74.26323763539826,742.6323763539825,4,2,dc-cust
184,cust3,9,38.95332852598874,389.5332852598874,4,1,dc-cust
185,cust7,9,108.12324404411058,1081.2324404411058,4,1,dc-cust
186,cust10,9,59.995069005670445,599.9506900567044,4,1,dc-cust
187,cust14,9,185.4768452097704,1854.768452097704,4,2,dc-cust
188,cust28,9,177.45989728773358,1774.5989728773359,4,1,dc-cust
189,cust8,10,18.3485517889952,183.48551788995198,4,1,dc-cust
190,cust18,10,141.8404552845773,1418.404552845773,4,2,dc-cust
191,cust19,10,173.8323669133177,1738.3236691331772,4,2,dc-cust
192,cust24,10,184.20091753546663,1842.0091753546662,4,1,dc-cust
193,cust34,10,74.6357769789901,746.3577697899009,4,1,dc-cust
194,cust22,11,41.65407752955836,416.54077529558356,4,1,dc-cust
195,cust30,11,148.63694429212683,1486.3694429212683,4,1,dc-cust
196,cust1,12,85.60161964178671,856.0161964178671,4,2,dc-cust
197,cust5,12,118.60276133731,1186.0276133731,4,2,dc-cust
198,cust11,12,181.19241158596577,1811.9241158596578,4,2,dc-cust
199,cust12,12,77.0136524053125,770.136524053125,4,2,dc-cust
200,cust16,12,130.37990084636365,1303.7990084636365,4,1,dc-cust
201,cust21,12,175.42291798854663,1754.2291798854662,4,2,dc-cust
202,cust29,12,167.48205929797018,1674.8205929797018,4,1,dc-cust
203,cust31,12,165.03942156607147,1650.3942156607147,4,2,dc-cust
204,cust33,12,189.8650807926295,1898.6508079262949,4,2,dc-cust
205,cust39,12,166.81738248777816,1668.1738248777815,4,2,dc-cust
206,cust0,13,52.919990428238535,529.1999042823853,4,2,dc-cust
207,cust2,13,188.60105213686356,1886.0105213686356,4,1,dc-cust
208,cust14,13,145.91353904083138,1459.135390408314,4,1,dc-cust
209,cust28,13,111.08593581956572,1110.8593581956573,4,2,dc-cust
210,cust35,13,177.35314702399418,1773.5314702399419,4,2,dc-cust
211,cust3,14,73.28954413791496,732.8954413791496,4,2,dc-cust
212,cust4,14,140.83084245889003,1408.3084245889004,4,2,dc-cust
213,cust7,14,6.345189423349305,63.45189423349305,4,1,dc-cust
214,cust10,14,155.59919348004507,1555.9919348004507,4,1,dc-cust
215,cust28,14,164.5343854868754,1645.343854868754,4,2,dc-cust
216,cust2,15,167.6237546264941,1676.237546264941,4,2,dc-cust
217,cust3,15,165.74667075618115,1657.4667075618115,4,2,dc-cust
218,cust4,15,53.039551175971255,530.3955117597126,4,2,dc-cust
219,cust7,15,118.79059829570892,1187.9059829570892,4,1,dc-cust
220,cust28,15,130.28143254024323,1302.8143254024324,4,1,dc-cust
221,cust24,16,101.47579065830112,1014.7579065830112,4,1,dc-cust
222,cust27,16,0.02002672323071188,0.2002672323071188,4,1,dc-cust
223,cust34,16,189.70001909671788,1897.0001909671787,4,2,dc-cust
224,cust1,17,95.42845476955564,954.2845476955564,4,2,dc-cust
225,cust11,17,93.34348252112532,933.4348252112533,4,2,dc-cust
226,cust12,17,78.56437549141229,785.643754914123,4,1,dc-cust
227,cust13,17,188.33912811026227,1883.3912811026225,4,1,dc-cust
228,cust15,17,134.17629068101763,1341.7629068101764,4,2,dc-cust
229,cust16,17,154.37681905942804,1543.7681905942804,4,1,dc-cust
230,cust31,17,72.46099342307996,724.6099342307996,4,2,dc-cust
231,cust32,17,170.09565741821905,1700.9565741821905,4,2,dc-cust
232,cust39,17,184.45012459861198,1844.5012459861198,4,1,dc-cust
233,cust6,18,112.04614741138829,1120.461474113883,4,2,dc-cust
234,cust11,18,87.12703117200235,871.2703117200235,4,1,dc-cust
235,cust13,18,52.9880893070918,529.880893070918,4,2,dc-cust
236,cust15,18,99.38000540611728,993.8000540611728,4,2,dc-cust
237,cust31,18,121.08122830979347,1210.8122830979348,4,1,dc-cust
238,cust32,18,46.86723488797133,468.6723488797133,4,1,dc-cust
239,cust37,18,88.5054660181668,885.0546601816679,4,2,dc-cust
240,cust38,18,170.25212632490562,1702.5212632490561,4,1,dc-cust
241,cust8,19,185.87708248390365,1858.7708248390365,4,2,dc-cust
242,cust10,19,196.05118499662112,1960.5118499662112,4,2,dc-cust
243,cust18,19,92.57024491662786,925.7024491662786,4,1,dc-cust
244,cust19,19,22.80861884230528,228.0861884230528,4,2,dc-cust
245,cust1,20,189.1678336277481,1891.678336277481,4,1,dc-cust
246,cust6,20,168.75537647596414,1687.5537647596414,4,1,dc-cust
247,cust11,20,96.4145548487874,964.1455484878741,4,2,dc-cust
248,cust13,20,145.9512917962733,1459.512917962733,4,1,dc-cust
249,cust15,20,0.5578003591700388,5.578003591700388,4,1,dc-cust
250,cust31,20,62.18501110576409,621.8501110576409,4,2,dc-cust
251,cust32,20,60.813470132763406,608.134701327634,4,2,dc-cust
252,cust37,20,183.74308749123784,1837.4308749123784,4,1,dc-cust
253,cust38,20,149.8718292959058,1498.718292959058,4,1,dc-cust
254,cust0,21,181.5832390381846,1815.832390381846,4,1,dc-cust
255,cust2,21,143.79816461504,1437.9816461504001,4,1,dc-cust
256,cust6,21,126.27368895812364,1262.7368895812365,4,1,dc-cust
257,cust9,21,85.4011573280804,854.011573280804,4,2,dc-cust
258,cust36,21,0.004234439218182592,0.042344392181825924,4,1,dc-cust
259,cust37,21,177.88577900155093,1778.8577900155092,4,2,dc-cust
260,cust38,21,191.43859574054687,1914.3859574054686,4,1,dc-cust
261,cust2,22,109.29343238136624,1092.9343238136626,4,2,dc-cust
262,cust6,22,153.4290167814769,1534.290167814769,4,2,dc-cust
263,cust9,22,22.771181972820344,227.71181972820344,4,2,dc-cust
264,cust36,22,106.20437783701793,1062.0437783701793,4,1,dc-cust
265,cust37,22,146.6005071064426,1466.005071064426,4,2,dc-cust
266,cust3,23,174.51963626322035,1745.1963626322035,4,2,dc-cust
267,cust10,23,145.46774822113267,1454.6774822113266,4,2,dc-cust
268,cust14,23,44.410914734115735,444.1091473411574,4,1,dc-cust
269,cust28,23,120.08895075689152,1200.8895075689152,4,2,dc-cust
270,cust35,23,67.89166246823153,678.9166246823153,4,1,dc-cust
271,cust6,24,6.314163589076479,63.14163589076479,4,1,dc-cust
272,cust9,24,138.29261784820113,1382.9261784820114,4,2,dc-cust
273,cust11,24,191.73189629993564,1917.3189629993565,4,2,dc-cust
274,cust13,24,133.7867686414109,1337.867686414109,4,1,dc-cust
275,cust15,24,163.84752239294065,1638.4752239294064,4,1,dc-cust
276,cust32,24,108.32521569836086,1083.2521569836085,4,1,dc-cust
277,cust36,24,132.17031408524088,1321.7031408524088,4,1,dc-cust
278,cust37,24,82.01924584053803,820.1924584053803,4,1,dc-cust
279,cust38,24,120.84764325001385,1208.4764325001383,4,1,dc-cust
280,cust0,25,58.012240048670755,580.1224004867075,4,1,dc-cust
281,cust2,25,119.2328051170953,1192.328051170953,4,2,dc-cust
282,cust9,25,172.7148244139942,1727.1482441399419,4,2,dc-cust
283,cust28,25,197.78670450311904,1977.8670450311904,4,2,dc-cust
284,cust36,25,128.0981411776477,1280.981411776477,4,1,dc-cust
285,cust3,26,106.29406575801701,1062.9406575801702,4,1,dc-cust
286,cust4,26,147.76021520725638,1477.6021520725637,4,1,dc-cust
287,cust7,26,38.54509235588447,385.4509235588447,4,1,dc-cust
288,cust10,26,184.1055060097712,1841.0550600977122,4,2,dc-cust
289,cust0,27,23.92538248015914,239.2538248015914,4,1,dc-cust
290,cust2,27,161.49610898982618,1614.961089898262,4,2,dc-cust
291,cust14,27,180.43657416020437,1804.3657416020437,4,2,dc-cust
292,cust28,27,138.5184794423031,1385.1847944230308,4,1,dc-cust
293,cust36,27,195.78115416086476,1957.8115416086475,4,1,dc-cust
294,cust3,28,138.38285121496475,1383.8285121496474,4,2,dc-cust
295,cust10,28,55.554247214666646,555.5424721466665,4,2,dc-cust
296,cust14,28,174.10537109380215,1741.0537109380216,4,2,dc-cust
297,cust18,28,188.13626884672922,1881.3626884672922,4,2,dc-cust
298,cust19,28,144.12327856138197,1441.2327856138197,4,2,dc-cust
299,cust6,29,77.46318213648247,774.6318213648248,4,1,dc-cust
300,cust9,29,137.0377066908638,1370.3770669086382,4,2,dc-cust
301,cust11,29,167.4352274237445,1674.3522742374448,4,2,dc-cust
302,cust13,29,81.99154423339866,819.9154423339866,4,2,dc-cust
303,cust15,29,179.30887127859458,1793.0887127859457,4,2,dc-cust
304,cust32,29,119.12799610562746,1191.2799610562747,4,1,dc-cust
305,cust36,29,171.93024703960845,1719.3024703960846,4,1,dc-cust
306,cust37,29,8.831220729956431,88.3122072995643,4,2,dc-cust
307,cust38,29,188.39765089341594,1883.9765089341595,4,1,dc-cust
308,cust23,30,10.093387951394146,100.93387951394146,4,2,dc-cust
309,cust3,31,58.63054551582074,586.3054551582075,4,2,dc-cust
310,cust7,31,66.9663543277837,669.6635432778371,4,1,dc-cust
311,cust10,31,120.0415371794981,1200.4153717949812,4,1,dc-cust
312,cust28,31,196.9239179102957,1969.239179102957,4,1,dc-cust
313,cust5,32,64.36579331055023,643.6579331055023,4,1,dc-cust
314,cust12,32,126.94272870181136,1269.4272870181137,4,2,dc-cust
315,cust0,33,189.4825409371691,1894.825409371691,4,1,dc-cust
316,cust2,33,33.55313208748348,335.5313208748348,4,1,dc-cust
317,cust4,33,137.26382034607562,1372.6382034607561,4,2,dc-cust
318,cust9,33,138.08456270937563,1380.8456270937563,4,2,dc-cust
319,cust36,33,175.45865226630445,1754.5865226630444,4,1,dc-cust
320,cust0,34,183.49285752938445,1834.9285752938445,4,1,dc-cust
321,cust2,34,174.73205851804462,1747.3205851804462,4,2,dc-cust
322,cust6,34,125.83875764529162,1258.3875764529162,4,2,dc-cust
323,cust9,34,118.94054030825848,1189.4054030825848,4,2,dc-cust
324,cust36,34,35.414774407435516,354.14774407435516,4,1,dc-cust
325,cust37,34,191.74889036731932,1917.4889036731931,4,2,dc-cust
326,cust38,34,167.56010132513612,1675.601013251361,4,2,dc-cust
327,cust18,35,48.186607549225606,481.8660754922561,4,1,dc-cust
328,cust19,35,127.29384396922237,1272.9384396922237,4,1,dc-cust
329,cust35,35,167.75715525513698,1677.5715525513697,4,2,dc-cust
330,cust2,36,194.4468670069413,1944.4686700694128,4,1,dc-cust
331,cust6,36,51.891316214668294,518.9131621466829,4,2,dc-cust
332,cust9,36,83.586878108181,835.86878108181,4,1,dc-cust
333,cust13,36,165.5980487424796,1655.980487424796,4,2,dc-cust
334,cust32,36,162.50109029481197,1625.0109029481198,4,1,dc-cust
335,cust36,36,86.49109867493904,864.9109867493904,4,1,dc-cust
336,cust37,36,93.1420294031029,931.420294031029,4,2,dc-cust
337,cust38,36,160.05911525704607,1600.5911525704607,4,1,dc-cust
338,cust1,37,16.270474797136874,162.70474797136873,4,1,dc-cust
339,cust11,37,188.081527328738,1880.81527328738,4,2,dc-cust
340,cust12,37,152.9566172751653,1529.566172751653,4,2,dc-cust
341,cust15,37,184.39293135006858,1843.9293135006858,4,2,dc-cust
342,cust16,37,52.62993447691492,526.2993447691492,4,1,dc-cust
343,cust21,37,131.1934179978331,1311.934179978331,4,2,dc-cust
344,cust25,37,157.20692172901002,1572.0692172901001,4,2,dc-cust
345,cust29,37,139.32429904382644,1393.2429904382643,4,2,dc-cust
346,cust31,37,138.9586535772742,1389.5865357727419,4,1,dc-cust
347,cust33,37,178.68890100758412,1786.8890100758413,4,2,dc-cust
348,cust39,37,81.78918834935585,817.8918834935586,4,2,dc-cust
349,cust1,38,141.04136401918961,1410.413640191896,4,2,dc-cust
350,cust11,38,90.60696804840568,906.0696804840568,4,1,dc-cust
351,cust12,38,167.9340509485054,1679.3405094850539,4,2,dc-cust
352,cust13,38,167.84348908702444,1678.4348908702443,4,2,dc-cust
353,cust15,38,48.15705984618917,481.5705984618917,4,1,dc-cust
354,cust16,38,184.90221668056535,1849.0221668056533,4,2,dc-cust
355,cust31,38,29.360737737372897,293.607377373729,4,1,dc-cust
356,cust32,38,102.72776381166797,1027.2776381166798,4,2,dc-cust
357,cust38,38,194.8090614330289,1948.0906143302889,4,1,dc-cust
358,cust2,39,69.55602915171337,695.5602915171337,4,2,dc-cust
359,cust4,39,181.75632126136776,1817.5632126136775,4,1,dc-cust
360,cust9,39,106.79120467056832,1067.9120467056832,4,2,dc-cust
361,cust36,39,170.5467038987342,1705.467038987342,4,2,dc-cust
362,cust3,40,172.66496831123612,1726.6496831123613,4,2,dc-cust
363,cust10,40,122.43009261210237,1224.3009261210236,4,1,dc-cust
364,cust14,40,88.11955099073296,881.1955099073296,4,2,dc-cust
365,cust18,40,167.91017190106137,1679.1017190106138,4,2,dc-cust
366,cust19,40,194.2429970021399,1942.429970021399,4,2,dc-cust
367,cust28,40,156.51681863612305,1565.1681863612305,4,2,dc-cust
368,cust35,40,99.24409398315582,992.4409398315582,4,2,dc-cust
369,cust2,41,77.20518444566964,772.0518444566965,4,1,dc-cust
370,cust4,41,89.74239941854398,897.4239941854398,4,1,dc-cust
371,cust9,41,185.66675904520557,1856.6675904520557,4,1,dc-cust
372,cust6,42,86.37848266856474,863.7848266856474,4,1,dc-cust
373,cust13,42,197.45172156361065,1974.5172156361064,4,2,dc-cust
374,cust15,42,152.70397044362716,1527.0397044362717,4,2,dc-cust
375,cust32,42,123.81184653794469,1238.118465379447,4,1,dc-cust
376,cust36,42,162.3250656522156,1623.250656522156,4,2,dc-cust
377,cust37,42,166.72743800036866,1667.2743800036867,4,2,dc-cust
378,cust38,42,34.21778670027475,342.1778670027475,4,1,dc-cust
379,cust3,43,157.6039658627629,1576.0396586276288,4,2,dc-cust
380,cust4,43,118.5634798987791,1185.6347989877909,4,1,dc-cust
381,cust7,43,79.4215324696737,794.2153246967371,4,2,dc-cust
382,cust2,44,139.4674188446285,1394.674188446285,4,1,dc-cust
383,cust6,44,131.61909084676202,1316.1909084676201,4,2,dc-cust
384,cust9,44,32.04117874675827,320.4117874675827,4,1,dc-cust
385,cust13,44,193.40328412787485,1934.0328412787485,4,1,dc-cust
386,cust36,44,112.56796467524373,1125.6796467524373,4,2,dc-cust
387,cust37,44,116.64710505131487,1166.4710505131486,4,1,dc-cust
388,cust0,45,125.04847375280202,1250.4847375280203,4,2,dc-cust
389,cust3,45,198.91127243464163,1989.1127243464164,4,1,dc-cust
390,cust14,45,74.23716023381775,742.3716023381775,4,1,dc-cust
391,cust28,45,57.300933506644924,573.0093350664492,4,1,dc-cust
