,from_node,from_name,to_node,to_name,time,distance
394,7,水戸市,44,宮崎市,63685,1422674
395,7,水戸市,45,鹿児島市,66528,1464211
396,7,水戸市,46,那覇市,544415,2255884
397,7,水戸市,47,Odawara,9159,185878
398,7,水戸市,48,Osaka,27362,614041
399,7,水戸市,49,Chiba,5640,116374
400,8,宇都宮市,0,札幌市,47643,963469
401,8,宇都宮市,1,青森市,27727,608915
402,8,宇都宮市,2,盛岡市,19773,421343
403,8,宇都宮市,3,仙台市,11840,244319
404,8,宇都宮市,4,秋田市,20053,445759
405,8,宇都宮市,5,山形市,11301,246656
406,8,宇都宮市,6,福島市,7748,164628
407,8,宇都宮市,7,水戸市,3732,74265
408,8,宇都宮市,8,宇都宮市,0,0
409,8,宇都宮市,9,前橋市,4911,96889
410,8,宇都宮市,10,さいたま市,4651,95162
411,8,宇都宮市,11,千葉市,6478,125694
412,8,宇都宮市,12,新宿区,5694,114450
413,8,宇都宮市,13,横浜市,6872,143705
414,8,宇都宮市,14,新潟市,11817,258016
415,8,宇都宮市,15,富山市,18312,384632
416,8,宇都宮市,16,金沢市,20509,437792
417,8,宇都宮市,17,福井市,23415,480075
418,8,宇都宮市,18,甲府市,11141,213145
419,8,宇都宮市,19,長野市,11868,225212
420,8,宇都宮市,20,岐阜市,21865,490127
421,8,宇都宮市,21,静岡市,13569,285211
422,8,宇都宮市,22,名古屋市,20498,456194
423,8,宇都宮市,23,津市,22877,504533
424,8,宇都宮市,24,大津市,24845,556329
425,8,宇都宮市,25,京都市,25688,569111
426,8,宇都宮市,26,大阪市,27252,618574
427,8,宇都宮市,27,神戸市,28549,648339
428,8,宇都宮市,28,奈良市,25621,570694
429,8,宇都宮市,29,和歌山市,29546,659488
430,8,宇都宮市,30,鳥取市,34653,764731
431,8,宇都宮市,31,松江市,39473,876893
432,8,宇都宮市,32,岡山市,34734,762181
433,8,宇都宮市,33,広島市,41637,924803
434,8,宇都宮市,34,山口市,46674,1050972
435,8,宇都宮市,35,徳島市,33641,757440
436,8,宇都宮市,36,高松市,36617,807967
437,8,宇都宮市,37,松山市,42528,943665
438,8,宇都宮市,38,高知市,41442,907864
439,8,宇都宮市,39,福岡市,53364,1189200
440,8,宇都宮市,40,佐賀市,55267,1235441
441,8,宇都宮市,41,長崎市,59167,1324370
442,8,宇都宮市,42,熊本市,57118,1282507
443,8,宇都宮市,43,大分市,55745,1244744
444,8,宇都宮市,44,宮崎市,63880,1426748
445,8,宇都宮市,45,鹿児島市,66723,1468285
446,8,宇都宮市,46,那覇市,544610,2259958
447,8,宇都宮市,47,Odawara,9354,189952
448,8,宇都宮市,48,Osaka,27557,618115
449,8,宇都宮市,49,Chiba,6998,141465
450,9,前橋市,0,札幌市,51587,1051372
451,9,前橋市,1,青森市,30025,641086
452,9,前橋市,2,盛岡市,23716,509245
453,9,前橋市,3,仙台市,15784,332221
454,9,前橋市,4,秋田市,21812,467626
455,9,前橋市,5,山形市,15245,334558
456,9,前橋市,6,福島市,11692,252531
457,9,前橋市,7,水戸市,6995,143374
458,9,前橋市,8,宇都宮市,4897,96802
459,9,前橋市,9,前橋市,0,0
460,9,前橋市,10,さいたま市,4574,94186
461,9,前橋市,11,千葉市,7455,155777
462,9,前橋市,12,新宿区,5654,110531
463,9,前橋市,13,横浜市,7201,154605
464,9,前橋市,14,新潟市,10315,211828
465,9,前橋市,15,富山市,13784,286580
466,9,前橋市,16,金沢市,15981,339740
467,9,前橋市,17,福井市,19104,417219
468,9,前橋市,18,甲府市,8662,145385
469,9,前橋市,19,長野市,7340,127160
470,9,前橋市,20,岐阜市,18361,357951
471,9,前橋市,21,静岡市,12701,268779
472,9,前橋市,22,名古屋市,17566,344973
473,9,前橋市,23,津市,20911,424880
474,9,前橋市,24,大津市,22596,470499
475,9,前橋市,25,京都市,23439,483281
476,9,前橋市,26,大阪市,25093,527249
477,9,前橋市,27,神戸市,26390,557014
478,9,前橋市,28,奈良市,23462,479370
479,9,前橋市,29,和歌山市,27386,568163
480,9,前橋市,30,鳥取市,31105,703256
481,9,前橋市,31,松江市,35989,821798
482,9,前橋市,32,岡山市,32485,676351
483,9,前橋市,33,広島市,39388,838973
484,9,前橋市,34,山口市,44425,965142
485,9,前橋市,35,徳島市,31481,666116
486,9,前橋市,36,高松市,34457,716642
487,9,前橋市,37,松山市,40279,857836
488,9,前橋市,38,高知市,39282,816540
489,9,前橋市,39,福岡市,51115,1103370
490,9,前橋市,40,佐賀市,53018,1149611
491,9,前橋市,41,長崎市,56918,1238540
492,9,前橋市,42,熊本市,54870,1196677
493,9,前橋市,43,大分市,53496,1158914
494,9,前橋市,44,宮崎市,61631,1340918
495,9,前橋市,45,鹿児島市,64474,1382455
496,9,前橋市,46,那覇市,542361,2174128
497,9,前橋市,47,Odawara,8721,168027
498,9,前橋市,48,Osaka,25398,526790
499,9,前橋市,49,Chiba,7844,162708
500,10,さいたま市,0,札幌市,51732,1055238
501,10,さいたま市,1,青森市,31844,700999
502,10,さいたま市,2,盛岡市,23861,513111
503,10,さいたま市,3,仙台市,15929,336088
504,10,さいたま市,4,秋田市,24170,537843
505,10,さいたま市,5,山形市,15419,338740
506,10,さいたま市,6,福島市,11836,256397
507,10,さいたま市,7,水戸市,5104,103903
508,10,さいたま市,8,宇都宮市,4683,95118
509,10,さいたま市,9,前橋市,4608,94189
510,10,さいたま市,10,さいたま市,0,0
511,10,さいたま市,11,千葉市,3099,60221
512,10,さいたま市,12,新宿区,1507,26244
513,10,さいたま市,13,横浜市,2987,65249
514,10,さいたま市,14,新潟市,14177,297806
515,10,さいたま市,15,富山市,17426,344475
516,10,さいたま市,16,金沢市,19742,393095
517,10,さいたま市,17,福井市,22205,455860
518,10,さいたま市,18,甲府市,7138,127781
519,10,さいたま市,19,長野市,10751,210700
520,10,さいたま市,20,岐阜市,17614,394793
521,10,さいたま市,21,静岡市,9318,189877
522,10,さいたま市,22,名古屋市,16247,360861
523,10,さいたま市,23,津市,18626,409199
524,10,さいたま市,24,大津市,20594,460995
525,10,さいたま市,25,京都市,21437,473777
526,10,さいたま市,26,大阪市,23001,523240
527,10,さいたま市,27,神戸市,24298,553005
528,10,さいたま市,28,奈良市,21370,475361
529,10,さいたま市,29,和歌山市,25295,564154
530,10,さいたま市,30,鳥取市,30402,669397
531,10,さいたま市,31,松江市,35222,781559
532,10,さいたま市,32,岡山市,30483,666848
533,10,さいたま市,33,広島市,37386,829469
534,10,さいたま市,34,山口市,42423,955638
535,10,さいたま市,35,徳島市,29389,662107
536,10,さいたま市,36,高松市,32365,712633
537,10,さいたま市,37,松山市,38276,848332
538,10,さいたま市,38,高知市,37190,812531
539,10,さいたま市,39,福岡市,49112,1093867
540,10,さいたま市,40,佐賀市,51016,1140107
541,10,さいたま市,41,長崎市,54915,1229036
542,10,さいたま市,42,熊本市,52867,1187173
543,10,さいたま市,43,大分市,51493,1149410
544,10,さいたま市,44,宮崎市,59628,1331415
545,10,さいたま市,45,鹿児島市,62471,1372951
546,10,さいたま市,46,那覇市,540358,2164625
547,10,さいたま市,47,Odawara,5103,94618
548,10,さいたま市,48,Osaka,23306,522781
549,10,さいたま市,49,Chiba,3488,67151
550,11,千葉市,0,札幌市,53103,1088127
551,11,千葉市,1,青森市,33216,733888
552,11,千葉市,2,盛岡市,25232,546001
553,11,千葉市,3,仙台市,17300,368977
554,11,千葉市,4,秋田市,25542,570732
555,11,千葉市,5,山形市,16790,371629
556,11,千葉市,6,福島市,13208,289286
557,11,千葉市,7,水戸市,5119,106021
558,11,千葉市,8,宇都宮市,6472,125813
559,11,千葉市,9,前橋市,7557,155458
560,11,千葉市,10,さいたま市,3175,60680
561,11,千葉市,11,千葉市,0,0
562,11,千葉市,12,新宿区,2551,46105
563,11,千葉市,13,横浜市,3189,68213
564,11,千葉市,14,新潟市,17126,359074
565,11,千葉市,15,富山市,19643,381571
566,11,千葉市,16,金沢市,21959,430191
567,11,千葉市,17,福井市,24007,547632
568,11,千葉市,18,甲府市,8909,162027
569,11,千葉市,19,長野市,13700,271969
570,11,千葉市,20,岐阜市,18699,420486
571,11,千葉市,21,静岡市,10403,215570
572,11,千葉市,22,名古屋市,17332,386553
573,11,千葉市,23,津市,19711,434892
574,11,千葉市,24,大津市,21679,486688
575,11,千葉市,25,京都市,22523,499470
576,11,千葉市,26,大阪市,24086,548933
577,11,千葉市,27,神戸市,25383,578698
578,11,千葉市,28,奈良市,22456,501053
579,11,千葉市,29,和歌山市,26380,589847
580,11,千葉市,30,鳥取市,31487,695090
581,11,千葉市,31,松江市,36307,807252
582,11,千葉市,32,岡山市,31568,692540
583,11,千葉市,33,広島市,38472,855162
584,11,千葉市,34,山口市,43508,981331
585,11,千葉市,35,徳島市,30475,687799
586,11,千葉市,36,高松市,33451,738326
587,11,千葉市,37,松山市,39362,874024
588,11,千葉市,38,高知市,38276,838223
589,11,千葉市,39,福岡市,50198,1119559
590,11,千葉市,40,佐賀市,52101,1165800
591,11,千葉市,41,長崎市,56001,1254729
592,11,千葉市,42,熊本市,53953,1212866
593,11,千葉市,43,大分市,52579,1175103
594,11,千葉市,44,宮崎市,60714,1357107
595,11,千葉市,45,鹿児島市,63557,1398644
596,11,千葉市,46,那覇市,541444,2190317
597,11,千葉市,47,Odawara,5962,118386
598,11,千葉市,48,Osaka,24391,548474
599,11,千葉市,49,Chiba,598,8472
600,12,新宿区,0,札幌市,52603,1074056
601,12,新宿区,1,青森市,32715,719816
602,12,新宿区,2,盛岡市,24732,531929
603,12,新宿区,3,仙台市,16800,354906
604,12,新宿区,4,秋田市,25041,556661
605,12,新宿区,5,山形市,16290,357558
606,12,新宿区,6,福島市,12707,275215
607,12,新宿区,7,水戸市,5528,111349
608,12,新宿区,8,宇都宮市,5554,113936
609,12,新宿区,9,前橋市,5474,115055
610,12,新宿区,10,さいたま市,1215,25745
611,12,新宿区,11,千葉市,2538,45444
612,12,新宿区,12,新宿区,0,0
613,12,新宿区,13,横浜市,2097,40278
614,12,新宿区,14,新潟市,15043,318672
615,12,新宿区,15,富山市,17246,336852
616,12,新宿区,16,金沢市,19562,385472
617,12,新宿区,17,福井市,21918,504834
618,12,新宿区,18,甲府市,6512,117309
619,12,新宿区,19,長野市,11617,231567
620,12,新宿区,20,岐阜市,16611,377688
621,12,新宿区,21,静岡市,8314,172772
622,12,新宿区,22,名古屋市,15244,343755
623,12,新宿区,23,津市,17622,392094
624,12,新宿区,24,大津市,19590,443890
625,12,新宿区,25,京都市,20434,456672
626,12,新宿区,26,大阪市,21998,506135
627,12,新宿区,27,神戸市,23294,535900
