,prod,cust,demand
141,D,さいたま市,66.18131868131869
142,D,京都市,68.18681318681318
143,D,仙台市,65.17857142857143
144,D,佐賀市,95.26098901098901
145,D,前橋市,58.15934065934066
146,D,千葉市,74.2032967032967
147,D,名古屋市,72.1978021978022
148,D,和歌山市,64.17582417582418
149,D,大分市,81.22252747252747
150,D,大津市,73.20054945054945
151,D,大阪市,81.22252747252747
152,D,奈良市,61.167582417582416
153,D,宇都宮市,82.22527472527473
154,D,宮崎市,69.18956043956044
155,D,富山市,67.18406593406593
156,D,山口市,67.18406593406593
157,D,山形市,72.1978021978022
158,D,岐阜市,61.167582417582416
159,D,岡山市,81.22252747252747
160,D,広島市,78.21428571428571
161,D,徳島市,63.17307692307692
162,D,新宿区,80.21978021978022
163,D,新潟市,67.18406593406593
164,D,札幌市,65.17857142857143
165,D,松山市,58.15934065934066
166,D,松江市,73.20054945054945
167,D,横浜市,85.23351648351648
168,D,水戸市,60.16483516483517
169,D,津市,68.18681318681318
170,D,熊本市,70.1923076923077
171,D,甲府市,71.19505494505495
172,D,盛岡市,62.17032967032967
173,D,神戸市,75.20604395604396
174,D,福井市,56.15384615384615
175,D,福岡市,73.20054945054945
176,D,福島市,72.1978021978022
177,D,秋田市,78.21428571428571
178,D,那覇市,72.1978021978022
179,D,金沢市,81.22252747252747
180,D,長崎市,49.13461538461539
181,D,長野市,72.1978021978022
182,D,青森市,63.17307692307692
183,D,静岡市,74.2032967032967
184,D,高松市,71.19505494505495
185,D,高知市,72.1978021978022
186,D,鳥取市,67.18406593406593
187,D,鹿児島市,81.22252747252747
188,E,さいたま市,105.28846153846153
189,E,京都市,796.1813186813187
190,E,仙台市,87.23901098901099
191,E,佐賀市,4240.618131868132
192,E,前橋市,151.41483516483515
193,E,千葉市,257.70604395604397
194,E,名古屋市,98.26923076923077
195,E,和歌山市,731.0027472527472
196,E,大分市,397.0879120879121
197,E,大津市,688.8873626373627
198,E,大阪市,76.20879120879121
199,E,奈良市,71.19505494505495
200,E,宇都宮市,104.28571428571429
201,E,宮崎市,78.21428571428571
202,E,富山市,249.68406593406593
203,E,山口市,230.63186813186815
204,E,山形市,72.1978021978022
205,E,岐阜市,401.0989010989011
206,E,岡山市,1684.6153846153845
207,E,広島市,159.4368131868132
208,E,徳島市,86.23626373626374
209,E,新宿区,91.25
210,E,新潟市,73.20054945054945
211,E,札幌市,115.31593406593407
212,E,松山市,517.4175824175824
213,E,松江市,134.36813186813185
214,E,横浜市,702.9258241758242
215,E,水戸市,108.2967032967033
216,E,津市,252.69230769230768
217,E,熊本市,71.19505494505495
218,E,甲府市,69.18956043956044
219,E,盛岡市,60.16483516483517
220,E,神戸市,82.22527472527473
221,E,福井市,166.45604395604394
222,E,福岡市,310.85164835164835
223,E,福島市,91.25
224,E,秋田市,79.21703296703296
225,E,那覇市,913.5027472527472
226,E,金沢市,130.35714285714286
227,E,長崎市,345.9478021978022
228,E,長野市,78.21428571428571
229,E,青森市,263.7225274725275
230,E,静岡市,2079.697802197802
231,E,高松市,248.6813186813187
232,E,高知市,62.17032967032967
233,E,鳥取市,61.167582417582416
234,E,鹿児島市,136.37362637362637
235,F,さいたま市,63.17307692307692
236,F,京都市,136.37362637362637
237,F,仙台市,70.1923076923077
238,F,佐賀市,567.554945054945
239,F,前橋市,80.21978021978022
240,F,千葉市,82.22527472527473
241,F,名古屋市,64.17582417582418
242,F,和歌山市,123.33791208791209
243,F,大分市,95.26098901098901
244,F,大津市,116.31868131868131
245,F,大阪市,46.12637362637363
246,F,奈良市,71.19505494505495
247,F,宇都宮市,75.20604395604396
248,F,宮崎市,82.22527472527473
249,F,富山市,83.22802197802197
250,F,山口市,84.23076923076923
251,F,山形市,60.16483516483517
252,F,岐阜市,118.32417582417582
253,F,岡山市,212.58241758241758
254,F,広島市,64.17582417582418
255,F,徳島市,54.14835164835165
256,F,新宿区,72.1978021978022
257,F,新潟市,74.2032967032967
258,F,札幌市,72.1978021978022
259,F,松山市,111.30494505494505
260,F,松江市,71.19505494505495
261,F,横浜市,126.34615384615384
262,F,水戸市,69.18956043956044
263,F,津市,94.25824175824175
264,F,熊本市,84.23076923076923
265,F,甲府市,68.18681318681318
266,F,盛岡市,66.18131868131869
267,F,神戸市,67.18406593406593
268,F,福井市,94.25824175824175
269,F,福岡市,78.21428571428571
270,F,福島市,65.17857142857143
271,F,秋田市,76.20879120879121
272,F,那覇市,145.39835164835165
273,F,金沢市,65.17857142857143
274,F,長崎市,90.24725274725274
275,F,長野市,69.18956043956044
276,F,青森市,99.27197802197803
277,F,静岡市,261.717032967033
278,F,高松市,79.21703296703296
279,F,高知市,76.20879120879121
280,F,鳥取市,72.1978021978022
281,F,鹿児島市,62.17032967032967
282,G,さいたま市,63.17307692307692
283,G,京都市,150.4120879120879
284,G,仙台市,61.167582417582416
285,G,佐賀市,784.1483516483516
286,G,前橋市,68.18681318681318
287,G,千葉市,101.27747252747253
288,G,名古屋市,75.20604395604396
289,G,和歌山市,138.37912087912088
290,G,大分市,88.24175824175825
291,G,大津市,153.42032967032966
292,G,大阪市,59.16208791208791
293,G,奈良市,85.23351648351648
294,G,宇都宮市,89.24450549450549
295,G,宮崎市,88.24175824175825
296,G,富山市,86.23626373626374
297,G,山口市,75.20604395604396
298,G,山形市,67.18406593406593
299,G,岐阜市,130.35714285714286
300,G,岡山市,288.7912087912088
301,G,広島市,67.18406593406593
302,G,徳島市,61.167582417582416
303,G,新宿区,57.15659340659341
304,G,新潟市,62.17032967032967
305,G,札幌市,83.22802197802197
306,G,松山市,111.30494505494505
307,G,松江市,92.25274725274726
308,G,横浜市,124.34065934065934
309,G,水戸市,76.20879120879121
310,G,津市,100.27472527472527
311,G,熊本市,62.17032967032967
312,G,甲府市,64.17582417582418
313,G,盛岡市,56.15384615384615
314,G,神戸市,83.22802197802197
315,G,福井市,79.21703296703296
316,G,福岡市,94.25824175824175
317,G,福島市,77.21153846153847
318,G,秋田市,74.2032967032967
319,G,那覇市,168.46153846153845
320,G,金沢市,75.20604395604396
321,G,長崎市,112.3076923076923
322,G,長野市,87.23901098901099
323,G,青森市,106.29120879120879
324,G,静岡市,375.0274725274725
325,G,高松市,87.23901098901099
326,G,高知市,66.18131868131869
327,G,鳥取市,68.18681318681318
328,G,鹿児島市,71.19505494505495
329,H,さいたま市,85.23351648351648
330,H,京都市,369.010989010989
331,H,仙台市,85.23351648351648
332,H,佐賀市,2076.6895604395604
333,H,前橋市,118.32417582417582
334,H,千葉市,136.37362637362637
335,H,名古屋市,88.24175824175825
336,H,和歌山市,296.8131868131868
337,H,大分市,198.54395604395606
338,H,大津市,322.88461538461536
339,H,大阪市,63.17307692307692
340,H,奈良市,81.22252747252747
341,H,宇都宮市,94.25824175824175
342,H,宮崎市,82.22527472527473
343,H,富山市,154.42307692307693
344,H,山口市,127.3489010989011
345,H,山形市,69.18956043956044
346,H,岐阜市,206.56593406593407
347,H,岡山市,820.2472527472528
348,H,広島市,111.30494505494505
349,H,徳島市,79.21703296703296
350,H,新宿区,74.2032967032967
351,H,新潟市,65.17857142857143
352,H,札幌市,93.25549450549451
353,H,松山市,237.6510989010989
354,H,松江市,89.24450549450549
355,H,横浜市,318.8736263736264
356,H,水戸市,85.23351648351648
357,H,津市,152.41758241758242
358,H,熊本市,81.22252747252747
359,H,甲府市,65.17857142857143
360,H,盛岡市,58.15934065934066
361,H,神戸市,67.18406593406593
362,H,福井市,117.32142857142857
363,H,福岡市,167.4587912087912
364,H,福島市,74.2032967032967
365,H,秋田市,81.22252747252747
366,H,那覇市,415.1373626373626
367,H,金沢市,95.26098901098901
368,H,長崎市,176.4835164835165
369,H,長野市,77.21153846153847
370,H,青森市,153.42032967032966
371,H,静岡市,973.6675824175824
372,H,高松市,134.36813186813185
373,H,高知市,67.18406593406593
374,H,鳥取市,68.18681318681318
375,H,鹿児島市,92.25274725274726
376,I,さいたま市,63.17307692307692
377,I,京都市,93.25549450549451
378,I,仙台市,69.18956043956044
379,I,佐賀市,134.36813186813185
380,I,前橋市,70.1923076923077
381,I,千葉市,87.23901098901099
382,I,名古屋市,61.167582417582416
383,I,和歌山市,55.1510989010989
384,I,大分市,68.18681318681318
385,I,大津市,59.16208791208791
386,I,大阪市,65.17857142857143
387,I,奈良市,65.17857142857143
388,I,宇都宮市,67.18406593406593
389,I,宮崎市,85.23351648351648
390,I,富山市,74.2032967032967
391,I,山口市,80.21978021978022
392,I,山形市,74.2032967032967
393,I,岐阜市,79.21703296703296
394,I,岡山市,91.25
395,I,広島市,61.167582417582416
396,I,徳島市,66.18131868131869
397,I,新宿区,84.23076923076923
398,I,新潟市,73.20054945054945
399,I,札幌市,83.22802197802197
400,I,松山市,68.18681318681318
401,I,松江市,74.2032967032967
402,I,横浜市,68.18681318681318
403,I,水戸市,75.20604395604396
404,I,津市,73.20054945054945
405,I,熊本市,67.18406593406593
406,I,甲府市,63.17307692307692
407,I,盛岡市,61.167582417582416
408,I,神戸市,66.18131868131869
409,I,福井市,71.19505494505495
410,I,福岡市,75.20604395604396
411,I,福島市,68.18681318681318
412,I,秋田市,78.21428571428571
413,I,那覇市,64.17582417582418
414,I,金沢市,84.23076923076923
415,I,長崎市,66.18131868131869
416,I,長野市,66.18131868131869
417,I,青森市,77.21153846153847
418,I,静岡市,98.26923076923077
419,I,高松市,65.17857142857143
420,I,高知市,61.167582417582416
421,I,鳥取市,83.22802197802197
422,I,鹿児島市,73.20054945054945
423,J,さいたま市,81.22252747252747
424,J,京都市,516.4148351648352
425,J,仙台市,76.20879120879121
426,J,佐賀市,2841.785714285714
427,J,前橋市,108.2967032967033
428,J,千葉市,172.47252747252747
429,J,名古屋市,94.25824175824175
430,J,和歌山市,456.25
431,J,大分市,261.717032967033
432,J,大津市,442.21153846153845
433,J,大阪市,61.167582417582416
434,J,奈良市,88.24175824175825
435,J,宇都宮市,85.23351648351648
436,J,宮崎市,84.23076923076923
437,J,富山市,165.4532967032967
438,J,山口市,197.5412087912088
439,J,山形市,63.17307692307692
440,J,岐阜市,279.7664835164835
441,J,岡山市,1088.9835164835165
442,J,広島市,114.31318681318682
443,J,徳島市,89.24450549450549
444,J,新宿区,61.167582417582416
445,J,新潟市,77.21153846153847
446,J,札幌市,112.3076923076923
447,J,松山市,317.8708791208791
448,J,松江市,116.31868131868131
449,J,横浜市,428.1730769230769
450,J,水戸市,89.24450549450549
451,J,津市,198.54395604395606
452,J,熊本市,81.22252747252747
453,J,甲府市,59.16208791208791
454,J,盛岡市,66.18131868131869
455,J,神戸市,66.18131868131869
456,J,福井市,119.32692307692308
457,J,福岡市,224.6153846153846
458,J,福島市,80.21978021978022
459,J,秋田市,82.22527472527473
460,J,那覇市,593.6263736263736
461,J,金沢市,99.27197802197803
462,J,長崎市,220.6043956043956
463,J,長野市,74.2032967032967
464,J,青森市,187.51373626373626
465,J,静岡市,1390.8104395604396
466,J,高松市,188.5164835164835
467,J,高知市,59.16208791208791
468,J,鳥取市,81.22252747252747
469,J,鹿児島市,117.32142857142857
