,from_node,to_node,time
392,9,14,2714
393,9,15,2008
394,9,16,5514
395,9,17,1963
396,9,18,806
397,9,19,857
398,9,20,1730
399,9,21,2872
400,9,22,4997
401,9,23,2238
402,9,24,2776
403,9,25,3044
404,9,26,3696
405,9,27,3011
406,9,28,2341
407,9,29,1130
408,9,30,351
409,9,31,1962
410,9,32,3974
411,9,33,1480
412,9,34,1810
413,9,35,1759
414,9,36,2262
415,9,37,3539
416,9,38,3819
417,9,39,2677
418,9,40,2329
419,9,41,1418
420,10,0,2782
421,10,1,737
422,10,2,1842
423,10,3,3053
424,10,4,1803
425,10,5,4021
426,10,6,1634
427,10,7,2091
428,10,8,2584
429,10,9,2155
430,10,10,0
431,10,11,871
432,10,12,2032
433,10,13,2130
434,10,14,2109
435,10,15,335
436,10,16,3692
437,10,17,508
438,10,18,1939
439,10,19,2504
440,10,20,1286
441,10,21,831
442,10,22,3064
443,10,23,1841
444,10,24,814
445,10,25,1925
446,10,26,1874
447,10,27,2613
448,10,28,302
449,10,29,1328
450,10,30,2244
451,10,31,1134
452,10,32,2093
453,10,33,829
454,10,34,437
455,10,35,784
456,10,36,661
457,10,37,3003
458,10,38,1848
459,10,39,663
460,10,40,348
461,10,41,933
462,11,0,2253
463,11,1,452
464,11,2,2515
465,11,3,2523
466,11,4,1273
467,11,5,4694
468,11,6,1104
469,11,7,1483
470,11,8,1976
471,11,9,1547
472,11,10,883
473,11,11,0
474,11,12,2705
475,11,13,2692
476,11,14,1648
477,11,15,748
478,11,16,4254
479,11,17,702
480,11,18,1330
481,11,19,1896
482,11,20,778
483,11,21,1612
484,11,22,3737
485,11,23,1431
486,11,24,1516
487,11,25,1784
488,11,26,2436
489,11,27,2204
490,11,28,1081
491,11,29,719
492,11,30,1635
493,11,31,693
494,11,32,2713
495,11,33,155
496,11,34,550
497,11,35,480
498,11,36,1002
499,11,37,2473
500,11,38,2559
501,11,39,1417
502,11,40,1069
503,11,41,324
504,12,0,3786
505,12,1,2512
506,12,2,1061
507,12,3,4540
508,12,4,3578
509,12,5,2398
510,12,6,3409
511,12,7,3866
512,12,8,4359
513,12,9,3931
514,12,10,1992
515,12,11,2646
516,12,12,0
517,12,13,876
518,12,14,3805
519,12,15,2110
520,12,16,2437
521,12,17,2283
522,12,18,3714
523,12,19,4280
524,12,20,3062
525,12,21,2438
526,12,22,1477
527,12,23,3616
528,12,24,2558
529,12,25,2169
530,12,26,1183
531,12,27,4389
532,12,28,2075
533,12,29,3103
534,12,30,4019
535,12,31,2909
536,12,32,872
537,12,33,2604
538,12,34,2212
539,12,35,2559
540,12,36,2345
541,12,37,4139
542,12,38,3304
543,12,39,2100
544,12,40,1993
545,12,41,2708
546,13,0,3339
547,13,1,2548
548,13,2,1076
549,13,3,4093
550,13,4,3548
551,13,5,2425
552,13,6,3325
553,13,7,3902
554,13,8,4395
555,13,9,3966
556,13,10,2130
557,13,11,2681
558,13,12,875
559,13,13,0
560,13,14,3357
561,13,15,2146
562,13,16,1709
563,13,17,2319
564,13,18,3750
565,13,19,4315
566,13,20,3097
567,13,21,2576
568,13,22,1944
569,13,23,3651
570,13,24,2696
571,13,25,1722
572,13,26,736
573,13,27,4424
574,13,28,2213
575,13,29,3139
576,13,30,4055
577,13,31,2878
578,13,32,444
579,13,33,2640
580,13,34,2248
581,13,35,2594
582,13,36,2123
583,13,37,3692
584,13,38,3442
585,13,39,2239
586,13,40,2131
587,13,41,2744
588,14,0,1364
589,14,1,1572
590,14,2,3776
591,14,3,1765
592,14,4,949
593,14,5,5628
594,14,6,715
595,14,7,2657
596,14,8,3150
597,14,9,2721
598,14,10,2144
599,14,11,1642
600,14,12,3802
601,14,13,3349
602,14,14,0
603,14,15,2009
604,14,16,4911
605,14,17,1963
606,14,18,2504
607,14,19,3070
608,14,20,2187
609,14,21,2872
610,14,22,4871
611,14,23,2840
612,14,24,2777
613,14,25,1990
614,14,26,3093
615,14,27,3613
616,14,28,2342
617,14,29,1893
618,14,30,2809
619,14,31,1130
620,14,32,3371
621,14,33,1703
622,14,34,1811
623,14,35,1503
624,14,36,2085
625,14,37,1696
626,14,38,3820
627,14,39,2678
628,14,40,2330
629,14,41,1787
630,15,0,2642
631,15,1,597
632,15,2,1956
633,15,3,2913
634,15,4,1663
635,15,5,4135
636,15,6,1494
637,15,7,1951
638,15,8,2444
639,15,9,2016
640,15,10,324
641,15,11,731
642,15,12,2146
643,15,13,2133
644,15,14,1969
645,15,15,0
646,15,16,3695
647,15,17,310
648,15,18,1799
649,15,19,2365
650,15,20,1147
651,15,21,1073
652,15,22,3178
653,15,23,1701
654,15,24,1042
655,15,25,1841
656,15,26,1876
657,15,27,2474
658,15,28,522
659,15,29,1188
660,15,30,2104
661,15,31,994
662,15,32,2154
663,15,33,689
664,15,34,297
665,15,35,644
666,15,36,571
667,15,37,2863
668,15,38,2061
669,15,39,858
670,15,40,510
671,15,41,793
672,16,0,4898
673,16,1,4107
674,16,2,2635
675,16,3,5651
676,16,4,5106
677,16,5,716
678,16,6,4884
679,16,7,5461
680,16,8,5954
681,16,9,5525
682,16,10,3689
683,16,11,4240
684,16,12,2434
685,16,13,1709
686,16,14,4916
687,16,15,3704
688,16,16,0
689,16,17,3878
690,16,18,5308
691,16,19,5874
692,16,20,4656
693,16,21,4135
694,16,22,2444
695,16,23,5210
696,16,24,4255
697,16,25,3281
698,16,26,2295
699,16,27,5983
700,16,28,3772
701,16,29,4697
702,16,30,5613
703,16,31,4437
704,16,32,2002
705,16,33,4198
706,16,34,3807
707,16,35,4153
708,16,36,3682
709,16,37,5251
710,16,38,5001
711,16,39,3798
712,16,40,3690
713,16,41,4303
714,17,0,2593
715,17,1,547
716,17,2,2132
717,17,3,2863
718,17,4,1613
719,17,5,4311
720,17,6,1444
721,17,7,1902
722,17,8,2395
723,17,9,1966
724,17,10,500
725,17,11,681
726,17,12,2322
727,17,13,2309
728,17,14,1919
729,17,15,314
730,17,16,3870
731,17,17,0
732,17,18,1749
733,17,19,2315
734,17,20,997
735,17,21,1190
736,17,22,3354
737,17,23,1551
738,17,24,1133
739,17,25,1792
740,17,26,2052
741,17,27,2324
742,17,28,697
743,17,29,1138
744,17,30,2054
745,17,31,944
746,17,32,2330
747,17,33,639
748,17,34,214
749,17,35,594
750,17,36,755
751,17,37,2813
752,17,38,2169
753,17,39,1023
754,17,40,685
755,17,41,743
756,18,0,3111
757,18,1,1505
758,18,2,3568
759,18,3,3382
760,18,4,2132
761,18,5,5747
762,18,6,1962
763,18,7,181
764,18,8,1040
765,18,9,817
766,18,10,1936
767,18,11,1356
768,18,12,3758
769,18,13,3745
770,18,14,2506
771,18,15,1801
772,18,16,5306
773,18,17,1755
774,18,18,0
775,18,19,947
776,18,20,1522
777,18,21,2664
778,18,22,4790
779,18,23,1941
780,18,24,2568
781,18,25,2837
782,18,26,3488
783,18,27,2714
784,18,28,2133
785,18,29,877
786,18,30,725
787,18,31,1754
788,18,32,3766
789,18,33,1273
790,18,34,1602
791,18,35,1551
792,18,36,2055
793,18,37,3332
794,18,38,3611
795,18,39,2470
796,18,40,2121
797,18,41,1211
798,19,0,3676
799,19,1,2070
800,19,2,4133
801,19,3,3946
802,19,4,2697
803,19,5,6312
804,19,6,2527
805,19,7,918
806,19,8,433
807,19,9,868
808,19,10,2501
809,19,11,1921
810,19,12,4323
811,19,13,4310
812,19,14,3071
813,19,15,2366
814,19,16,5871
815,19,17,2320
816,19,18,952
817,19,19,0
818,19,20,2087
819,19,21,3229
820,19,22,5354
821,19,23,2506
822,19,24,3133
823,19,25,3402
824,19,26,4053
825,19,27,3279
826,19,28,2698
827,19,29,1442
828,19,30,654
829,19,31,2319
830,19,32,4331
831,19,33,1838
832,19,34,2167
833,19,35,2116
834,19,36,2620
835,19,37,3896
836,19,38,4176
837,19,39,3034
838,19,40,2686
839,19,41,1775
840,20,0,2796
841,20,1,934
842,20,2,2911
843,20,3,3067
844,20,4,1817
845,20,5,5090
846,20,6,1647
847,20,7,1668
848,20,8,2162
849,20,9,1733
850,20,10,1280
851,20,11,798
852,20,12,3101
853,20,13,3088
854,20,14,2191
855,20,15,1144
856,20,16,4650
857,20,17,1004
858,20,18,1516
859,20,19,2082
860,20,20,0
861,20,21,1857
862,20,22,4133
863,20,23,771
864,20,24,1711
865,20,25,2266
866,20,26,2832
867,20,27,1544
868,20,28,1477
869,20,29,905
870,20,30,1821
871,20,31,1294
872,20,32,3109
873,20,33,705
874,20,34,938
875,20,35,980
876,20,36,1470
877,20,37,3017
878,20,38,2804
879,20,39,1774
880,20,40,1465
881,20,41,525
882,21,0,3500
883,21,1,1455
884,21,2,2203
885,21,3,3771
886,21,4,2521
887,21,5,4443
888,21,6,2352
889,21,7,2809
890,21,8,3302
891,21,9,2874
892,21,10,829
893,21,11,1589
894,21,12,2453
895,21,13,2575
896,21,14,2827
897,21,15,1076
898,21,16,4137
899,21,17,1187
900,21,18,2657
901,21,19,3223
902,21,20,1852
903,21,21,0
904,21,22,3485
905,21,23,2406
906,21,24,548
907,21,25,2615
908,21,26,2564
909,21,27,3179
910,21,28,654
911,21,29,2046
912,21,30,2962
913,21,31,1852
914,21,32,2514
915,21,33,1547
916,21,34,1168
917,21,35,1502
918,21,36,1375
919,21,37,3721
920,21,38,1102
921,21,39,411
922,21,40,645
923,21,41,1651
924,22,0,4859
925,22,1,3551
926,22,2,2134
927,22,3,5613
928,22,4,4617
929,22,5,1831
930,22,6,4448
931,22,7,4905
932,22,8,5398
933,22,9,4970
934,22,10,3031
935,22,11,3685
936,22,12,1471
937,22,13,1949
938,22,14,4878
939,22,15,3149
940,22,16,2439
941,22,17,3322
942,22,18,4753
943,22,19,5319
944,22,20,4101
945,22,21,3477
946,22,22,0
947,22,23,4655
948,22,24,3597
949,22,25,3242
950,22,26,2256
951,22,27,5428
952,22,28,3114
953,22,29,4142
954,22,30,5058
955,22,31,3948
956,22,32,1945
957,22,33,3643
958,22,34,3251
959,22,35,3598
960,22,36,3384
961,22,37,5212
962,22,38,4343
963,22,39,3139
964,22,40,3032
965,22,41,3747
966,23,0,3452
967,23,1,1493
968,23,2,3471
969,23,3,3723
970,23,4,2473
971,23,5,5650
972,23,6,2304
973,23,7,2087
974,23,8,2580
975,23,9,2254
976,23,10,1839
977,23,11,1454
978,23,12,3661
979,23,13,3648
980,23,14,2848
981,23,15,1704
982,23,16,5210
983,23,17,1563
984,23,18,1935
985,23,19,2500
986,23,20,780
987,23,21,2416
988,23,22,4693
989,23,23,0
990,23,24,2181
991,23,25,2825
992,23,26,3391
993,23,27,910
994,23,28,2036
995,23,29,1562
996,23,30,2278
997,23,31,1951
998,23,32,3669
999,23,33,1353
1000,23,34,1497
1001,23,35,1540
1002,23,36,2029
1003,23,37,3673
1004,23,38,3364
1005,23,39,2334
1006,23,40,2025
1007,23,41,1182
1008,24,0,3408
1009,24,1,1362
1010,24,2,2325
1011,24,3,3678
1012,24,4,2428
1013,24,5,4565
1014,24,6,2259
1015,24,7,2717
1016,24,8,3210
1017,24,9,2781
1018,24,10,818
1019,24,11,1496
1020,24,12,2576
1021,24,13,2697
1022,24,14,2734
1023,24,15,1031
1024,24,16,4259
1025,24,17,1116
1026,24,18,2564
1027,24,19,3130
1028,24,20,1703
1029,24,21,503
1030,24,22,3608
1031,24,23,2173
1032,24,24,0
1033,24,25,2607
1034,24,26,2615
1035,24,27,2946
1036,24,28,744
1037,24,29,1953
1038,24,30,2869
1039,24,31,1759
1040,24,32,2637
1041,24,33,1454
1042,24,34,1075
1043,24,35,1409
1044,24,36,1392
1045,24,37,3628
1046,24,38,1424
1047,24,39,607
1048,24,40,732
1049,24,41,1558
1050,25,0,1962
1051,25,1,1430
1052,25,2,2364
1053,25,3,2716
1054,25,4,2183
1055,25,5,3988
1056,25,6,1949
1057,25,7,2990
1058,25,8,3483
1059,25,9,3055
1060,25,10,1957
1061,25,11,1770
1062,25,12,2163
1063,25,13,1710
1064,25,14,1981
1065,25,15,1837
1066,25,16,3272
1067,25,17,1791
1068,25,18,2838
1069,25,19,3404
1070,25,20,2267
1071,25,21,2645
1072,25,22,3232
1073,25,23,2821
1074,25,24,2604
1075,25,25,0
1076,25,26,1454
1077,25,27,3594
1078,25,28,2082
1079,25,29,2227
1080,25,30,3143
1081,25,31,1593
1082,25,32,1731
1083,25,33,1728
1084,25,34,1638
1085,25,35,1576
1086,25,36,1599
1087,25,37,2315
1088,25,38,3562
1089,25,39,2358
1090,25,40,2052
1091,25,41,1832
1092,26,0,3073
1093,26,1,2282
1094,26,2,1387
1095,26,3,3827
1096,26,4,3282
1097,26,5,3011
1098,26,6,3059
1099,26,7,3636
1100,26,8,4129
1101,26,9,3700
1102,26,10,1868
1103,26,11,2416
1104,26,12,1186
1105,26,13,733
1106,26,14,3091
1107,26,15,1880
1108,26,16,2295
1109,26,17,2053
1110,26,18,3484
1111,26,19,4050
1112,26,20,2831
1113,26,21,2555
1114,26,22,2255
1115,26,23,3386
1116,26,24,2605
1117,26,25,1456
1118,26,26,0
1119,26,27,4159
1120,26,28,1992
1121,26,29,2873
1122,26,30,3789
1123,26,31,2613
1124,26,32,754
1125,26,33,2374
1126,26,34,1982
1127,26,35,2329
1128,26,36,1857
1129,26,37,3426
1130,26,38,3472
1131,26,39,2269
1132,26,40,1962
1133,26,41,2478
1134,27,0,4223
1135,27,1,2263
1136,27,2,4241
1137,27,3,4493
1138,27,4,3243
1139,27,5,6420
1140,27,6,3074
1141,27,7,2857
1142,27,8,3350
1143,27,9,3024
1144,27,10,2609
1145,27,11,2224
1146,27,12,4431
1147,27,13,4418
1148,27,14,3618
1149,27,15,2474
1150,27,16,5980
1151,27,17,2333
1152,27,18,2705
1153,27,19,3270
1154,27,20,1550
1155,27,21,3187
1156,27,22,5463
1157,27,23,912
1158,27,24,2951
1159,27,25,3595
1160,27,26,4161
1161,27,27,0
1162,27,28,2807
1163,27,29,2332
1164,27,30,3048
1165,27,31,2721
1166,27,32,4439
1167,27,33,2124
1168,27,34,2268
1169,27,35,2310
1170,27,36,2799
1171,27,37,4443
1172,27,38,4052
1173,27,39,3104
1174,27,40,2795
1175,27,41,1952
1176,28,0,2974
1177,28,1,929
1178,28,2,1924
1179,28,3,3245
1180,28,4,1995
1181,28,5,4105
1182,28,6,1826
1183,28,7,2283
1184,28,8,2776
1185,28,9,2347
1186,28,10,303
1187,28,11,1063
1188,28,12,2116
1189,28,13,2237
1190,28,14,2301
1191,28,15,527
1192,28,16,3799
1193,28,17,700
1194,28,18,2131
1195,28,19,2696
1196,28,20,1478
1197,28,21,654
1198,28,22,3148
1199,28,23,2033
1200,28,24,742
1201,28,25,2051
1202,28,26,1999
1203,28,27,2805
1204,28,28,0
1205,28,29,1520
1206,28,30,2436
1207,28,31,1326
1208,28,32,2176
1209,28,33,1021
1210,28,34,629
1211,28,35,976
1212,28,36,811
1213,28,37,3195
1214,28,38,1691
1215,28,39,487
1216,28,40,137
1217,28,41,1125
1218,29,0,2501
1219,29,1,895
1220,29,2,2958
1221,29,3,2772
1222,29,4,1522
1223,29,5,5137
1224,29,6,1352
1225,29,7,1029
1226,29,8,1522
1227,29,9,1140
1228,29,10,1326
1229,29,11,747
1230,29,12,3148
1231,29,13,3135
1232,29,14,1896
1233,29,15,1191
1234,29,16,4697
1235,29,17,1145
1236,29,18,876
1237,29,19,1442
1238,29,20,912
1239,29,21,2054
1240,29,22,4180
1241,29,23,1565
1242,29,24,1959
1243,29,25,2227
1244,29,26,2878
1245,29,27,2338
1246,29,28,1524
1247,29,29,0
1248,29,30,1219
1249,29,31,1144
1250,29,32,3156
1251,29,33,663
1252,29,34,992
1253,29,35,941
1254,29,36,1445
1255,29,37,2722
1256,29,38,3001
1257,29,39,1860
1258,29,40,1512
1259,29,41,601
1260,30,0,3420
1261,30,1,1814
1262,30,2,3877
1263,30,3,3690
1264,30,4,2441
1265,30,5,6056
1266,30,6,2271
1267,30,7,879
1268,30,8,948
1269,30,9,360
1270,30,10,2245
1271,30,11,1665
1272,30,12,4067
1273,30,13,4054
1274,30,14,2815
1275,30,15,2110
1276,30,16,5615
1277,30,17,2064
1278,30,18,727
1279,30,19,648
1280,30,20,1831
1281,30,21,2973
1282,30,22,5098
1283,30,23,2281
1284,30,24,2877
1285,30,25,3146
1286,30,26,3797
1287,30,27,3054
1288,30,28,2442
1289,30,29,1217
1290,30,30,0
1291,30,31,2063
1292,30,32,4075
1293,30,33,1582
1294,30,34,1911
1295,30,35,1860
1296,30,36,2364
1297,30,37,3640
1298,30,38,3920
1299,30,39,2778
1300,30,40,2430
1301,30,41,1519
1302,31,0,1766
1303,31,1,554
1304,31,2,2758
1305,31,3,2037
1306,31,4,787
1307,31,5,4937
1308,31,6,617
1309,31,7,1902
1310,31,8,2395
1311,31,9,1966
1312,31,10,1126
1313,31,11,691
1314,31,12,2948
1315,31,13,2873
1316,31,14,1105
1317,31,15,991
1318,31,16,4435
1319,31,17,945
1320,31,18,1750
1321,31,19,2316
1322,31,20,1295
1323,31,21,1854
1324,31,22,3980
1325,31,23,1945
1326,31,24,1759
1327,31,25,1594
1328,31,26,2616
1329,31,27,2718
1330,31,28,1324
1331,31,29,1139
1332,31,30,2055
1333,31,31,0
1334,31,32,2894
1335,31,33,782
1336,31,34,792
1337,31,35,485
1338,31,36,1067
1339,31,37,1987
1340,31,38,2802
1341,31,39,1660
1342,31,40,1312
1343,31,41,895
1344,32,0,3352
1345,32,1,2561
1346,32,2,849
1347,32,3,4106
1348,32,4,3561
1349,32,5,2719
1350,32,6,3338
1351,32,7,3915
1352,32,8,4408
1353,32,9,3979
1354,32,10,2080
1355,32,11,2695
1356,32,12,876
1357,32,13,441
1358,32,14,3370
1359,32,15,2159
1360,32,16,2003
1361,32,17,2332
1362,32,18,3763
1363,32,19,4328
1364,32,20,3110
1365,32,21,2526
1366,32,22,1945
1367,32,23,3665
1368,32,24,2646
1369,32,25,1735
1370,32,26,749
1371,32,27,4437
1372,32,28,2163
1373,32,29,3152
1374,32,30,4068
1375,32,31,2892
1376,32,32,0
1377,32,33,2653
1378,32,34,2261
1379,32,35,2608
1380,32,36,2136
1381,32,37,3705
1382,32,38,3392
1383,32,39,2189
1384,32,40,2081
1385,32,41,2757
1386,33,0,2334
1387,33,1,391
1388,33,2,2455
1389,33,3,2604
1390,33,4,1354
1391,33,5,4634
1392,33,6,1185
1393,33,7,1433
1394,33,8,1926
1395,33,9,1497
1396,33,10,823
1397,33,11,179
1398,33,12,2644
1399,33,13,2631
1400,33,14,1729
1401,33,15,687
1402,33,16,4193
1403,33,17,642
1404,33,18,1281
1405,33,19,1846
1406,33,20,692
1407,33,21,1551
1408,33,22,3676
1409,33,23,1340
1410,33,24,1455
1411,33,25,1723
1412,33,26,2375
1413,33,27,2113
1414,33,28,1020
1415,33,29,670
1416,33,30,1585
1417,33,31,809
1418,33,32,2653
1419,33,33,0
1420,33,34,489
1421,33,35,438
1422,33,36,941
1423,33,37,2554
1424,33,38,2498
1425,33,39,1356
1426,33,40,1008
1427,33,41,275
1428,34,0,2452
1429,34,1,407
1430,34,2,2036
1431,34,3,2723
1432,34,4,1473
1433,34,5,4215
1434,34,6,1304
1435,34,7,1761
1436,34,8,2254
1437,34,9,1826
1438,34,10,404
1439,34,11,541
1440,34,12,2226
1441,34,13,2213
1442,34,14,1779
1443,34,15,269
1444,34,16,3775
1445,34,17,221
1446,34,18,1609
1447,34,19,2175
1448,34,20,935
1449,34,21,1153
1450,34,22,3258
1451,34,23,1489
1452,34,24,1071
1453,34,25,1651
1454,34,26,1957
1455,34,27,2262
1456,34,28,602
1457,34,29,998
1458,34,30,1914
1459,34,31,804
1460,34,32,2234
1461,34,33,499
1462,34,34,0
1463,34,35,454
1464,34,36,666
1465,34,37,2673
1466,34,38,2113
1467,34,39,938
1468,34,40,590
1469,34,41,603
1470,35,0,2141
1471,35,1,248
1472,35,2,2412
1473,35,3,2412
1474,35,4,1162
1475,35,5,4591
1476,35,6,992
1477,35,7,1704
1478,35,8,2197
1479,35,9,1768
1480,35,10,780
1481,35,11,478
1482,35,12,2602
1483,35,13,2589
1484,35,14,1467
1485,35,15,645
1486,35,16,4151
1487,35,17,599
1488,35,18,1552
1489,35,19,2118
1490,35,20,981
1491,35,21,1508
1492,35,22,3634
1493,35,23,1535
1494,35,24,1413
1495,35,25,1560
1496,35,26,2332
1497,35,27,2308
1498,35,28,978
1499,35,29,941
1500,35,30,1857
1501,35,31,492
1502,35,32,2610
1503,35,33,442
1504,35,34,446
1505,35,35,0
1506,35,36,899
1507,35,37,2362
1508,35,38,2456
1509,35,39,1314
1510,35,40,966
1511,35,41,546
1512,36,0,2724
1513,36,1,838
1514,36,2,2198
1515,36,3,2995
1516,36,4,1745
1517,36,5,4377
1518,36,6,1575
1519,36,7,2205
1520,36,8,2698
1521,36,9,2269
