,from_node,from_name,to_node,to_name,time,distance
44,0,合同会社前田建設 第 18 支店,44,加藤建設株式会社 第 98 支店,9505,209845
45,0,合同会社前田建設 第 18 支店,45,佐藤運輸合同会社 第 57 支店,20371,439580
46,0,合同会社前田建設 第 18 支店,46,田中銀行合同会社 第 64 支店,18285,413768
47,0,合同会社前田建設 第 18 支店,47,山口食品有限会社 第 71 支店,23556,532466
48,0,合同会社前田建設 第 18 支店,48,合同会社吉田鉱業 第 30 支店,17037,366906
49,0,合同会社前田建設 第 18 支店,49,有限会社山本電気 第 45 支店,17253,381271
50,0,合同会社前田建設 第 18 支店,50,合同会社青木水産 第 30 支店,3763,79429
51,0,合同会社前田建設 第 18 支店,51,株式会社岡本運輸 第 87 支店,19152,434948
52,0,合同会社前田建設 第 18 支店,52,株式会社森運輸 第 29 支店,17841,409492
53,0,合同会社前田建設 第 18 支店,53,中村銀行合同会社 第 98 支店,5193,120458
54,0,合同会社前田建設 第 18 支店,54,合同会社伊藤通信 第 59 支店,17783,382157
55,0,合同会社前田建設 第 18 支店,55,株式会社藤井鉱業 第 38 支店,17621,402455
56,0,合同会社前田建設 第 18 支店,56,斎藤運輸有限会社 第 3 支店,20426,456602
57,0,合同会社前田建設 第 18 支店,57,株式会社遠藤ガス 第 54 支店,28742,641727
58,0,合同会社前田建設 第 18 支店,58,坂本農林有限会社 第 72 支店,16347,371381
59,0,合同会社前田建設 第 18 支店,59,株式会社鈴木銀行 第 83 支店,17977,408959
60,0,合同会社前田建設 第 18 支店,60,村上食品有限会社 第 13 支店,7001,151813
61,0,合同会社前田建設 第 18 支店,61,小林ガス株式会社 第 24 支店,8340,193875
62,0,合同会社前田建設 第 18 支店,62,株式会社坂本ガス 第 81 支店,4906,110907
63,0,合同会社前田建設 第 18 支店,63,山田建設合同会社 第 93 支店,27193,608781
64,0,合同会社前田建設 第 18 支店,64,佐藤情報株式会社 第 38 支店,18405,422503
65,0,合同会社前田建設 第 18 支店,65,合同会社佐藤建設 第 16 支店,18584,423762
66,0,合同会社前田建設 第 18 支店,66,吉田農林株式会社 第 96 支店,19879,440109
67,0,合同会社前田建設 第 18 支店,67,合同会社鈴木銀行 第 43 支店,18278,416372
68,0,合同会社前田建設 第 18 支店,68,合同会社藤井建設 第 93 支店,17419,398448
69,0,合同会社前田建設 第 18 支店,69,有限会社鈴木情報 第 92 支店,2097,46872
70,0,合同会社前田建設 第 18 支店,70,株式会社岡本建設 第 65 支店,27446,615026
71,0,合同会社前田建設 第 18 支店,71,山田食品株式会社 第 55 支店,26335,589843
72,0,合同会社前田建設 第 18 支店,72,藤原保険株式会社 第 65 支店,16471,361058
73,0,合同会社前田建設 第 18 支店,73,有限会社松田ガス 第 86 支店,19976,458184
74,0,合同会社前田建設 第 18 支店,74,阿部建設有限会社 第 25 支店,30945,695981
75,0,合同会社前田建設 第 18 支店,75,株式会社鈴木建設 第 39 支店,17083,384600
76,0,合同会社前田建設 第 18 支店,76,山田情報有限会社 第 37 支店,19623,454724
77,0,合同会社前田建設 第 18 支店,77,小林建設株式会社 第 76 支店,7947,140184
78,0,合同会社前田建設 第 18 支店,78,合同会社坂本建設 第 64 支店,15841,361620
79,0,合同会社前田建設 第 18 支店,79,有限会社木村ガス 第 65 支店,8071,166072
80,0,合同会社前田建設 第 18 支店,80,株式会社伊藤水産 第 51 支店,17228,391996
81,0,合同会社前田建設 第 18 支店,81,鈴木水産有限会社 第 76 支店,17967,407924
82,0,合同会社前田建設 第 18 支店,82,合同会社佐々木銀行 第 5 支店,15724,355095
83,0,合同会社前田建設 第 18 支店,83,有限会社小川農林 第 62 支店,10121,234377
84,0,合同会社前田建設 第 18 支店,84,田中運輸合同会社 第 32 支店,18982,421928
85,0,合同会社前田建設 第 18 支店,85,山本農林有限会社 第 96 支店,9630,217410
86,0,合同会社前田建設 第 18 支店,86,山本銀行株式会社 第 52 支店,21314,491968
87,0,合同会社前田建設 第 18 支店,87,佐藤食品合同会社 第 54 支店,19657,446515
88,0,合同会社前田建設 第 18 支店,88,青木運輸合同会社 第 86 支店,29445,663407
89,0,合同会社前田建設 第 18 支店,89,田中印刷株式会社 第 23 支店,20673,457499
90,0,合同会社前田建設 第 18 支店,90,森建設株式会社 第 47 支店,18426,416628
91,0,合同会社前田建設 第 18 支店,91,岡田ガス有限会社 第 71 支店,8918,204471
92,0,合同会社前田建設 第 18 支店,92,山田印刷有限会社 第 90 支店,16519,367394
93,0,合同会社前田建設 第 18 支店,93,株式会社山崎印刷 第 100 支店,18210,411747
94,0,合同会社前田建設 第 18 支店,94,佐藤食品株式会社 第 87 支店,18512,394113
95,0,合同会社前田建設 第 18 支店,95,株式会社村上印刷 第 95 支店,9136,211762
96,0,合同会社前田建設 第 18 支店,96,有限会社伊藤水産 第 48 支店,22709,514549
97,0,合同会社前田建設 第 18 支店,97,山口情報有限会社 第 12 支店,18468,422178
98,0,合同会社前田建設 第 18 支店,98,石川建設有限会社 第 57 支店,17842,403239
99,0,合同会社前田建設 第 18 支店,99,株式会社加藤ガス 第 85 支店,18128,414954
100,0,合同会社前田建設 第 18 支店,100,藤井建設有限会社 第 66 支店,16040,356212
101,1,有限会社阿部運輸 第 73 支店,0,合同会社前田建設 第 18 支店,18853,408798
102,1,有限会社阿部運輸 第 73 支店,1,有限会社阿部運輸 第 73 支店,0,0
103,1,有限会社阿部運輸 第 73 支店,2,株式会社村上印刷 第 98 支店,8895,180241
104,1,有限会社阿部運輸 第 73 支店,3,佐藤印刷合同会社 第 9 支店,8065,146707
105,1,有限会社阿部運輸 第 73 支店,4,合同会社青木水産 第 33 支店,6420,119626
106,1,有限会社阿部運輸 第 73 支店,5,有限会社福田食品 第 16 支店,8826,179417
107,1,有限会社阿部運輸 第 73 支店,6,有限会社佐藤鉱業 第 64 支店,11302,244817
108,1,有限会社阿部運輸 第 73 支店,7,有限会社伊藤建設 第 98 支店,2730,33692
109,1,有限会社阿部運輸 第 73 支店,8,有限会社山本水産 第 58 支店,5078,84879
110,1,有限会社阿部運輸 第 73 支店,9,井上情報株式会社 第 61 支店,4543,64954
111,1,有限会社阿部運輸 第 73 支店,10,石井農林株式会社 第 84 支店,9742,205006
112,1,有限会社阿部運輸 第 73 支店,11,山下保険有限会社 第 49 支店,6336,118896
113,1,有限会社阿部運輸 第 73 支店,12,森建設有限会社 第 27 支店,14134,310703
114,1,有限会社阿部運輸 第 73 支店,13,近藤電気有限会社 第 13 支店,16363,358303
115,1,有限会社阿部運輸 第 73 支店,14,株式会社小川印刷 第 63 支店,8612,168672
116,1,有限会社阿部運輸 第 73 支店,15,有限会社橋本情報 第 4 支店,15665,321835
117,1,有限会社阿部運輸 第 73 支店,16,有限会社山口運輸 第 50 支店,10730,230415
118,1,有限会社阿部運輸 第 73 支店,17,加藤電気株式会社 第 56 支店,3272,46559
119,1,有限会社阿部運輸 第 73 支店,18,合同会社岡本ガス 第 78 支店,14874,317745
120,1,有限会社阿部運輸 第 73 支店,19,株式会社山口保険 第 98 支店,9955,191641
121,1,有限会社阿部運輸 第 73 支店,20,松本銀行株式会社 第 99 支店,4039,59920
122,1,有限会社阿部運輸 第 73 支店,21,三浦ガス有限会社 第 1 支店,8804,179353
123,1,有限会社阿部運輸 第 73 支店,22,有限会社三浦水産 第 90 支店,7489,139706
124,1,有限会社阿部運輸 第 73 支店,23,長谷川銀行合同会社 第 58 支店,13300,264624
125,1,有限会社阿部運輸 第 73 支店,24,山口ガス有限会社 第 35 支店,17699,375639
126,1,有限会社阿部運輸 第 73 支店,25,合同会社木村鉱業 第 93 支店,2333,27978
127,1,有限会社阿部運輸 第 73 支店,26,佐々木食品有限会社 第 30 支店,6702,127384
128,1,有限会社阿部運輸 第 73 支店,27,清水ガス有限会社 第 76 支店,12343,258401
129,1,有限会社阿部運輸 第 73 支店,28,株式会社田中ガス 第 14 支店,10489,199589
130,1,有限会社阿部運輸 第 73 支店,29,小川運輸合同会社 第 41 支店,16239,343803
131,1,有限会社阿部運輸 第 73 支店,30,合同会社森農林 第 4 支店,10626,209110
132,1,有限会社阿部運輸 第 73 支店,31,株式会社前田建設 第 3 支店,15748,335274
133,1,有限会社阿部運輸 第 73 支店,32,有限会社中村水産 第 4 支店,3779,41903
134,1,有限会社阿部運輸 第 73 支店,33,有限会社高橋建設 第 84 支店,10792,224205
135,1,有限会社阿部運輸 第 73 支店,34,山田食品有限会社 第 70 支店,8586,153791
136,1,有限会社阿部運輸 第 73 支店,35,有限会社吉田鉱業 第 2 支店,12788,275798
137,1,有限会社阿部運輸 第 73 支店,36,合同会社山口鉱業 第 49 支店,9618,174116
138,1,有限会社阿部運輸 第 73 支店,37,長谷川水産株式会社 第 88 支店,10689,209936
139,1,有限会社阿部運輸 第 73 支店,38,合同会社高橋通信 第 28 支店,10071,192267
140,1,有限会社阿部運輸 第 73 支店,39,井上鉱業合同会社 第 55 支店,7323,115528
141,1,有限会社阿部運輸 第 73 支店,40,山口鉱業有限会社 第 93 支店,17196,370354
142,1,有限会社阿部運輸 第 73 支店,41,有限会社山本情報 第 4 支店,8181,164508
143,1,有限会社阿部運輸 第 73 支店,42,株式会社藤原銀行 第 68 支店,12815,256972
144,1,有限会社阿部運輸 第 73 支店,43,合同会社山本保険 第 29 支店,8671,176252
145,1,有限会社阿部運輸 第 73 支店,44,加藤建設株式会社 第 98 支店,12070,262199
146,1,有限会社阿部運輸 第 73 支店,45,佐藤運輸合同会社 第 57 支店,8467,157550
147,1,有限会社阿部運輸 第 73 支店,46,田中銀行合同会社 第 64 支店,2744,30469
148,1,有限会社阿部運輸 第 73 支店,47,山口食品有限会社 第 71 支店,8092,151205
149,1,有限会社阿部運輸 第 73 支店,48,合同会社吉田鉱業 第 30 支店,10636,173768
150,1,有限会社阿部運輸 第 73 支店,49,有限会社山本電気 第 45 支店,3942,58777
151,1,有限会社阿部運輸 第 73 支店,50,合同会社青木水産 第 30 支店,17347,372562
152,1,有限会社阿部運輸 第 73 支店,51,株式会社岡本運輸 第 87 支店,3688,53686
153,1,有限会社阿部運輸 第 73 支店,52,株式会社森運輸 第 29 支店,2377,28230
154,1,有限会社阿部運輸 第 73 支店,53,中村銀行合同会社 第 98 支店,13897,289867
155,1,有限会社阿部運輸 第 73 支店,54,合同会社伊藤通信 第 59 支店,6443,118687
156,1,有限会社阿部運輸 第 73 支店,55,株式会社藤井鉱業 第 38 支店,2148,20545
157,1,有限会社阿部運輸 第 73 支店,56,斎藤運輸有限会社 第 3 支店,5654,94645
158,1,有限会社阿部運輸 第 73 支店,57,株式会社遠藤ガス 第 54 支店,13933,275914
159,1,有限会社阿部運輸 第 73 支店,58,坂本農林有限会社 第 72 支店,3310,45502
160,1,有限会社阿部運輸 第 73 支店,59,株式会社鈴木銀行 第 83 支店,3625,53989
161,1,有限会社阿部運輸 第 73 支店,60,村上食品有限会社 第 13 支店,13521,282080
162,1,有限会社阿部運輸 第 73 支店,61,小林ガス株式会社 第 24 支店,16137,346352
163,1,有限会社阿部運輸 第 73 支店,62,株式会社坂本ガス 第 81 支店,15437,330581
164,1,有限会社阿部運輸 第 73 支店,63,山田建設合同会社 第 93 支店,12384,242969
165,1,有限会社阿部運輸 第 73 支店,64,佐藤情報株式会社 第 38 支店,13081,277462
166,1,有限会社阿部運輸 第 73 支店,65,合同会社佐藤建設 第 16 支店,3120,42500
167,1,有限会社阿部運輸 第 73 支店,66,吉田農林株式会社 第 96 支店,7975,158078
168,1,有限会社阿部運輸 第 73 支店,67,合同会社鈴木銀行 第 43 支店,2814,35111
169,1,有限会社阿部運輸 第 73 支店,68,合同会社藤井建設 第 93 支店,6872,124962
170,1,有限会社阿部運輸 第 73 支店,69,有限会社鈴木情報 第 92 支店,17080,365445
171,1,有限会社阿部運輸 第 73 支店,70,株式会社岡本建設 第 65 支店,12638,249214
172,1,有限会社阿部運輸 第 73 支店,71,山田食品株式会社 第 55 支店,11527,224030
173,1,有限会社阿部運輸 第 73 支店,72,藤原保険株式会社 第 65 支店,8727,155013
174,1,有限会社阿部運輸 第 73 支店,73,有限会社松田ガス 第 86 支店,5625,103214
175,1,有限会社阿部運輸 第 73 支店,74,阿部建設有限会社 第 25 支店,16136,330168
176,1,有限会社阿部運輸 第 73 支店,75,株式会社鈴木建設 第 39 支店,5294,93232
177,1,有限会社阿部運輸 第 73 支店,76,山田情報有限会社 第 37 支店,9825,201094
178,1,有限会社阿部運輸 第 73 支店,77,小林建設株式会社 第 76 支店,18310,380339
179,1,有限会社阿部運輸 第 73 支店,78,合同会社坂本建設 第 64 支店,4032,58797
180,1,有限会社阿部運輸 第 73 支店,79,有限会社木村ガス 第 65 支店,21287,462633
181,1,有限会社阿部運輸 第 73 支店,80,株式会社伊藤水産 第 51 支店,1823,15852
182,1,有限会社阿部運輸 第 73 支店,81,鈴木水産有限会社 第 76 支店,2254,23680
183,1,有限会社阿部運輸 第 73 支店,82,合同会社佐々木銀行 第 5 支店,8828,155540
184,1,有限会社阿部運輸 第 73 支店,83,有限会社小川農林 第 62 支店,9586,196015
185,1,有限会社阿部運輸 第 73 支店,84,田中運輸合同会社 第 32 支店,3429,38630
186,1,有限会社阿部運輸 第 73 支店,85,山本農林有限会社 第 96 支店,13646,296833
187,1,有限会社阿部運輸 第 73 支店,86,山本銀行株式会社 第 52 支店,15605,336283
188,1,有限会社阿部運輸 第 73 支店,87,佐藤食品合同会社 第 54 支店,4193,65253
189,1,有限会社阿部運輸 第 73 支店,88,青木運輸合同会社 第 86 支店,14637,297594
190,1,有限会社阿部運輸 第 73 支店,89,田中印刷株式会社 第 23 支店,7423,143654
191,1,有限会社阿部運輸 第 73 支店,90,森建設株式会社 第 47 支店,3642,49860
192,1,有限会社阿部運輸 第 73 支店,91,岡田ガス有限会社 第 71 支店,14340,312496
193,1,有限会社阿部運輸 第 73 支店,92,山田印刷有限会社 第 90 支店,8773,160471
194,1,有限会社阿部運輸 第 73 支店,93,株式会社山崎印刷 第 100 支店,2500,27443
195,1,有限会社阿部運輸 第 73 支店,94,佐藤食品株式会社 第 87 支店,7238,131617
196,1,有限会社阿部運輸 第 73 支店,95,株式会社村上印刷 第 95 支店,10085,210568
197,1,有限会社阿部運輸 第 73 支店,96,有限会社伊藤水産 第 48 支店,7245,133288
198,1,有限会社阿部運輸 第 73 支店,97,山口情報有限会社 第 12 支店,3226,43648
199,1,有限会社阿部運輸 第 73 支店,98,石川建設有限会社 第 57 支店,3128,41988
200,1,有限会社阿部運輸 第 73 支店,99,株式会社加藤ガス 第 85 支店,3777,59984
201,1,有限会社阿部運輸 第 73 支店,100,藤井建設有限会社 第 66 支店,8644,153271
202,2,株式会社村上印刷 第 98 支店,0,合同会社前田建設 第 18 支店,10705,246953
203,2,株式会社村上印刷 第 98 支店,1,有限会社阿部運輸 第 73 支店,8957,180687
204,2,株式会社村上印刷 第 98 支店,2,株式会社村上印刷 第 98 支店,0,0
205,2,株式会社村上印刷 第 98 支店,3,佐藤印刷合同会社 第 9 支店,13584,299650
206,2,株式会社村上印刷 第 98 支店,4,合同会社青木水産 第 33 支店,10827,246277
207,2,株式会社村上印刷 第 98 支店,5,有限会社福田食品 第 16 支店,547,5650
208,2,株式会社村上印刷 第 98 支店,6,有限会社佐藤鉱業 第 64 支店,3555,79969
209,2,株式会社村上印刷 第 98 支店,7,有限会社伊藤建設 第 98 支店,7877,176737
210,2,株式会社村上印刷 第 98 支店,8,有限会社山本水産 第 58 支店,10517,236037
211,2,株式会社村上印刷 第 98 支店,9,井上情報株式会社 第 61 支店,7656,163526
212,2,株式会社村上印刷 第 98 支店,10,石井農林株式会社 第 84 支店,1684,35346
213,2,株式会社村上印刷 第 98 支店,11,山下保険有限会社 第 49 支店,7356,163801
214,2,株式会社村上印刷 第 98 支店,12,森建設有限会社 第 27 支店,6387,145855
215,2,株式会社村上印刷 第 98 支店,13,近藤電気有限会社 第 13 支店,8587,196123
216,2,株式会社村上印刷 第 98 支店,14,株式会社小川印刷 第 63 支店,14130,321615
217,2,株式会社村上印刷 第 98 支店,15,有限会社橋本情報 第 4 支店,20528,459329
218,2,株式会社村上印刷 第 98 支店,16,有限会社山口運輸 第 50 支店,2864,63203
219,2,株式会社村上印刷 第 98 支店,17,加藤電気株式会社 第 56 支店,6640,153250
220,2,株式会社村上印刷 第 98 支店,18,合同会社岡本ガス 第 78 支店,7127,152896
221,2,株式会社村上印刷 第 98 支店,19,株式会社山口保険 第 98 支店,8038,167714
222,2,株式会社村上印刷 第 98 支店,20,松本銀行株式会社 第 99 支店,8345,183755
223,2,株式会社村上印刷 第 98 支店,21,三浦ガス有限会社 第 1 支店,580,6092
224,2,株式会社村上印刷 第 98 支店,22,有限会社三浦水産 第 90 支店,13008,292648
225,2,株式会社村上印刷 第 98 支店,23,長谷川銀行合同会社 第 58 支店,18163,402118
226,2,株式会社村上印刷 第 98 支店,24,山口ガス有限会社 第 35 支店,9551,213795
227,2,株式会社村上印刷 第 98 支店,25,合同会社木村鉱業 第 93 支店,7088,161171
228,2,株式会社村上印刷 第 98 支店,26,佐々木食品有限会社 第 30 支店,8977,193529
229,2,株式会社村上印刷 第 98 支店,27,清水ガス有限会社 第 76 支店,4030,84303
230,2,株式会社村上印刷 第 98 支店,28,株式会社田中ガス 第 14 支店,8766,196807
231,2,株式会社村上印刷 第 98 支店,29,小川運輸合同会社 第 41 支店,8492,178954
232,2,株式会社村上印刷 第 98 支店,30,合同会社森農林 第 4 支店,8740,199777
233,2,株式会社村上印刷 第 98 支店,31,株式会社前田建設 第 3 支店,8001,170425
234,2,株式会社村上印刷 第 98 支店,32,有限会社中村水産 第 4 支店,9386,196883
235,2,株式会社村上印刷 第 98 支店,33,有限会社高橋建設 第 84 支店,2836,57299
236,2,株式会社村上印刷 第 98 支店,34,山田食品有限会社 第 70 支店,8910,188011
237,2,株式会社村上印刷 第 98 支店,35,有限会社吉田鉱業 第 2 支店,4475,101699
238,2,株式会社村上印刷 第 98 支店,36,合同会社山口鉱業 第 49 支店,7432,168897
239,2,株式会社村上印刷 第 98 支店,37,長谷川水産株式会社 第 88 支店,8803,200603
240,2,株式会社村上印刷 第 98 支店,38,合同会社高橋通信 第 28 支店,14935,329761
241,2,株式会社村上印刷 第 98 支店,39,井上鉱業合同会社 第 55 支店,12557,262451
242,2,株式会社村上印刷 第 98 支店,40,山口鉱業有限会社 第 93 支店,9377,214712
243,2,株式会社村上印刷 第 98 支店,41,有限会社山本情報 第 4 支店,6264,140581
244,2,株式会社村上印刷 第 98 支店,42,株式会社藤原銀行 第 68 支店,17678,394466
245,2,株式会社村上印刷 第 98 支店,43,合同会社山本保険 第 29 支店,2366,49251
246,2,株式会社村上印刷 第 98 支店,44,加藤建設株式会社 第 98 支店,4324,97350
247,2,株式会社村上印刷 第 98 支店,45,佐藤運輸合同会社 第 57 支店,11179,241089
248,2,株式会社村上印刷 第 98 支店,46,田中銀行合同会社 第 64 支店,8340,185449
249,2,株式会社村上印刷 第 98 支店,47,山口食品有限会社 第 71 支店,13610,304147
250,2,株式会社村上印刷 第 98 支店,48,合同会社吉田鉱業 第 30 支店,9348,184967
251,2,株式会社村上印刷 第 98 支店,49,有限会社山本電気 第 45 支店,7308,152952
252,2,株式会社村上印刷 第 98 支店,50,合同会社青木水産 第 30 支店,9528,216920
253,2,株式会社村上印刷 第 98 支店,51,株式会社岡本運輸 第 87 支店,9207,206629
254,2,株式会社村上印刷 第 98 支店,52,株式会社森運輸 第 29 支店,7896,181173
255,2,株式会社村上印刷 第 98 支店,53,中村銀行合同会社 第 98 支店,5669,126171
256,2,株式会社村上印刷 第 98 支店,54,合同会社伊藤通信 第 59 支店,8767,194143
257,2,株式会社村上印刷 第 98 支店,55,株式会社藤井鉱業 第 38 支店,7676,174136
258,2,株式会社村上印刷 第 98 支店,56,斎藤運輸有限会社 第 3 支店,10480,228283
259,2,株式会社村上印刷 第 98 支店,57,株式会社遠藤ガス 第 54 支店,18797,413408
260,2,株式会社村上印刷 第 98 支店,58,坂本農林有限会社 第 72 支店,6402,143062
261,2,株式会社村上印刷 第 98 支店,59,株式会社鈴木銀行 第 83 支店,8031,180640
262,2,株式会社村上印刷 第 98 支店,60,村上食品有限会社 第 13 支店,5810,116416
263,2,株式会社村上印刷 第 98 支店,61,小林ガス株式会社 第 24 支店,8390,181504
264,2,株式会社村上印刷 第 98 支店,62,株式会社坂本ガス 第 81 支店,7690,165733
265,2,株式会社村上印刷 第 98 支店,63,山田建設合同会社 第 93 支店,17248,380462
266,2,株式会社村上印刷 第 98 支店,64,佐藤情報株式会社 第 38 支店,11757,271084
267,2,株式会社村上印刷 第 98 支店,65,合同会社佐藤建設 第 16 支店,8639,195443
268,2,株式会社村上印刷 第 98 支店,66,吉田農林株式会社 第 96 支店,10687,241617
269,2,株式会社村上印刷 第 98 支店,67,合同会社鈴木銀行 第 43 支店,8333,188053
270,2,株式会社村上印刷 第 98 支店,68,合同会社藤井建設 第 93 支店,7467,161023
271,2,株式会社村上印刷 第 98 支店,69,有限会社鈴木情報 第 92 支店,8931,203601
272,2,株式会社村上印刷 第 98 支店,70,株式会社岡本建設 第 65 支店,17501,386707
273,2,株式会社村上印刷 第 98 支店,71,山田食品株式会社 第 55 支店,16390,361524
274,2,株式会社村上印刷 第 98 支店,72,藤原保険株式会社 第 65 支店,8311,174389
275,2,株式会社村上印刷 第 98 支店,73,有限会社松田ガス 第 86 支店,10031,229865
276,2,株式会社村上印刷 第 98 支店,74,阿部建設有限会社 第 25 支店,21000,467662
277,2,株式会社村上印刷 第 98 支店,75,株式会社鈴木建設 第 39 支店,7138,156281
278,2,株式会社村上印刷 第 98 支店,76,山田情報有限会社 第 37 支店,12320,284049
279,2,株式会社村上印刷 第 98 支店,77,小林建設株式会社 第 76 支店,10563,215491
280,2,株式会社村上印刷 第 98 支店,78,合同会社坂本建設 第 64 支店,5896,133301
281,2,株式会社村上印刷 第 98 支店,79,有限会社木村ガス 第 65 支店,13540,297785
282,2,株式会社村上印刷 第 98 支店,80,株式会社伊藤水産 第 51 支店,7283,163677
283,2,株式会社村上印刷 第 98 支店,81,鈴木水産有限会社 第 76 支店,8022,179605
284,2,株式会社村上印刷 第 98 支店,82,合同会社佐々木銀行 第 5 支店,8421,184419
285,2,株式会社村上印刷 第 98 支店,83,有限会社小川農林 第 62 支店,1273,21917
286,2,株式会社村上印刷 第 98 支店,84,田中運輸合同会社 第 32 支店,9036,193610
287,2,株式会社村上印刷 第 98 支店,85,山本農林有限会社 第 96 支店,5900,131985
288,2,株式会社村上印刷 第 98 支店,86,山本銀行株式会社 第 52 支店,16780,389045
289,2,株式会社村上印刷 第 98 支店,87,佐藤食品合同会社 第 54 支店,9711,218196
290,2,株式会社村上印刷 第 98 支店,88,青木運輸合同会社 第 86 支店,19500,435088
291,2,株式会社村上印刷 第 98 支店,89,田中印刷株式会社 第 23 支店,11480,259007
292,2,株式会社村上印刷 第 98 支店,90,森建設株式会社 第 47 支店,8481,188309
293,2,株式会社村上印刷 第 98 支店,91,岡田ガス有限会社 第 71 支店,6593,147647
294,2,株式会社村上印刷 第 98 支店,92,山田印刷有限会社 第 90 支店,9216,196719
295,2,株式会社村上印刷 第 98 支店,93,株式会社山崎印刷 第 100 支店,8264,183428
296,2,株式会社村上印刷 第 98 支店,94,佐藤食品株式会社 第 87 支店,9101,172175
297,2,株式会社村上印刷 第 98 支店,95,株式会社村上印刷 第 95 支店,1772,36469
298,2,株式会社村上印刷 第 98 支店,96,有限会社伊藤水産 第 48 支店,12764,286230
299,2,株式会社村上印刷 第 98 支店,97,山口情報有限会社 第 12 支店,8523,193859
300,2,株式会社村上印刷 第 98 支店,98,石川建設有限会社 第 57 支店,7897,174920
301,2,株式会社村上印刷 第 98 支店,99,株式会社加藤ガス 第 85 支店,8183,186635
