,from_node,from_name,to_node,to_name,time,distance
88,5,有限会社福田食品 第 16 支店,3,佐藤印刷合同会社 第 9 支店,2200,38671
89,5,有限会社福田食品 第 16 支店,4,合同会社青木水産 第 33 支店,801,10678
90,5,有限会社福田食品 第 16 支店,5,有限会社福田食品 第 16 支店,0,0
91,5,有限会社福田食品 第 16 支店,6,有限会社佐藤鉱業 第 64 支店,2246,45954
92,5,有限会社福田食品 第 16 支店,7,有限会社伊藤建設 第 98 支店,2302,36937
93,5,有限会社福田食品 第 16 支店,8,有限会社山本水産 第 58 支店,2169,37141
94,5,有限会社福田食品 第 16 支店,9,井上情報株式会社 第 61 支店,2585,46282
95,5,有限会社福田食品 第 16 支店,10,石井農林株式会社 第 84 支店,1269,24123
96,5,有限会社福田食品 第 16 支店,11,山下保険有限会社 第 49 支店,1175,21490
97,5,有限会社福田食品 第 16 支店,12,森建設有限会社 第 27 支店,2665,48252
98,5,有限会社福田食品 第 16 支店,13,近藤電気有限会社 第 13 支店,2645,49561
99,5,有限会社福田食品 第 16 支店,14,株式会社小川印刷 第 63 支店,732,11721
100,5,有限会社福田食品 第 16 支店,15,有限会社橋本情報 第 4 支店,1902,33037
101,5,有限会社福田食品 第 16 支店,16,有限会社山口運輸 第 50 支店,1822,31565
102,6,有限会社佐藤鉱業 第 64 支店,0,合同会社前田建設 第 18 支店,1408,25246
103,6,有限会社佐藤鉱業 第 64 支店,1,有限会社阿部運輸 第 73 支店,1983,23570
104,6,有限会社佐藤鉱業 第 64 支店,2,株式会社村上印刷 第 98 支店,726,12512
105,6,有限会社佐藤鉱業 第 64 支店,3,佐藤印刷合同会社 第 9 支店,2480,50237
106,6,有限会社佐藤鉱業 第 64 支店,4,合同会社青木水産 第 33 支店,1526,32713
107,6,有限会社佐藤鉱業 第 64 支店,5,有限会社福田食品 第 16 支店,2248,45953
108,6,有限会社佐藤鉱業 第 64 支店,6,有限会社佐藤鉱業 第 64 支店,0,0
109,6,有限会社佐藤鉱業 第 64 支店,7,有限会社伊藤建設 第 98 支店,2680,55135
110,6,有限会社佐藤鉱業 第 64 支店,8,有限会社山本水産 第 58 支店,2376,44739
111,6,有限会社佐藤鉱業 第 64 支店,9,井上情報株式会社 第 61 支店,1881,27337
112,6,有限会社佐藤鉱業 第 64 支店,10,石井農林株式会社 第 84 支店,1610,31370
113,6,有限会社佐藤鉱業 第 64 支店,11,山下保険有限会社 第 49 支店,2256,40009
114,6,有限会社佐藤鉱業 第 64 支店,12,森建設有限会社 第 27 支店,709,10953
115,6,有限会社佐藤鉱業 第 64 支店,13,近藤電気有限会社 第 13 支店,1000,15995
116,6,有限会社佐藤鉱業 第 64 支店,14,株式会社小川印刷 第 63 支店,2351,42837
117,6,有限会社佐藤鉱業 第 64 支店,15,有限会社橋本情報 第 4 支店,1406,26794
118,6,有限会社佐藤鉱業 第 64 支店,16,有限会社山口運輸 第 50 支店,3025,63094
119,7,有限会社伊藤建設 第 98 支店,0,合同会社前田建設 第 18 支店,1824,27817
120,7,有限会社伊藤建設 第 98 支店,1,有限会社阿部運輸 第 73 支店,3379,51841
121,7,有限会社伊藤建設 第 98 支店,2,株式会社村上印刷 第 98 支店,3065,62257
122,7,有限会社伊藤建設 第 98 支店,3,佐藤印刷合同会社 第 9 支店,809,9862
123,7,有限会社伊藤建設 第 98 支店,4,合同会社青木水産 第 33 支店,1995,29136
124,7,有限会社伊藤建設 第 98 支店,5,有限会社福田食品 第 16 支店,2287,35273
125,7,有限会社伊藤建設 第 98 支店,6,有限会社佐藤鉱業 第 64 支店,2723,55817
126,7,有限会社伊藤建設 第 98 支店,7,有限会社伊藤建設 第 98 支店,0,0
127,7,有限会社伊藤建設 第 98 支店,8,有限会社山本水産 第 58 支店,917,12410
128,7,有限会社伊藤建設 第 98 支店,9,井上情報株式会社 第 61 支店,1738,25874
129,7,有限会社伊藤建設 第 98 支店,10,石井農林株式会社 第 84 支店,1439,25299
130,7,有限会社伊藤建設 第 98 支店,11,山下保険有限会社 第 49 支店,2923,50245
131,7,有限会社伊藤建設 第 98 支店,12,森建設有限会社 第 27 支店,3048,60698
132,7,有限会社伊藤建設 第 98 支店,13,近藤電気有限会社 第 13 支店,2755,48014
133,7,有限会社伊藤建設 第 98 支店,14,株式会社小川印刷 第 63 支店,2859,43630
134,7,有限会社伊藤建設 第 98 支店,15,有限会社橋本情報 第 4 支店,1566,23318
135,7,有限会社伊藤建設 第 98 支店,16,有限会社山口運輸 第 50 支店,624,6346
136,8,有限会社山本水産 第 58 支店,0,合同会社前田建設 第 18 支店,1255,18308
137,8,有限会社山本水産 第 58 支店,1,有限会社阿部運輸 第 73 支店,3124,41422
138,8,有限会社山本水産 第 58 支店,2,株式会社村上印刷 第 98 支店,2739,46909
139,8,有限会社山本水産 第 58 支店,3,佐藤印刷合同会社 第 9 支店,341,5072
140,8,有限会社山本水産 第 58 支店,4,合同会社青木水産 第 33 支店,1840,31653
141,8,有限会社山本水産 第 58 支店,5,有限会社福田食品 第 16 支店,2272,37823
142,8,有限会社山本水産 第 58 支店,6,有限会社佐藤鉱業 第 64 支店,2366,38813
143,8,有限会社山本水産 第 58 支店,7,有限会社伊藤建設 第 98 支店,919,12410
144,8,有限会社山本水産 第 58 支店,8,有限会社山本水産 第 58 支店,0,0
145,8,有限会社山本水産 第 58 支店,9,井上情報株式会社 第 61 支店,900,13684
146,8,有限会社山本水産 第 58 支店,10,石井農林株式会社 第 84 支店,1116,14077
147,8,有限会社山本水産 第 58 支店,11,山下保険有限会社 第 49 支店,2751,51099
148,8,有限会社山本水産 第 58 支店,12,森建設有限会社 第 27 支店,2721,45349
149,8,有限会社山本水産 第 58 支店,13,近藤電気有限会社 第 13 支店,2075,34622
150,8,有限会社山本水産 第 58 支店,14,株式会社小川印刷 第 63 支店,2688,44483
151,8,有限会社山本水産 第 58 支店,15,有限会社橋本情報 第 4 支店,997,13810
152,8,有限会社山本水産 第 58 支店,16,有限会社山口運輸 第 50 支店,1166,16490
153,9,井上情報株式会社 第 61 支店,0,合同会社前田建設 第 18 支店,950,13286
154,9,井上情報株式会社 第 61 支店,1,有限会社阿部運輸 第 73 支店,3122,41816
155,9,井上情報株式会社 第 61 支店,2,株式会社村上印刷 第 98 支店,2521,38724
156,9,井上情報株式会社 第 61 支店,3,佐藤印刷合同会社 第 9 支店,1103,16004
157,9,井上情報株式会社 第 61 支店,4,合同会社青木水産 第 33 支店,2020,33932
158,9,井上情報株式会社 第 61 支店,5,有限会社福田食品 第 16 支店,2728,50387
159,9,井上情報株式会社 第 61 支店,6,有限会社佐藤鉱業 第 64 支店,1876,27362
160,9,井上情報株式会社 第 61 支店,7,有限会社伊藤建設 第 98 支店,1735,25861
161,9,井上情報株式会社 第 61 支店,8,有限会社山本水産 第 58 支店,893,13678
162,9,井上情報株式会社 第 61 支店,9,井上情報株式会社 第 61 支店,0,0
163,9,井上情報株式会社 第 61 支店,10,石井農林株式会社 第 84 支店,1525,22957
164,9,井上情報株式会社 第 61 支店,11,山下保険有限会社 第 49 支店,2932,53379
165,9,井上情報株式会社 第 61 支店,12,森建設有限会社 第 27 支店,2504,37165
166,9,井上情報株式会社 第 61 支店,13,近藤電気有限会社 第 13 支店,1539,25753
167,9,井上情報株式会社 第 61 支店,14,株式会社小川印刷 第 63 支店,2869,46763
168,9,井上情報株式会社 第 61 支店,15,有限会社橋本情報 第 4 支店,927,13602
169,9,井上情報株式会社 第 61 支店,16,有限会社山口運輸 第 50 支店,1995,29493
170,10,石井農林株式会社 第 84 支店,0,合同会社前田建設 第 18 支店,1056,14267
171,10,石井農林株式会社 第 84 支店,1,有限会社阿部運輸 第 73 支店,2251,27438
172,10,石井農林株式会社 第 84 支店,2,株式会社村上印刷 第 98 支店,1948,37854
173,10,石井農林株式会社 第 84 支店,3,佐藤印刷合同会社 第 9 支店,1182,18404
174,10,石井農林株式会社 第 84 支店,4,合同会社青木水産 第 33 支店,825,13856
175,10,石井農林株式会社 第 84 支店,5,有限会社福田食品 第 16 支店,1277,24203
176,10,石井農林株式会社 第 84 支店,6,有限会社佐藤鉱業 第 64 支店,1606,31414
177,10,石井農林株式会社 第 84 支店,7,有限会社伊藤建設 第 98 支店,1470,25629
178,10,石井農林株式会社 第 84 支店,8,有限会社山本水産 第 58 支店,1066,14361
179,10,石井農林株式会社 第 84 支店,9,井上情報株式会社 第 61 支店,1483,23501
180,10,石井農林株式会社 第 84 支店,10,石井農林株式会社 第 84 支店,0,0
181,10,石井農林株式会社 第 84 支店,11,山下保険有限会社 第 49 支店,1736,33302
182,10,石井農林株式会社 第 84 支店,12,森建設有限会社 第 27 支店,1930,36295
183,10,石井農林株式会社 第 84 支店,13,近藤電気有限会社 第 13 支店,1910,37604
184,10,石井農林株式会社 第 84 支店,14,株式会社小川印刷 第 63 支店,1673,26686
185,10,石井農林株式会社 第 84 支店,15,有限会社橋本情報 第 4 支店,800,10256
186,10,石井農林株式会社 第 84 支店,16,有限会社山口運輸 第 50 支店,1727,30249
187,11,山下保険有限会社 第 49 支店,0,合同会社前田建設 第 18 支店,2298,42108
188,11,山下保険有限会社 第 49 支店,1,有限会社阿部運輸 第 73 支店,2254,29546
189,11,山下保険有限会社 第 49 支店,2,株式会社村上印刷 第 98 支店,2410,43007
190,11,山下保険有限会社 第 49 支店,3,佐藤印刷合同会社 第 9 支店,2823,56632
191,11,山下保険有限会社 第 49 支店,4,合同会社青木水産 第 33 支店,1105,22070
192,11,山下保険有限会社 第 49 支店,5,有限会社福田食品 第 16 支店,1262,21533
193,11,山下保険有限会社 第 49 支店,6,有限会社佐藤鉱業 第 64 支店,2252,39966
194,11,山下保険有限会社 第 49 支店,7,有限会社伊藤建設 第 98 支店,3023,61530
195,11,山下保険有限会社 第 49 支店,8,有限会社山本水産 第 58 支店,2713,47016
196,11,山下保険有限会社 第 49 支店,9,井上情報株式会社 第 61 支店,2938,54085
197,11,山下保険有限会社 第 49 支店,10,石井農林株式会社 第 84 支店,1754,33310
198,11,山下保険有限会社 第 49 支店,11,山下保険有限会社 第 49 支店,0,0
199,11,山下保険有限会社 第 49 支店,12,森建設有限会社 第 27 支店,2392,41447
200,11,山下保険有限会社 第 49 支店,13,近藤電気有限会社 第 13 支店,2759,58380
201,11,山下保険有限会社 第 49 支店,14,株式会社小川印刷 第 63 支店,961,12948
202,11,山下保険有限会社 第 49 支店,15,有限会社橋本情報 第 4 支店,2027,39901
203,11,山下保険有限会社 第 49 支店,16,有限会社山口運輸 第 50 支店,2616,52863
204,12,森建設有限会社 第 27 支店,0,合同会社前田建設 第 18 支店,1939,33260
205,12,森建設有限会社 第 27 支店,1,有限会社阿部運輸 第 73 支店,2183,25347
206,12,森建設有限会社 第 27 支店,2,株式会社村上印刷 第 98 支店,243,2743
207,12,森建設有限会社 第 27 支店,3,佐藤印刷合同会社 第 9 支店,2809,55166
208,12,森建設有限会社 第 27 支店,4,合同会社青木水産 第 33 支店,1856,37642
209,12,森建設有限会社 第 27 支店,5,有限会社福田食品 第 16 支店,2623,53120
210,12,森建設有限会社 第 27 支店,6,有限会社佐藤鉱業 第 64 支店,712,10953
211,12,森建設有限会社 第 27 支店,7,有限会社伊藤建設 第 98 支店,3009,60064
212,12,森建設有限会社 第 27 支店,8,有限会社山本水産 第 58 支店,2705,49668
213,12,森建設有限会社 第 27 支店,9,井上情報株式会社 第 61 支店,2504,37140
214,12,森建設有限会社 第 27 支店,10,石井農林株式会社 第 84 支店,1940,36299
215,12,森建設有限会社 第 27 支店,11,山下保険有限会社 第 49 支店,2390,41489
216,12,森建設有限会社 第 27 支店,12,森建設有限会社 第 27 支店,0,0
217,12,森建設有限会社 第 27 支店,13,近藤電気有限会社 第 13 支店,1623,25799
218,12,森建設有限会社 第 27 支店,14,株式会社小川印刷 第 63 支店,2704,50472
219,12,森建設有限会社 第 27 支店,15,有限会社橋本情報 第 4 支店,1736,31723
220,12,森建設有限会社 第 27 支店,16,有限会社山口運輸 第 50 支店,3354,68023
221,13,近藤電気有限会社 第 13 支店,0,合同会社前田建設 第 18 支店,1123,21052
222,13,近藤電気有限会社 第 13 支店,1,有限会社阿部運輸 第 73 支店,2770,40821
223,13,近藤電気有限会社 第 13 支店,2,株式会社村上印刷 第 98 支店,1532,26414
224,13,近藤電気有限会社 第 13 支店,3,佐藤印刷合同会社 第 9 支店,2383,39261
225,13,近藤電気有限会社 第 13 支店,4,合同会社青木水産 第 33 支店,1837,38921
226,13,近藤電気有限会社 第 13 支店,5,有限会社福田食品 第 16 支店,2635,49619
227,13,近藤電気有限会社 第 13 支店,6,有限会社佐藤鉱業 第 64 支店,1000,15997
228,13,近藤電気有限会社 第 13 支店,7,有限会社伊藤建設 第 98 支店,2912,46707
229,13,近藤電気有限会社 第 13 支店,8,有限会社山本水産 第 58 支店,2107,34865
230,13,近藤電気有限会社 第 13 支店,9,井上情報株式会社 第 61 支店,1543,25699
231,13,近藤電気有限会社 第 13 支店,10,石井農林株式会社 第 84 支店,1921,37578
232,13,近藤電気有限会社 第 13 支店,11,山下保険有限会社 第 49 支店,2748,58367
233,13,近藤電気有限会社 第 13 支店,12,森建設有限会社 第 27 支店,1628,25800
234,13,近藤電気有限会社 第 13 支店,13,近藤電気有限会社 第 13 支店,0,0
235,13,近藤電気有限会社 第 13 支店,14,株式会社小川印刷 第 63 支店,2685,51751
236,13,近藤電気有限会社 第 13 支店,15,有限会社橋本情報 第 4 支店,1375,24515
237,13,近藤電気有限会社 第 13 支店,16,有限会社山口運輸 第 50 支店,3159,50787
238,14,株式会社小川印刷 第 63 支店,0,合同会社前田建設 第 18 支店,2231,35480
239,14,株式会社小川印刷 第 63 支店,1,有限会社阿部運輸 第 73 支店,2562,32816
240,14,株式会社小川印刷 第 63 支店,2,株式会社村上印刷 第 98 支店,2729,52003
241,14,株式会社小川印刷 第 63 支店,3,佐藤印刷合同会社 第 9 支店,2755,50005
242,14,株式会社小川印刷 第 63 支店,4,合同会社青木水産 第 33 支店,1037,15442
243,14,株式会社小川印刷 第 63 支店,5,有限会社福田食品 第 16 支店,785,11688
244,14,株式会社小川印刷 第 63 支店,6,有限会社佐藤鉱業 第 64 支店,2310,42139
245,14,株式会社小川印刷 第 63 支店,7,有限会社伊藤建設 第 98 支店,2955,54902
246,14,株式会社小川印刷 第 63 支店,8,有限会社山本水産 第 58 支店,2646,40388
247,14,株式会社小川印刷 第 63 支店,9,井上情報株式会社 第 61 支店,2871,47457
248,14,株式会社小川印刷 第 63 支店,10,石井農林株式会社 第 84 支店,1686,26683
249,14,株式会社小川印刷 第 63 支店,11,山下保険有限会社 第 49 支店,956,12949
250,14,株式会社小川印刷 第 63 支店,12,森建設有限会社 第 27 支店,2712,50443
251,14,株式会社小川印刷 第 63 支店,13,近藤電気有限会社 第 13 支店,2692,51752
252,14,株式会社小川印刷 第 63 支店,14,株式会社小川印刷 第 63 支店,0,0
253,14,株式会社小川印刷 第 63 支店,15,有限会社橋本情報 第 4 支店,1959,33274
254,14,株式会社小川印刷 第 63 支店,16,有限会社山口運輸 第 50 支店,2538,42882
255,15,有限会社橋本情報 第 4 支店,0,合同会社前田建設 第 18 支店,338,4313
256,15,有限会社橋本情報 第 4 支店,1,有限会社阿部運輸 第 73 支店,2259,25888
257,15,有限会社橋本情報 第 4 支店,2,株式会社村上印刷 第 98 支店,1771,33304
258,15,有限会社橋本情報 第 4 支店,3,佐藤印刷合同会社 第 9 支店,1121,17853
259,15,有限会社橋本情報 第 4 支店,4,合同会社青木水産 第 33 支店,1107,20459
260,15,有限会社橋本情報 第 4 支店,5,有限会社福田食品 第 16 支店,1905,31158
261,15,有限会社橋本情報 第 4 支店,6,有限会社佐藤鉱業 第 64 支店,1429,26863
262,15,有限会社橋本情報 第 4 支店,7,有限会社伊藤建設 第 98 支店,1578,23318
263,15,有限会社橋本情報 第 4 支店,8,有限会社山本水産 第 58 支店,1005,13810
264,15,有限会社橋本情報 第 4 支店,9,井上情報株式会社 第 61 支店,925,13979
265,15,有限会社橋本情報 第 4 支店,10,石井農林株式会社 第 84 支店,688,9991
266,15,有限会社橋本情報 第 4 支店,11,山下保険有限会社 第 49 支店,2019,39906
267,15,有限会社橋本情報 第 4 支店,12,森建設有限会社 第 27 支店,1754,31745
268,15,有限会社橋本情報 第 4 支店,13,近藤電気有限会社 第 13 支店,1269,24510
269,15,有限会社橋本情報 第 4 支店,14,株式会社小川印刷 第 63 支店,1955,33290
270,15,有限会社橋本情報 第 4 支店,15,有限会社橋本情報 第 4 支店,0,0
271,15,有限会社橋本情報 第 4 支店,16,有限会社山口運輸 第 50 支店,1825,27399
272,16,有限会社山口運輸 第 50 支店,0,合同会社前田建設 第 18 支店,2076,31897
273,16,有限会社山口運輸 第 50 支店,1,有限会社阿部運輸 第 73 支店,3540,53674
274,16,有限会社山口運輸 第 50 支店,2,株式会社村上印刷 第 98 支店,3382,69491
275,16,有限会社山口運輸 第 50 支店,3,佐藤印刷合同会社 第 9 支店,1082,15552
276,16,有限会社山口運輸 第 50 支店,4,合同会社青木水産 第 33 支店,1681,31633
277,16,有限会社山口運輸 第 50 支店,5,有限会社福田食品 第 16 支店,1831,31479
278,16,有限会社山口運輸 第 50 支店,6,有限会社佐藤鉱業 第 64 支店,3040,63050
279,16,有限会社山口運輸 第 50 支店,7,有限会社伊藤建設 第 98 支店,624,6346
280,16,有限会社山口運輸 第 50 支店,8,有限会社山本水産 第 58 支店,1169,16490
281,16,有限会社山口運輸 第 50 支店,9,井上情報株式会社 第 61 支店,1999,29498
282,16,有限会社山口運輸 第 50 支店,10,石井農林株式会社 第 84 支店,1633,28317
283,16,有限会社山口運輸 第 50 支店,11,山下保険有限会社 第 49 支店,2609,52742
284,16,有限会社山口運輸 第 50 支店,12,森建設有限会社 第 27 支店,3365,67931
285,16,有限会社山口運輸 第 50 支店,13,近藤電気有限会社 第 13 支店,3007,52094
286,16,有限会社山口運輸 第 50 支店,14,株式会社小川印刷 第 63 支店,2485,42806
287,16,有限会社山口運輸 第 50 支店,15,有限会社橋本情報 第 4 支店,1818,27399
288,16,有限会社山口運輸 第 50 支店,16,有限会社山口運輸 第 50 支店,0,0
