,from_node,to_node,time
352,6,46,1113
353,6,47,2226
354,6,48,403
355,6,49,2436
356,6,50,2017
357,7,0,1824
358,7,1,3373
359,7,2,3065
360,7,3,809
361,7,4,1995
362,7,5,2287
363,7,6,2722
364,7,7,0
365,7,8,917
366,7,9,1738
367,7,10,1439
368,7,11,2922
369,7,12,3048
370,7,13,2755
371,7,14,2859
372,7,15,1566
373,7,16,624
374,7,17,2726
375,7,18,3158
376,7,19,2921
377,7,20,1906
378,7,21,734
379,7,22,1852
380,7,23,527
381,7,24,2500
382,7,25,2445
383,7,26,1958
384,7,27,1509
385,7,28,3482
386,7,29,1736
387,7,30,2273
388,7,31,1379
389,7,32,1027
390,7,33,2213
391,7,34,860
392,7,35,2968
393,7,36,2537
394,7,37,2640
395,7,38,1288
396,7,39,1171
397,7,40,1659
398,7,41,3840
399,7,42,1461
400,7,43,2163
401,7,44,2117
402,7,45,2012
403,7,46,1870
404,7,47,1959
405,7,48,3033
406,7,49,2296
407,7,50,2502
408,8,0,1255
409,8,1,3118
410,8,2,2739
411,8,3,341
412,8,4,1840
413,8,5,2272
414,8,6,2350
415,8,7,919
416,8,8,0
417,8,9,900
418,8,10,1116
419,8,11,2751
420,8,12,2721
421,8,13,2075
422,8,14,2688
423,8,15,997
424,8,16,1166
425,8,17,2555
426,8,18,2903
427,8,19,2084
428,8,20,1651
429,8,21,751
430,8,22,1892
431,8,23,1200
432,8,24,1821
433,8,25,2190
434,8,26,1703
435,8,27,887
436,8,28,2844
437,8,29,1722
438,8,30,2018
439,8,31,1927
440,8,32,1442
441,8,33,1375
442,8,34,829
443,8,35,2797
444,8,36,2365
445,8,37,2469
446,8,38,1350
447,8,39,601
448,8,40,1089
449,8,41,3585
450,8,42,1447
451,8,43,1714
452,8,44,2545
453,8,45,1757
454,8,46,1300
455,8,47,1944
456,8,48,2310
457,8,49,2282
458,8,50,2330
459,9,0,950
460,9,1,3119
461,9,2,2501
462,9,3,1103
463,9,4,2020
464,9,5,2728
465,9,6,1861
466,9,7,1735
467,9,8,893
468,9,9,0
469,9,10,1525
470,9,11,2932
471,9,12,2484
472,9,13,1539
473,9,14,2869
474,9,15,927
475,9,16,1995
476,9,17,2735
477,9,18,3206
478,9,19,1346
479,9,20,1752
480,9,21,1169
481,9,22,2527
482,9,23,1829
483,9,24,1394
484,9,25,2236
485,9,26,1884
486,9,27,768
487,9,28,2354
488,9,29,2265
489,9,30,2411
490,9,31,2518
491,9,32,2199
492,9,33,605
493,9,34,1585
494,9,35,2978
495,9,36,2546
496,9,37,2649
497,9,38,1969
498,9,39,1113
499,9,40,1019
500,9,41,3779
501,9,42,1990
502,9,43,1289
503,9,44,3180
504,9,45,1883
505,9,46,1246
506,9,47,2400
507,9,48,1821
508,9,49,2737
509,9,50,2511
510,10,0,1056
511,10,1,2245
512,10,2,1948
513,10,3,1182
514,10,4,825
515,10,5,1277
516,10,6,1605
517,10,7,1470
518,10,8,1066
519,10,9,1483
520,10,10,0
521,10,11,1736
522,10,12,1930
523,10,13,1910
524,10,14,1673
525,10,15,800
526,10,16,1727
527,10,17,1539
528,10,18,2010
529,10,19,2305
530,10,20,622
531,10,21,1581
532,10,22,1263
533,10,23,1448
534,10,24,1733
535,10,25,1317
536,10,26,687
537,10,27,1643
538,10,28,2365
539,10,29,823
540,10,30,1205
541,10,31,1902
542,10,32,1416
543,10,33,1728
544,10,34,1123
545,10,35,1782
546,10,36,1350
547,10,37,1454
548,10,38,915
549,10,39,515
550,10,40,892
551,10,41,2740
552,10,42,786
553,10,43,1046
554,10,44,2389
555,10,45,879
556,10,46,750
557,10,47,949
558,10,48,1915
559,10,49,1286
560,10,50,1315
561,11,0,2298
562,11,1,2250
563,11,2,2400
564,11,3,2823
565,11,4,1105
566,11,5,1262
567,11,6,2237
568,11,7,3023
569,11,8,2713
570,11,9,2938
571,11,10,1754
572,11,11,0
573,11,12,2382
574,11,13,2759
575,11,14,961
576,11,15,2027
577,11,16,2616
578,11,17,445
579,11,18,799
580,11,19,3154
581,11,20,1760
582,11,21,3134
583,11,22,1944
584,11,23,2998
585,11,24,2774
586,11,25,1464
587,11,26,1095
588,11,27,3165
589,11,28,2926
590,11,29,1735
591,11,30,1095
592,11,31,2792
593,11,32,2305
594,11,33,2856
595,11,34,2192
596,11,35,762
597,11,36,835
598,11,37,384
599,11,38,1805
600,11,39,2162
601,11,40,2038
602,11,41,1562
603,11,42,1674
604,11,43,1894
605,11,44,2999
606,11,45,1563
607,11,46,1840
608,11,47,1578
609,11,48,2594
610,11,49,1480
611,11,50,1419
612,12,0,1939
613,12,1,2181
614,12,2,243
615,12,3,2809
616,12,4,1856
617,12,5,2623
618,12,6,707
619,12,7,3009
620,12,8,2705
621,12,9,2485
622,12,10,1940
623,12,11,2380
624,12,12,0
625,12,13,1611
626,12,14,2704
627,12,15,1736
628,12,16,3354
629,12,17,2181
630,12,18,2224
631,12,19,2140
632,12,20,1697
633,12,21,3120
634,12,22,2870
635,12,23,2988
636,12,24,1975
637,12,25,1359
638,12,26,1719
639,12,27,2874
640,12,28,1340
641,12,29,2472
642,12,30,1837
643,12,31,3529
644,12,32,3043
645,12,33,2061
646,12,34,2751
647,12,35,2759
648,12,36,2282
649,12,37,2226
650,12,38,2542
651,12,39,2154
652,12,40,1747
653,12,41,2386
654,12,42,2411
655,12,43,1365
656,12,44,3996
657,12,45,1665
658,12,46,1442
659,12,47,2556
660,12,48,1079
661,12,49,2766
662,12,50,2347
663,13,0,1124
664,13,1,2770
665,13,2,1532
666,13,3,2383
667,13,4,1837
668,13,5,2635
669,13,6,992
670,13,7,2912
671,13,8,2107
672,13,9,1543
673,13,10,1921
674,13,11,2748
675,13,12,1616
676,13,13,0
677,13,14,2685
678,13,15,1375
679,13,16,3159
680,13,17,2552
681,13,18,2996
682,13,19,775
683,13,20,1678
684,13,21,2550
685,13,22,2851
686,13,23,2969
687,13,24,1087
688,13,25,1888
689,13,26,1700
690,13,27,2027
691,13,28,994
692,13,29,2453
693,13,30,2086
694,13,31,3510
695,13,32,3024
696,13,33,1173
697,13,34,2703
698,13,35,2794
699,13,36,2362
700,13,37,2466
701,13,38,2523
702,13,39,1877
703,13,40,1470
704,13,41,3017
705,13,42,2392
706,13,43,958
707,13,44,3978
708,13,45,1648
709,13,46,1319
710,13,47,2537
711,13,48,795
712,13,49,2747
713,13,50,2328
714,14,0,2230
715,14,1,2558
716,14,2,2729
717,14,3,2755
718,14,4,1037
719,14,5,785
720,14,6,2310
721,14,7,2955
722,14,8,2646
723,14,9,2871
724,14,10,1686
725,14,11,956
726,14,12,2712
727,14,13,2691
728,14,14,0
729,14,15,1959
730,14,16,2538
731,14,17,958
732,14,18,1416
733,14,19,3087
734,14,20,1693
735,14,21,3067
736,14,22,1467
737,14,23,2840
738,14,24,2706
739,14,25,1629
740,14,26,1068
741,14,27,3097
742,14,28,3032
743,14,29,1569
744,14,30,1213
745,14,31,2405
746,14,32,2227
747,14,33,2788
748,14,34,2125
749,14,35,283
750,14,36,555
751,14,37,872
752,14,38,1737
753,14,39,2095
754,14,40,1970
755,14,41,2142
756,14,42,1606
757,14,43,1827
758,14,44,2598
759,14,45,1552
760,14,46,1773
761,14,47,1100
762,14,48,2606
763,14,49,1002
764,14,50,818
765,15,0,338
766,15,1,2259
767,15,2,1771
768,15,3,1121
769,15,4,1107
770,15,5,1905
771,15,6,1428
772,15,7,1578
773,15,8,1005
774,15,9,925
775,15,10,688
776,15,11,2019
777,15,12,1754
778,15,13,1269
779,15,14,1955
780,15,15,0
781,15,16,1825
782,15,17,1822
783,15,18,2293
784,15,19,1664
785,15,20,838
786,15,21,1493
787,15,22,1870
788,15,23,1683
789,15,24,1014
790,15,25,1356
791,15,26,970
792,15,27,1173
793,15,28,2037
794,15,29,1428
795,15,30,1498
796,15,31,2251
797,15,32,1765
798,15,33,1010
799,15,34,1366
800,15,35,2064
801,15,36,1633
802,15,37,1736
803,15,38,1264
804,15,39,541
805,15,40,122
806,15,41,2940
807,15,42,1153
808,15,43,746
809,15,44,2826
810,15,45,970
811,15,46,333
812,15,47,1584
813,15,48,1504
814,15,49,1922
815,15,50,1598
816,16,0,2076
817,16,1,3532
818,16,2,3382
819,16,3,1082
820,16,4,1681
821,16,5,1831
822,16,6,3039
823,16,7,624
824,16,8,1169
825,16,9,1999
826,16,10,1633
827,16,11,2609
828,16,12,3365
829,16,13,3007
830,16,14,2485
831,16,15,1818
832,16,16,0
833,16,17,2412
834,16,18,2883
835,16,19,3182
836,16,20,2101
837,16,21,1272
838,16,22,1378
839,16,23,636
840,16,24,2752
841,16,25,2604
842,16,26,1747
843,16,27,1911
844,16,28,3799
845,16,29,1407
846,16,30,2341
847,16,31,972
848,16,32,553
849,16,33,2473
850,16,34,859
851,16,35,2589
852,16,36,2223
853,16,37,2326
854,16,38,857
855,16,39,1422
856,16,40,1910
857,16,41,3613
858,16,42,1147
859,16,43,2480
860,16,44,1711
861,16,45,2205
862,16,46,2121
863,16,47,1518
864,16,48,3241
865,16,49,1841
866,16,50,2085
867,17,0,2102
868,17,1,2051
869,17,2,2201
870,17,3,2627
871,17,4,909
872,17,5,1370
873,17,6,2039
874,17,7,2827
875,17,8,2518
876,17,9,2742
877,17,10,1558
878,17,11,452
879,17,12,2184
880,17,13,2563
881,17,14,956
882,17,15,1831
883,17,16,2421
884,17,17,0
885,17,18,638
886,17,19,2958
887,17,20,1565
888,17,21,2938
889,17,22,1937
890,17,23,2802
891,17,24,2578
892,17,25,1266
893,17,26,900
894,17,27,2969
895,17,28,2728
896,17,29,1539
897,17,30,899
898,17,31,2596
899,17,32,2110
900,17,33,2660
901,17,34,1996
902,17,35,854
903,17,36,639
904,17,37,177
905,17,38,1609
906,17,39,1967
907,17,40,1842
908,17,41,1364
909,17,42,1478
910,17,43,1699
911,17,44,3063
912,17,45,1320
913,17,46,1644
914,17,47,1623
915,17,48,2350
916,17,49,1588
917,17,50,1223
918,18,0,2572
919,18,1,2103
920,18,2,2253
921,18,3,3017
922,18,4,1379
923,18,5,1718
924,18,6,2090
925,18,7,3217
926,18,8,2913
927,18,9,3212
928,18,10,2028
929,18,11,794
930,18,12,2236
931,18,13,2994
932,18,14,1417
933,18,15,2301
934,18,16,2891
935,18,17,641
936,18,18,0
937,18,19,3428
938,18,20,2035
939,18,21,3328
940,18,22,2400
941,18,23,3196
942,18,24,3048
943,18,25,1317
944,18,26,1369
945,18,27,3439
946,18,28,2779
947,18,29,2009
948,18,30,1254
949,18,31,3066
950,18,32,2579
951,18,33,3130
952,18,34,2466
953,18,35,1218
954,18,36,1109
955,18,37,686
956,18,38,2079
957,18,39,2362
958,18,40,2312
959,18,41,1291
960,18,42,1948
961,18,43,2169
962,18,44,3455
963,18,45,1650
964,18,46,2114
965,18,47,2034
966,18,48,2462
967,18,49,1936
968,18,50,1693
969,19,0,1547
970,19,1,3194
971,19,2,2189
972,19,3,2297
973,19,4,2260
974,19,5,3058
975,19,6,1548
976,19,7,2929
977,19,8,2087
978,19,9,1357
979,19,10,2344
980,19,11,3172
981,19,12,2172
982,19,13,780
983,19,14,3108
984,19,15,1799
985,19,16,3189
986,19,17,2975
987,19,18,3442
988,19,19,0
989,19,20,2101
990,19,21,2364
991,19,22,3274
992,19,23,3024
993,19,24,1510
994,19,25,2311
995,19,26,2124
996,19,27,1841
997,19,28,1636
998,19,29,2877
999,19,30,2509
1000,19,31,3712
1001,19,32,3393
1002,19,33,1222
1003,19,34,2780
1004,19,35,3217
1005,19,36,2786
1006,19,37,2889
1007,19,38,2947
1008,19,39,2301
1009,19,40,1894
1010,19,41,3714
1011,19,42,2816
1012,19,43,1382
1013,19,44,4374
1014,19,45,2072
1015,19,46,1742
1016,19,47,2960
1017,19,48,1362
1018,19,49,3170
1019,19,50,2751
1020,20,0,1109
1021,20,1,2017
1022,20,2,1719
1023,20,3,1719
1024,20,4,841
1025,20,5,1639
1026,20,6,1377
1027,20,7,1959
1028,20,8,1603
1029,20,9,1749
1030,20,10,643
1031,20,11,1753
1032,20,12,1702
1033,20,13,1682
1034,20,14,1689
1035,20,15,838
1036,20,16,2117
1037,20,17,1556
1038,20,18,2027
1039,20,19,2077
1040,20,20,0
1041,20,21,2071
1042,20,22,1653
1043,20,23,1938
1044,20,24,1697
1045,20,25,1089
1046,20,26,705
1047,20,27,1976
1048,20,28,2136
1049,20,29,1214
1050,20,30,1231
1051,20,31,2292
1052,20,32,1806
1053,20,33,1779
1054,20,34,1598
1055,20,35,1798
1056,20,36,1367
1057,20,37,1470
1058,20,38,1305
1059,20,39,1052
1060,20,40,849
1061,20,41,2673
1062,20,42,1176
1063,20,43,817
1064,20,44,2780
1065,20,45,703
1066,20,46,651
1067,20,47,1339
1068,20,48,1687
1069,20,49,1677
1070,20,50,1332
1071,21,0,1760
1072,21,1,3526
1073,21,2,3218
1074,21,3,442
1075,21,4,2212
1076,21,5,2504
1077,21,6,2837
1078,21,7,737
1079,21,8,756
1080,21,9,1181
1081,21,10,1592
1082,21,11,3139
1083,21,12,3201
1084,21,13,2557
1085,21,14,3076
1086,21,15,1500
1087,21,16,1276
1088,21,17,2943
1089,21,18,3311
1090,21,19,2364
1091,21,20,2058
1092,21,21,0
1093,21,22,2124
1094,21,23,831
1095,21,24,2308
1096,21,25,2598
1097,21,26,2111
1098,21,27,1090
1099,21,28,3331
1100,21,29,1953
1101,21,30,2426
1102,21,31,1617
1103,21,32,1613
1104,21,33,1655
1105,21,34,1060
1106,21,35,3185
1107,21,36,2753
1108,21,37,2857
1109,21,38,1581
1110,21,39,1132
1111,21,40,1593
1112,21,41,3993
1113,21,42,1678
1114,21,43,2204
1115,21,44,2356
1116,21,45,2165
1117,21,46,1804
1118,21,47,2176
1119,21,48,2797
1120,21,49,2513
1121,21,50,2719
1122,22,0,2109
1123,22,1,3056
1124,22,2,2906
1125,22,3,1779
1126,22,4,1205
1127,22,5,760
1128,22,6,2563
1129,22,7,1837
1130,22,8,1867
1131,22,9,2535
1132,22,10,1268
1133,22,11,1856
1134,22,12,2889
1135,22,13,2868
1136,22,14,1413
1137,22,15,1852
1138,22,16,1357
1139,22,17,1936
1140,22,18,2316
1141,22,19,3264
1142,22,20,1644
1143,22,21,2091
1144,22,22,0
1145,22,23,1618
1146,22,24,2785
1147,22,25,2128
1148,22,26,1271
1149,22,27,2337
1150,22,28,3323
1151,22,29,678
1152,22,30,1865
1153,22,31,1183
1154,22,32,1045
1155,22,33,2781
1156,22,34,1262
1157,22,35,1518
1158,22,36,1718
1159,22,37,1850
1160,22,38,865
1161,22,39,1567
1162,22,40,1945
1163,22,41,3042
1164,22,42,834
1165,22,43,2004
1166,22,44,1300
1167,22,45,1729
1168,22,46,1768
1169,22,47,446
1170,22,48,2873
1171,22,49,676
1172,22,50,1013
1173,23,0,1971
1174,23,1,3358
1175,23,2,3050
1176,23,3,1016
1177,23,4,2068
1178,23,5,2088
1179,23,6,2707
1180,23,7,528
1181,23,8,1206
1182,23,9,1835
1183,23,10,1424
1184,23,11,2991
1185,23,12,3032
1186,23,13,2901
1187,23,14,2741
1188,23,15,1712
1189,23,16,631
1190,23,17,2794
1191,23,18,3143
1192,23,19,3018
1193,23,20,1890
1194,23,21,831
1195,23,22,1576
1196,23,23,0
1197,23,24,2647
1198,23,25,2429
1199,23,26,1942
1200,23,27,1595
1201,23,28,3467
1202,23,29,1795
1203,23,30,2258
1204,23,31,944
1205,23,32,940
1206,23,33,2310
1207,23,34,1255
1208,23,35,2845
1209,23,36,2605
1210,23,37,2708
1211,23,38,1244
1212,23,39,1321
1213,23,40,1805
1214,23,41,3825
1215,23,42,1535
1216,23,43,2148
1217,23,44,1683
1218,23,45,1997
1219,23,46,2016
1220,23,47,1774
1221,23,48,3017
1222,23,49,2097
1223,23,50,2341
1224,24,0,859
1225,24,1,2777
1226,24,2,2000
1227,24,3,2119
1228,24,4,1844
1229,24,5,2642
1230,24,6,1359
1231,24,7,2647
1232,24,8,1843
1233,24,9,1395
1234,24,10,1779
1235,24,11,2755
1236,24,12,1983
1237,24,13,1084
1238,24,14,2692
1239,24,15,1111
1240,24,16,2894
1241,24,17,2558
1242,24,18,3025
1243,24,19,1480
1244,24,20,1685
1245,24,21,2298
1246,24,22,2858
1247,24,23,2774
1248,24,24,0
1249,24,25,1895
1250,24,26,1707
1251,24,27,1897
1252,24,28,1853
1253,24,29,2460
1254,24,30,2092
1255,24,31,3342
1256,24,32,2855
1257,24,33,1138
1258,24,34,2439
1259,24,35,2801
1260,24,36,2369
1261,24,37,2473
1262,24,38,2355
1263,24,39,1613
1264,24,40,1206
1265,24,41,3437
1266,24,42,2244
1267,24,43,965
1268,24,44,3917
1269,24,45,1655
1270,24,46,1224
1271,24,47,2544
1272,24,48,1319
1273,24,49,2753
1274,24,50,2334
1275,25,0,1579
1276,25,1,928
1277,25,2,1383
1278,25,3,2212
1279,25,4,1101
1280,25,5,1567
1281,25,6,1170
1282,25,7,2412
1283,25,8,2108
1284,25,9,2268
1285,25,10,1333
1286,25,11,1475
1287,25,12,1366
1288,25,13,1921
1289,25,14,1669
1290,25,15,1356
1291,25,16,2599
1292,25,17,1275
1293,25,18,1319
1294,25,19,2316
1295,25,20,1090
1296,25,21,2524
1297,25,22,2115
1298,25,23,2391
1299,25,24,1935
1300,25,25,0
1301,25,26,882
1302,25,27,2494
1303,25,28,1910
1304,25,29,1717
1305,25,30,712
1306,25,31,2774
1307,25,32,2288
1308,25,33,2018
1309,25,34,2154
1310,25,35,1783
1311,25,36,1225
1312,25,37,1321
1313,25,38,1787
1314,25,39,1557
1315,25,40,1368
1316,25,41,1736
1317,25,42,1656
1318,25,43,1056
1319,25,44,3241
1320,25,45,502
1321,25,46,1082
1322,25,47,1801
1323,25,48,1515
1324,25,49,1784
1325,25,50,1506
1326,26,0,1243
1327,26,1,1809
1328,26,2,1742
1329,26,3,1768
1330,26,4,250
1331,26,5,1030
1332,26,6,1399
1333,26,7,1968
1334,26,8,1656
1335,26,9,1884
1336,26,10,696
1337,26,11,1096
1338,26,12,1725
1339,26,13,1704
1340,26,14,1068
1341,26,15,972
1342,26,16,1748
1343,26,17,899
1344,26,18,1370
1345,26,19,2100
1346,26,20,706
1347,26,21,2080
1348,26,22,1264
1349,26,23,1947
1350,26,24,1719
1351,26,25,880
1352,26,26,0
1353,26,27,2110
1354,26,28,2159
1355,26,29,866
1356,26,30,648
1357,26,31,1923
1358,26,32,1437
1359,26,33,1801
1360,26,34,1323
1361,26,35,1177
1362,26,36,745
1363,26,37,813
1364,26,38,936
1365,26,39,1105
1366,26,40,983
1367,26,41,2100
1368,26,42,805
1369,26,43,840
1370,26,44,2390
1371,26,45,565
1372,26,46,786
1373,26,47,950
1374,26,48,1709
1375,26,49,1159
1376,26,50,709
1377,27,0,1431
1378,27,1,3401
1379,27,2,2913
1380,27,3,1020
1381,27,4,2249
1382,27,5,2886
1383,27,6,2425
1384,27,7,1516
1385,27,8,892
1386,27,9,769
1387,27,10,1698
1388,27,11,3161
1389,27,12,2896
1390,27,13,2022
1391,27,14,3097
1392,27,15,1171
1393,27,16,1883
1394,27,17,2964
1395,27,18,3435
1396,27,19,1829
1397,27,20,1980
1398,27,21,1087
1399,27,22,2389
1400,27,23,1609
1401,27,24,1896
1402,27,25,2498
1403,27,26,2113
1404,27,27,0
1405,27,28,2885
1406,27,29,2340
1407,27,30,2600
1408,27,31,2276
1409,27,32,2061
1410,27,33,1243
1411,27,34,1447
1412,27,35,3206
1413,27,36,2775
1414,27,37,2878
1415,27,38,1911
1416,27,39,1232
1417,27,40,1264
1418,27,41,4082
1419,27,42,2065
1420,27,43,1791
1421,27,44,3014
1422,27,45,2112
1423,27,46,1475
1424,27,47,2563
1425,27,48,2361
1426,27,49,2895
1427,27,50,2740
1428,28,0,1879
1429,28,1,2724
1430,28,2,1123
1431,28,3,3138
1432,28,4,2322
1433,28,5,2973
1434,28,6,973
1435,28,7,3475
1436,28,8,2862
1437,28,9,2352
1438,28,10,2406
1439,28,11,2923
1440,28,12,1338
1441,28,13,992
1442,28,14,3076
1443,28,15,2130
1444,28,16,3820
1445,28,17,2724
1446,28,18,2767
1447,28,19,1645
1448,28,20,2163
1449,28,21,3317
1450,28,22,3336
1451,28,23,3454
1452,28,24,1842
1453,28,25,1902
1454,28,26,2185
1455,28,27,2889
1456,28,28,0
1457,28,29,2939
1458,28,30,2187
1459,28,31,3996
1460,28,32,3509
1461,28,33,1928
1462,28,34,3218
1463,28,35,3189
1464,28,36,2632
1465,28,37,2739
1466,28,38,3009
1467,28,39,2620
1468,28,40,2213
1469,28,41,2599
1470,28,42,2877
1471,28,43,1714
1472,28,44,4463
1473,28,45,2015
1474,28,46,1909
1475,28,47,3022
1476,28,48,960
1477,28,49,3191
1478,28,50,2813
1479,29,0,1632
1480,29,1,2622
1481,29,2,2472
1482,29,3,1672
1483,29,4,771
1484,29,5,848
1485,29,6,2129
1486,29,7,1814
1487,29,8,1641
1488,29,9,2058
1489,29,10,832
1490,29,11,1699
1491,29,12,2455
1492,29,13,2434
1493,29,14,1502
1494,29,15,1375
1495,29,16,1402
1496,29,17,1502
1497,29,18,1973
1498,29,19,2829
1499,29,20,1208
1500,29,21,1984
1501,29,22,682
1502,29,23,1784
1503,29,24,2308
1504,29,25,1694
1505,29,26,837
1506,29,27,2218
1507,29,28,2889
1508,29,29,0
1509,29,30,1431
1510,29,31,1578
1511,29,32,1091
1512,29,33,2303
1513,29,34,978
1514,29,35,1606
1515,29,36,1313
1516,29,37,1416
1517,29,38,591
1518,29,39,1090
