,from_node,to_node,time
151,4,27,3248
152,4,28,2145
153,4,29,3094
154,4,30,6970
155,5,0,7883
156,5,1,4440
157,5,2,3917
158,5,3,5889
159,5,4,3293
160,5,5,0
161,5,6,903
162,5,7,5773
163,5,8,7583
164,5,9,685
165,5,10,6269
166,5,11,4539
167,5,12,5708
168,5,13,2001
169,5,14,1569
170,5,15,1664
171,5,16,9789
172,5,17,4685
173,5,18,924
174,5,19,5785
175,5,20,7344
176,5,21,4739
177,5,22,2198
178,5,23,1553
179,5,24,495
180,5,25,7587
181,5,26,1836
182,5,27,4722
183,5,28,5232
184,5,29,736
185,5,30,9380
186,6,0,7523
187,6,1,3935
188,6,2,3789
189,6,3,5529
190,6,4,3165
191,6,5,911
192,6,6,0
193,6,7,5413
194,6,8,7408
195,6,9,1268
196,6,10,6093
197,6,11,4180
198,6,12,5349
199,6,13,1642
200,6,14,1002
201,6,15,1304
202,6,16,9430
203,6,17,4326
204,6,18,911
205,6,19,5425
206,6,20,6985
207,6,21,4564
208,6,22,2538
209,6,23,1194
210,6,24,762
211,6,25,7459
212,6,26,1476
213,6,27,4362
214,6,28,5057
215,6,29,722
216,6,30,9021
217,7,0,2209
218,7,1,5084
219,7,2,3265
220,7,3,167
221,7,4,3761
222,7,5,5786
223,7,6,5433
224,7,7,0
225,7,8,5659
226,7,9,6019
227,7,10,3714
228,7,11,2638
229,7,12,193
230,7,13,4623
231,7,14,4714
232,7,15,4590
233,7,16,4116
234,7,17,2084
235,7,18,5742
236,7,19,278
237,7,20,1720
238,7,21,4689
239,7,22,6350
240,7,23,4537
241,7,24,5516
242,7,25,2314
243,7,26,4417
244,7,27,1589
245,7,28,5224
246,7,29,5597
247,7,30,3707
248,8,0,7199
249,8,1,9665
250,8,2,4338
251,8,3,5659
252,8,4,4493
253,8,5,7548
254,8,6,7395
255,8,7,5658
256,8,8,0
257,8,9,7981
258,8,10,2178
259,8,11,7390
260,8,12,5796
261,8,13,6768
262,8,14,7026
263,8,15,6856
264,8,16,9106
265,8,17,7435
266,8,18,7475
267,8,19,5574
268,8,20,7010
269,8,21,3096
270,8,22,8661
271,8,23,6561
272,8,24,7478
273,8,25,6568
274,8,26,6559
275,8,27,6941
276,8,28,3796
277,8,29,7359
278,8,30,8696
279,9,0,8109
280,9,1,4638
281,9,2,4550
282,9,3,6110
283,9,4,3916
284,9,5,678
285,9,6,1217
286,9,7,5995
287,9,8,7989
288,9,9,0
289,9,10,6675
290,9,11,4761
291,9,12,5930
292,9,13,2290
293,9,14,1811
294,9,15,1952
295,9,16,10016
296,9,17,4907
297,9,18,1566
298,9,19,6007
299,9,20,7566
300,9,21,5145
301,9,22,1940
302,9,23,1822
303,9,24,693
304,9,25,8220
305,9,26,2105
306,9,27,4965
307,9,28,5638
308,9,29,1414
309,9,30,9607
310,10,0,5252
311,10,1,8351
312,10,2,3024
313,10,3,3712
314,10,4,3179
315,10,5,6233
316,10,6,6080
317,10,7,3711
318,10,8,2171
319,10,9,6667
320,10,10,0
321,10,11,6042
322,10,12,3849
323,10,13,5454
324,10,14,5712
325,10,15,5541
326,10,16,7158
327,10,17,5488
328,10,18,6160
329,10,19,3627
330,10,20,5063
331,10,21,1781
332,10,22,7347
333,10,23,5246
334,10,24,6164
335,10,25,4621
336,10,26,5245
337,10,27,4993
338,10,28,2481
339,10,29,6045
340,10,30,6749
341,11,0,4545
342,11,1,4113
343,11,2,3140
344,11,3,2758
345,11,4,3021
346,11,5,4536
347,11,6,4183
348,11,7,2643
349,11,8,7398
350,11,9,4770
351,11,10,6046
352,11,11,0
353,11,12,2578
354,11,13,3263
355,11,14,3635
356,11,15,3393
357,11,16,6452
358,11,17,1539
359,11,18,4493
360,11,19,2655
361,11,20,4055
362,11,21,4564
363,11,22,5270
364,11,23,3178
365,11,24,4267
366,11,25,4732
367,11,26,3058
368,11,27,1195
369,11,28,5099
370,11,29,4348
371,11,30,6042
372,12,0,2384
373,12,1,5024
374,12,2,3292
375,12,3,311
376,12,4,3787
377,12,5,5726
378,12,6,5373
379,12,7,196
380,12,8,5794
381,12,9,5960
382,12,10,3849
383,12,11,2578
384,12,12,0
385,12,13,4563
386,12,14,4654
387,12,15,4530
388,12,16,4290
389,12,17,2024
390,12,18,5682
391,12,19,297
392,12,20,1894
393,12,21,4715
394,12,22,6290
395,12,23,4478
396,12,24,5457
397,12,25,2458
398,12,26,4357
399,12,27,1529
400,12,28,5251
401,12,29,5537
402,12,30,3881
403,13,0,6617
404,13,1,3272
405,13,2,3505
406,13,3,4747
407,13,4,2780
408,13,5,1980
409,13,6,1633
410,13,7,4632
411,13,8,6853
412,13,9,2279
413,13,10,5538
414,13,11,3256
415,13,12,4567
416,13,13,0
417,13,14,884
418,13,15,638
419,13,16,8523
420,13,17,3460
421,13,18,1937
422,13,19,4644
423,13,20,6127
424,13,21,4009
425,13,22,2520
426,13,23,720
427,13,24,1776
428,13,25,6804
429,13,26,453
430,13,27,3456
431,13,28,4502
432,13,29,1791
433,13,30,8114
434,14,0,6629
435,14,1,3043
436,14,2,3688
437,14,3,4842
438,14,4,2994
439,14,5,1540
440,14,6,1010
441,14,7,4726
442,14,8,7067
443,14,9,1821
444,14,10,5753
445,14,11,3635
446,14,12,4662
447,14,13,884
448,14,14,0
449,14,15,473
450,14,16,8535
451,14,17,3472
452,14,18,1496
453,14,19,4738
454,14,20,6139
455,14,21,4224
456,14,22,1794
457,14,23,767
458,14,24,1251
459,14,25,6816
460,14,26,825
461,14,27,3468
462,14,28,4716
463,14,29,1351
464,14,30,8126
465,15,0,6509
466,15,1,3164
467,15,2,3518
468,15,3,4722
469,15,4,2824
470,15,5,1638
471,15,6,1291
472,15,7,4607
473,15,8,6897
474,15,9,1991
475,15,10,5583
476,15,11,3390
477,15,12,4542
478,15,13,638
479,15,14,474
480,15,15,0
481,15,16,8416
482,15,17,3353
483,15,18,1595
484,15,19,4619
485,15,20,6019
486,15,21,4054
487,15,22,2110
488,15,23,597
489,15,24,1488
490,15,25,6696
491,15,26,580
492,15,27,3348
493,15,28,4546
494,15,29,1449
495,15,30,8006
496,16,0,2018
497,16,1,8991
498,16,2,6911
499,16,3,4266
500,16,4,7406
501,16,5,9786
502,16,6,9440
503,16,7,4133
504,16,8,9127
505,16,9,10037
506,16,10,7182
507,16,11,6473
508,16,12,4311
509,16,13,8544
510,16,14,8562
511,16,15,8437
512,16,16,0
513,16,17,6051
514,16,18,9743
515,16,19,4396
516,16,20,3103
517,16,21,8210
518,16,22,10197
519,16,23,8555
520,16,24,9534
521,16,25,2952
522,16,26,8435
523,16,27,5424
524,16,28,8745
525,16,29,9598
526,16,30,884
527,17,0,4127
528,17,1,3659
529,17,2,3681
530,17,3,2191
531,17,4,3562
532,17,5,4668
533,17,6,4316
534,17,7,2076
535,17,8,7425
536,17,9,4902
537,17,10,5480
538,17,11,1541
539,17,12,2011
540,17,13,3462
541,17,14,3480
542,17,15,3355
543,17,16,6033
544,17,17,0
545,17,18,4625
546,17,19,2088
547,17,20,3637
548,17,21,5105
549,17,22,5115
550,17,23,3420
551,17,24,4399
552,17,25,4314
553,17,26,3300
554,17,27,958
555,17,28,5640
556,17,29,4480
557,17,30,5624
558,18,0,7839
559,18,1,4472
560,18,2,3841
561,18,3,5845
562,18,4,3218
563,18,5,923
564,18,6,906
565,18,7,5729
566,18,8,7508
567,18,9,1570
568,18,10,6193
569,18,11,4495
570,18,12,5664
571,18,13,1958
572,18,14,1526
573,18,15,1620
574,18,16,9746
575,18,17,4641
576,18,18,0
577,18,19,5741
578,18,20,7301
579,18,21,4664
580,18,22,2806
581,18,23,1509
582,18,24,1001
583,18,25,7512
584,18,26,1792
585,18,27,4678
586,18,28,5157
587,18,29,444
588,18,30,9337
589,19,0,2475
590,19,1,5107
591,19,2,3167
592,19,3,252
593,19,4,3663
594,19,5,5808
595,19,6,5456
596,19,7,286
597,19,8,5534
598,19,9,6042
599,19,10,3589
600,19,11,2661
601,19,12,296
602,19,13,4645
603,19,14,4737
604,19,15,4612
605,19,16,4381
606,19,17,2107
607,19,18,5765
608,19,19,0
609,19,20,1985
610,19,21,4591
611,19,22,6372
612,19,23,4560
613,19,24,5539
614,19,25,2349
615,19,26,4440
616,19,27,1612
617,19,28,5126
618,19,29,5620
619,19,30,3972
620,20,0,1181
621,20,1,6580
622,20,2,4817
623,20,3,1855
624,20,4,5313
625,20,5,7375
626,20,6,7027
627,20,7,1722
628,20,8,7032
629,20,9,7613
630,20,10,5087
631,20,11,4062
632,20,12,1900
633,20,13,6133
634,20,14,6151
635,20,15,6026
636,20,16,3088
637,20,17,3640
638,20,18,7332
639,20,19,1985
640,20,20,0
641,20,21,6116
642,20,22,7786
643,20,23,6131
644,20,24,7110
645,20,25,1390
646,20,26,6011
647,20,27,3013
648,20,28,6651
649,20,29,7187
650,20,30,2679
651,21,0,6281
652,21,1,6820
653,21,2,1511
654,21,3,4682
655,21,4,1648
656,21,5,4703
657,21,6,4550
658,21,7,4701
659,21,8,3097
660,21,9,5136
661,21,10,1782
662,21,11,4563
663,21,12,4719
664,21,13,3923
665,21,14,4181
666,21,15,4011
667,21,16,8188
668,21,17,5111
669,21,18,4630
670,21,19,4597
671,21,20,6104
672,21,21,0
673,21,22,5816
674,21,23,3716
675,21,24,4633
676,21,25,5650
677,21,26,3714
678,21,27,4792
679,21,28,836
680,21,29,4514
681,21,30,7779
682,22,0,8262
683,22,1,3928
684,22,2,5320
685,22,3,6475
686,22,4,4627
687,22,5,2199
688,22,6,2486
689,22,7,6359
690,22,8,8700
691,22,9,1939
692,22,10,7385
693,22,11,5267
694,22,12,6294
695,22,13,2517
696,22,14,1794
697,22,15,2105
698,22,16,10168
699,22,17,5105
700,22,18,2806
701,22,19,6371
702,22,20,7772
703,22,21,5856
704,22,22,0
705,22,23,2399
706,22,24,1934
707,22,25,8449
708,22,26,2458
709,22,27,5101
710,22,28,6349
711,22,29,2617
712,22,30,9759
713,23,0,6672
714,23,1,3411
715,23,2,2976
716,23,3,4673
717,23,4,2352
718,23,5,1526
719,23,6,1180
720,23,7,4557
721,23,8,6613
722,23,9,1815
723,23,10,5299
724,23,11,3182
725,23,12,4492
726,23,13,722
727,23,14,772
728,23,15,601
729,23,16,8578
730,23,17,3469
731,23,18,1483
732,23,19,4569
733,23,20,6128
734,23,21,3769
735,23,22,2407
736,23,23,0
737,23,24,1312
738,23,25,6646
739,23,26,451
740,23,27,3427
741,23,28,4262
742,23,29,1338
743,23,30,8169
744,24,0,7610
745,24,1,4086
746,24,2,3922
747,24,3,5611
748,24,4,3298
749,24,5,491
750,24,6,756
751,24,7,5495
752,24,8,7489
753,24,9,703
754,24,10,6175
755,24,11,4261
756,24,12,5430
757,24,13,1790
758,24,14,1258
759,24,15,1453
760,24,16,9516
761,24,17,4407
762,24,18,1000
763,24,19,5507
764,24,20,7066
765,24,21,4646
766,24,22,1938
767,24,23,1323
768,24,24,0
769,24,25,7592
770,24,26,1606
771,24,27,4465
772,24,28,5139
773,24,29,811
774,24,30,9107
775,25,0,1212
776,25,1,7237
777,25,2,4351
778,25,3,2331
779,25,4,4846
780,25,5,7580
781,25,6,7460
782,25,7,2319
783,25,8,6566
784,25,9,8244
785,25,10,4621
786,25,11,4719
787,25,12,2457
788,25,13,6790
789,25,14,6808
790,25,15,6684
791,25,16,2953
792,25,17,4298
793,25,18,7507
794,25,19,2391
795,25,20,1384
796,25,21,5649
797,25,22,8443
798,25,23,6650
799,25,24,7587
800,25,25,0
801,25,26,6681
802,25,27,3671
803,25,28,6185
804,25,29,7391
805,25,30,2582
806,26,0,6551
807,26,1,3353
808,26,2,3287
809,26,3,4552
810,26,4,2561
811,26,5,1809
812,26,6,1462
813,26,7,4436
814,26,8,6635
815,26,9,2097
816,26,10,5320
817,26,11,3061
818,26,12,4371
819,26,13,450
820,26,14,816
821,26,15,574
822,26,16,8457
823,26,17,3348
824,26,18,1766
825,26,19,4448
826,26,20,6007
827,26,21,3791
828,26,22,2451
829,26,23,450
830,26,24,1594
831,26,25,6698
832,26,26,0
833,26,27,3306
834,26,28,4284
835,26,29,1620
836,26,30,8048
837,27,0,3509
838,27,1,3912
839,27,2,3365
840,27,3,1722
841,27,4,3246
842,27,5,4708
843,27,6,4361
844,27,7,1606
845,27,8,6955
846,27,9,5020
847,27,10,5010
848,27,11,1199
849,27,12,1541
850,27,13,3465
851,27,14,3483
852,27,15,3359
853,27,16,5415
854,27,17,964
855,27,18,4665
856,27,19,1618
857,27,20,3019
858,27,21,4789
859,27,22,5119
860,27,23,3428
861,27,24,4517
862,27,25,3696
863,27,26,3307
864,27,27,0
865,27,28,5324
866,27,29,4519
867,27,30,5006
868,28,0,6811
869,28,1,7312
870,28,2,2041
871,28,3,5211
872,28,4,2140
873,28,5,5195
874,28,6,5042
875,28,7,5230
876,28,8,3798
877,28,9,5628
878,28,10,2483
879,28,11,5093
880,28,12,5249
881,28,13,4416
882,28,14,4673
883,28,15,4503
884,28,16,8717
885,28,17,5640
886,28,18,5122
887,28,19,5126
888,28,20,6633
889,28,21,839
890,28,22,6309
891,28,23,4208
892,28,24,5125
893,28,25,6179
894,28,26,4206
895,28,27,5322
896,28,28,0
897,28,29,5007
898,28,30,8308
899,29,0,7690
900,29,1,4323
901,29,2,3724
902,29,3,5696
903,29,4,3100
904,29,5,727
905,29,6,710
906,29,7,5580
907,29,8,7390
908,29,9,1412
909,29,10,6076
910,29,11,4346
911,29,12,5515
912,29,13,1809
913,29,14,1376
914,29,15,1471
915,29,16,9596
916,29,17,4492
917,29,18,442
918,29,19,5592
919,29,20,7151
920,29,21,4547
921,29,22,2611
922,29,23,1360
923,29,24,805
924,29,25,7394
925,29,26,1643
926,29,27,4529
927,29,28,5039
928,29,29,0
929,29,30,9187
930,30,0,1605
931,30,1,8578
932,30,2,6498
933,30,3,3854
934,30,4,6994
935,30,5,9373
936,30,6,9027
937,30,7,3720
938,30,8,8714
939,30,9,9624
940,30,10,6769
941,30,11,6060
942,30,12,3898
943,30,13,8131
944,30,14,8149
945,30,15,8024
946,30,16,877
947,30,17,5638
948,30,18,9330
949,30,19,3983
950,30,20,2690
951,30,21,7797
952,30,22,9784
953,30,23,8142
954,30,24,9121
955,30,25,2571
956,30,26,8022
957,30,27,5011
958,30,28,8332
959,30,29,9185
960,30,30,0
