,from_node,to_node,time
352,16,16,0
353,16,17,2412
354,16,18,2883
355,16,19,3182
356,16,20,2101
357,17,0,2102
358,17,1,2051
359,17,2,2201
360,17,3,2627
361,17,4,909
362,17,5,1370
363,17,6,2039
364,17,7,2827
365,17,8,2518
366,17,9,2742
367,17,10,1558
368,17,11,452
369,17,12,2184
370,17,13,2563
371,17,14,956
372,17,15,1831
373,17,16,2421
374,17,17,0
375,17,18,638
376,17,19,2958
377,17,20,1565
378,18,0,2572
379,18,1,2103
380,18,2,2253
381,18,3,3017
382,18,4,1379
383,18,5,1718
384,18,6,2090
385,18,7,3217
386,18,8,2913
387,18,9,3212
388,18,10,2028
389,18,11,794
390,18,12,2236
391,18,13,2994
392,18,14,1417
393,18,15,2301
394,18,16,2891
395,18,17,641
396,18,18,0
397,18,19,3428
398,18,20,2035
399,19,0,1547
400,19,1,3194
401,19,2,2189
402,19,3,2297
403,19,4,2260
404,19,5,3058
405,19,6,1548
406,19,7,2929
407,19,8,2087
408,19,9,1357
409,19,10,2344
410,19,11,3172
411,19,12,2172
412,19,13,780
413,19,14,3108
414,19,15,1799
415,19,16,3189
416,19,17,2975
417,19,18,3442
418,19,19,0
419,19,20,2101
420,20,0,1109
421,20,1,2017
422,20,2,1719
423,20,3,1719
424,20,4,841
425,20,5,1639
426,20,6,1377
427,20,7,1959
428,20,8,1603
429,20,9,1749
430,20,10,643
431,20,11,1753
432,20,12,1702
433,20,13,1682
434,20,14,1689
435,20,15,838
436,20,16,2117
437,20,17,1556
438,20,18,2027
439,20,19,2077
440,20,20,0
