,name,zip,都道府県,市区町村,大字,location
87,佐藤食品合同会社 第 54 支店,470155,北海道,小樽市,望洋台,"[141.04294340,43.16623388]"
88,青木運輸合同会社 第 86 支店,491762,北海道,松前郡松前町,原口,"[140.02267738,41.59723846]"
89,田中印刷株式会社 第 23 支店,770215,北海道,増毛郡増毛町,暑寒町,"[141.51505242,43.85349433]"
90,森建設株式会社 第 47 支店,681141,北海道,石狩郡新篠津村,西篠津,"[141.58627935,43.19961071]"
91,岡田ガス有限会社 第 71 支店,900053,北海道,北見市,桂町,"[143.85954061,43.80612679]"
92,山田印刷有限会社 第 90 支店,711175,北海道,旭川市,江丹別町中園,"[142.26509204,43.85393106]"
93,株式会社山崎印刷 第 100 支店,50032,北海道,札幌市南区,南三十二条西,"[141.34875032,43.01568702]"
94,佐藤食品株式会社 第 87 支店,592424,北海道,新冠郡新冠町,新栄,"[142.45268114,42.4685922]"
95,株式会社村上印刷 第 95 支店,895312,北海道,中川郡豊頃町,茂岩本町,"[143.50853394,42.80160625]"
96,有限会社伊藤水産 第 48 支店,450024,北海道,岩内郡岩内町,野束,"[140.51188087,42.95030652]"
97,山口情報有限会社 第 12 支店,613773,北海道,石狩郡当別町,当別太,"[141.45468007,43.18117058]"
98,石川建設有限会社 第 57 支店,670028,北海道,江別市,豊幌はみんぐ町,"[141.63048261,43.13693464]"
99,株式会社加藤ガス 第 85 支店,530821,北海道,苫小牧市,しらかば町,"[141.54195640,42.62419826]"
100,藤井建設有限会社 第 66 支店,700028,北海道,旭川市,東８条,"[142.38201073,43.77826136]"
